round,event_code,race_name,market_type,driver,grid_pos,finish_pos,outcome,yes_vwap,no_vwap,volume,n_trades,qual_end_utc,race_start_utc
18,SINGP25,Singapore,RACEPODIUM,HAD,8,11,0,0.0454,0.9546,3512.0,31,2025-10-04T14:20:00+00:00,2025-10-05T12:00:00+00:00
19,UNISGP25,United States,RACE,TSU,13,7,0,0.01,0.99,841.0,5,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,LEC,3,3,0,0.0401,0.9599,75542.0,186,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,SAI,9,20,0,0.01,0.99,8149.0,15,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,BOR,16,18,0,0.01,0.99,374.0,4,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,BEA,8,9,0,0.01,0.99,1595.0,8,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,STR,18,12,0,0.01,0.99,654.0,4,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,NOR,2,2,0,0.2975,0.7025,41566.0,330,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,RUS,4,6,0,0.0466,0.9534,27566.0,155,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,VER,1,1,1,0.6163,0.3837,168682.0,1050,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,HUL,11,8,0,0.01,0.99,1763.0,7,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,ALB,19,14,0,0.01,0.99,1310.0,8,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,HAM,5,4,0,0.0161,0.9839,24989.0,71,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,HAD,20,16,0,0.01,0.99,187.0,3,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,OCO,17,15,0,0.01,0.99,841.0,5,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,COL,15,17,0,0.01,0.99,187.0,3,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,LAW,12,11,0,0.01,0.99,934.0,5,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,ANT,7,13,0,0.01,0.99,9004.0,15,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,GAS,14,19,0,0.01,0.99,654.0,4,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,PIA,6,5,0,0.0512,0.9488,73465.0,285,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACE,ALO,10,10,0,0.01,0.99,513.0,5,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,BEA,8,9,0,0.0173,0.9827,4199.0,13,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,VER,1,1,1,0.8732,0.1268,18934.0,196,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,ANT,7,13,0,0.0534,0.9466,1958.0,26,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,SAI,9,20,0,0.0501,0.9499,3594.0,40,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,STR,18,12,0,0.01,0.99,982.0,3,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,RUS,4,6,0,0.4999,0.5001,22220.0,226,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,NOR,2,2,1,0.8471,0.1529,16981.0,137,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,LAW,12,11,0,0.0482,0.9518,11.0,3,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,TSU,13,7,0,0.0525,0.9475,340.0,5,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,LEC,3,3,1,0.4286,0.5714,7510.0,135,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,HAD,20,16,0,0.049,0.951,20.0,4,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,ALO,10,10,0,0.0454,0.9546,125.0,7,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,HUL,11,8,0,0.0365,0.9635,528.0,9,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,PIA,6,5,0,0.4056,0.5944,29461.0,238,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
19,UNISGP25,United States,RACEPODIUM,HAM,5,4,0,0.1569,0.8431,16489.0,145,2025-10-18T23:20:00+00:00,2025-10-19T19:00:00+00:00
20,GRAPDM25,Mexico,RACE,ANT,6,6,0,0.0101,0.9899,3580.0,18,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,SAI,7,17,0,0.01,0.99,1911.0,12,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,RUS,4,7,0,0.0334,0.9666,46083.0,146,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,ALB,17,12,0,0.01,0.99,287.0,4,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,HUL,13,19,0,0.01,0.99,187.0,3,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,PIA,8,5,0,0.0291,0.9709,50993.0,216,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,HAM,3,8,0,0.0714,0.9286,89394.0,457,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,HAD,9,13,0,0.01,0.99,328.0,3,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,LEC,2,2,0,0.1694,0.8306,47039.0,512,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,NOR,1,1,1,0.6501,0.3499,105659.0,946,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,VER,5,3,0,0.1321,0.8679,201353.0,1243,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACE,ALO,14,18,0,0.01,0.99,529.0,6,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,VER,5,3,1,0.6003,0.3997,27720.0,344,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,HAM,3,8,0,0.4507,0.5493,15219.0,238,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,LEC,2,2,1,0.6941,0.3059,11662.0,200,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,TSU,11,11,0,0.0165,0.9835,575.0,4,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,SAI,7,17,0,0.0259,0.9741,6351.0,24,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,ANT,6,6,0,0.0592,0.9408,2854.0,25,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,NOR,1,1,1,0.8711,0.1289,41283.0,201,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,BEA,10,4,0,0.0336,0.9664,586.0,4,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,HAD,9,13,0,0.0325,0.9675,280.0,6,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,RUS,4,7,0,0.2872,0.7128,20597.0,145,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
20,GRAPDM25,Mexico,RACEPODIUM,PIA,8,5,0,0.1503,0.8497,43149.0,168,2025-10-25T23:20:00+00:00,2025-10-26T20:00:00+00:00
21,SAOPGP25,São Paulo,RACE,HAM,13,18,0,0.01,0.99,5013.0,11,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,ALB,12,11,0,0.01,0.99,309.0,4,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,PIA,4,5,0,0.1027,0.8973,35515.0,230,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,VER,16,3,0,0.038,0.962,99375.0,356,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,RUS,6,4,0,0.0197,0.9803,35971.0,72,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,ANT,2,2,0,0.1005,0.8995,39008.0,209,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,HAD,5,8,0,0.01,0.99,3483.0,9,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,LEC,3,19,0,0.041,0.959,23970.0,116,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,BEA,8,6,0,0.01,0.99,1970.0,5,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,HUL,10,9,0,0.01,0.99,216.0,3,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACE,NOR,1,1,1,0.7181,0.2819,114700.0,493,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,BEA,8,6,0,0.0466,0.9534,1875.0,26,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,ALO,11,14,0,0.0108,0.9892,5123.0,7,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,PIA,4,5,0,0.6837,0.3163,15389.0,149,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,ANT,2,2,1,0.5499,0.4501,29733.0,220,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,HUL,10,9,0,0.0106,0.9894,5317.0,6,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,GAS,9,10,0,0.0434,0.9566,1243.0,10,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,NOR,1,1,1,0.8871,0.1129,24150.0,149,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,SAI,15,13,0,0.0354,0.9646,153.0,3,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,RUS,6,4,0,0.2094,0.7906,11425.0,129,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,LAW,7,7,0,0.0528,0.9472,1778.0,4,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,VER,16,3,1,0.1357,0.8643,60917.0,334,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,HAD,5,8,0,0.0633,0.9367,3209.0,41,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,HAM,13,18,0,0.0469,0.9531,2996.0,20,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,STR,14,16,0,0.0361,0.9639,38.0,3,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
21,SAOPGP25,São Paulo,RACEPODIUM,LEC,3,19,0,0.4704,0.5296,11734.0,148,2025-11-08T19:20:00+00:00,2025-11-09T17:00:00+00:00
22,LASVGP25,Las Vegas,RACE,OCO,13,9,0,0.01,0.99,1561.0,8,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,BEA,14,10,0,0.01,0.99,1881.0,11,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,ALO,7,11,0,0.01,0.99,6319.0,25,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,SAI,3,5,0,0.0179,0.9821,140201.0,288,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,BOR,18,17,0,0.01,0.99,1056.0,7,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,VER,2,1,1,0.7255,0.2745,572517.0,3925,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,HAD,8,6,0,0.01,0.99,14434.0,17,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,PIA,5,20,0,0.0429,0.9571,161417.0,461,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,HUL,11,7,0,0.01,0.99,3539.0,18,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,RUS,4,2,0,0.0942,0.9058,266965.0,1486,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,STR,12,18,0,0.01,0.99,1801.0,8,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,ANT,17,3,0,0.0138,0.9862,13200.0,39,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,LAW,6,14,0,0.01,0.99,12263.0,26,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,GAS,10,13,0,0.01,0.99,6668.0,16,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,HAM,20,8,0,0.01,0.99,55877.0,109,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,ALB,16,16,0,0.01,0.99,4794.0,19,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,NOR,1,19,0,0.2774,0.7226,450794.0,3288,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,LEC,9,4,0,0.0176,0.9824,91867.0,228,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,TSU,19,12,0,0.01,0.99,720.0,7,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACE,COL,15,15,0,0.01,0.99,959.0,8,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,SAI,3,5,0,0.2174,0.7826,69386.0,431,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,STR,12,18,0,0.0302,0.9698,340.0,4,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,TSU,19,12,0,0.0144,0.9856,753.0,12,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,ALB,16,16,0,0.0287,0.9713,1981.0,19,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,RUS,4,2,1,0.739,0.261,43129.0,517,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,ALO,7,11,0,0.0648,0.9352,3446.0,26,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,HAM,20,8,0,0.0471,0.9529,23723.0,173,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,GAS,10,13,0,0.03,0.97,301.0,4,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,BEA,14,10,0,0.0206,0.9794,32.0,4,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,HUL,11,7,0,0.0385,0.9615,4622.0,28,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,NOR,1,19,0,0.8978,0.1022,64316.0,448,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,ANT,17,3,1,0.0435,0.9565,10349.0,102,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,VER,2,1,1,0.8507,0.1493,32798.0,350,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,LAW,6,14,0,0.042,0.958,4609.0,31,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,LEC,9,4,0,0.1661,0.8339,37390.0,392,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,PIA,5,20,0,0.2709,0.7291,71049.0,632,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,RACEPODIUM,HAD,8,6,0,0.046,0.954,8907.0,53,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,SAI,3,5,0,0.0523,0.9477,1136.0,6,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,HAM,20,8,0,0.0565,0.9435,264.0,5,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,NOR,1,19,0,0.2614,0.7386,4566.0,57,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,RUS,4,2,0,0.1345,0.8655,1070.0,14,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,ANT,17,3,0,0.0661,0.9339,711.0,7,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,PIA,5,20,0,0.1199,0.8801,1541.0,15,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,LEC,9,4,0,0.0361,0.9639,288.0,6,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
22,LASVGP25,Las Vegas,FASTESTLAP,VER,2,1,1,0.4841,0.5159,5143.0,81,2025-11-22T07:20:00+00:00,2025-11-23T06:00:00+00:00
23,QATGP25,Qatar,RACE,STR,19,17,0,0.01,0.99,653.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,RUS,4,6,0,0.0366,0.9634,58315.0,211,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,NOR,2,4,0,0.262,0.738,70132.0,774,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,TSU,16,10,0,0.01,0.99,280.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,BOR,14,13,0,0.01,0.99,570.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,LEC,10,8,0,0.015,0.985,2506.0,19,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,VER,3,1,1,0.1632,0.8368,188989.0,1113,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,ALO,8,7,0,0.01,0.99,1395.0,7,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,PIA,1,2,0,0.562,0.438,87793.0,773,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,OCO,17,15,0,0.01,0.99,660.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,ALB,15,11,0,0.01,0.99,1595.0,4,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,SAI,7,3,0,0.01,0.99,281.0,4,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,HUL,11,20,0,0.01,0.99,658.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,ANT,5,5,0,0.0119,0.9881,26062.0,56,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACE,HAM,18,12,0,0.01,0.99,499.0,6,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,HAM,18,12,0,0.03,0.97,851.0,20,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,GAS,9,16,0,0.0112,0.9888,1039.0,4,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,HAD,6,18,0,0.0457,0.9543,1256.0,25,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,NOR,2,4,0,0.8213,0.1787,19761.0,156,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,SAI,7,3,1,0.0619,0.9381,1981.0,46,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,HUL,11,20,0,0.01,0.99,197.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,PIA,1,2,1,0.8657,0.1343,13851.0,187,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,VER,3,1,1,0.7027,0.2973,33952.0,279,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,ALB,15,11,0,0.01,0.99,167.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,LEC,10,8,0,0.0542,0.9458,2308.0,32,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,ALO,8,7,0,0.0163,0.9837,8803.0,21,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,RUS,4,6,0,0.3737,0.6263,22182.0,251,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,RACEPODIUM,ANT,5,5,0,0.136,0.864,13063.0,157,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,FASTESTLAP,LEC,10,8,0,0.01,0.99,287.0,3,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,FASTESTLAP,VER,3,1,0,0.3143,0.6857,787.0,41,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,FASTESTLAP,PIA,1,2,1,0.3796,0.6204,513.0,29,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,FASTESTLAP,ANT,5,5,0,0.0563,0.9437,621.0,7,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,FASTESTLAP,RUS,4,6,0,0.072,0.928,1025.0,7,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
23,QATGP25,Qatar,FASTESTLAP,NOR,2,4,0,0.3309,0.6691,426.0,22,2025-11-29T17:20:00+00:00,2025-11-30T16:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,NOR,2,3,0,0.2089,0.7911,101523.0,779,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,VER,1,1,1,0.7166,0.2834,181400.0,1271,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,ALB,17,16,0,0.01,0.99,421.0,4,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,ANT,14,15,0,0.01,0.99,849.0,7,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,ALO,6,6,0,0.01,0.99,6889.0,11,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,HAM,16,8,0,0.01,0.99,4884.0,16,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,COL,20,20,0,0.01,0.99,181.0,3,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,LEC,5,4,0,0.0102,0.9898,19108.0,42,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
