round,driver,market,vwap_yes,vwap_no,n_trades,volume,price_std,grid_pos,team,finish_pos,outcome,base_rate,edge_yes,edge_no
11,ANT,winner,0.604235294117647,59.01929411764706,5,510,0.5340411969127475,9,Mercedes,19,0,0.008,-0.596235294117647,-58.02729411764706
11,HAM,podium,0.19020202020202018,0.8097979797979798,15,792,0.03541589635016618,4,Ferrari,4,0,0.352,0.1617979797979798,-0.16179797979797983
11,HAM,winner,0.3711207778915046,35.993259979529164,49,1954,0.4707483367985908,4,Ferrari,4,0,0.04,-0.3311207778915046,-35.03325997952916
11,LAW,podium,0.06,0.94,1,153,0.0,6,Racing Bulls,6,0,0.12,0.06,-0.05999999999999994
11,LAW,winner,1.0,99.0,1,150,0.0,6,Racing Bulls,6,0,0.032,-0.968,-98.032
11,LEC,podium,0.5241580601706333,0.4758419398293669,36,2227,0.11011682108431158,2,Ferrari,3,1,0.72,0.1958419398293667,-0.19584193982936687
11,LEC,winner,0.08760039761431412,0.9123996023856861,76,5030,0.008013147091860316,2,Ferrari,3,0,0.24,0.15239960238568587,-0.15239960238568606
11,NOR,podium,0.8479069767441862,0.15209302325581395,7,43,0.04990467102863409,1,McLaren,1,1,0.8,-0.0479069767441862,0.04790697674418601
11,NOR,winner,0.6846578306735192,0.3153421693264809,138,14788,0.012847929411871442,1,McLaren,1,1,0.496,-0.18865783067351916,0.1886578306735191
11,PIA,podium,0.7753333333333334,0.22466666666666668,13,150,0.05724441524658172,3,McLaren,2,1,0.536,-0.2393333333333334,0.2393333333333333
11,PIA,winner,0.18210067491563559,0.8178993250843646,84,7112,0.012271432946152702,3,McLaren,2,0,0.12,-0.06210067491563559,0.06210067491563542
11,RUS,podium,0.19176470588235295,0.808235294117647,3,34,0.0808290376865476,5,Mercedes,5,0,0.192,0.00023529411764705577,-0.00023529411764700026
11,RUS,winner,0.024277733439744608,0.9757222665602553,14,2506,0.0057893422352183945,5,Mercedes,5,0,0.016,-0.008277733439744608,0.008277733439744694
11,VER,podium,0.3962605042016807,0.6037394957983193,27,1190,0.0536714708260057,7,Red Bull Racing,18,0,0.073,-0.3232605042016807,0.32326050420168073
11,VER,winner,0.05279331485680691,0.9472066851431931,106,11907,0.014026031503901155,7,Red Bull Racing,18,0,0.008,-0.04479331485680691,0.04479331485680693
12,ALB,winner,1.0,99.0,6,670,0.0,14,Williams,8,0,0.0,-1.0,-98.0
12,ALO,podium,0.06,0.94,1,78,0.0,9,Aston Martin,9,0,0.016,-0.044,0.04400000000000004
12,ALO,winner,1.0,99.0,5,1080,0.0,9,Aston Martin,9,0,0.008,-0.992,-98.008
12,ANT,podium,0.061708238851096,0.9382917611489041,9,1323,0.008333333333333335,7,Mercedes,16,0,0.073,0.011291761148903998,-0.011291761148904067
12,ANT,winner,1.0,99.0,6,627,0.0,7,Mercedes,16,0,0.008,-0.992,-98.008
12,BEA,winner,1.0,99.0,2,146,0.0,8,Haas F1 Team,11,0,0.008,-0.992,-98.008
12,COL,winner,1.0,99.0,3,200,0.0,20,Alpine,20,0,0.0,-1.0,-98.0
12,GAS,winner,1.0,99.0,3,103,0.0,10,Alpine,6,0,0.024,-0.976,-98.024
12,HAM,podium,0.2772245367044965,0.7227754632955035,59,6961,0.05440502263058299,5,Ferrari,4,0,0.192,-0.08522453670449648,0.08522453670449659
12,HAM,winner,0.08050444648880711,0.9194955535111929,262,13044,0.011367354703126047,5,Ferrari,4,0,0.016,-0.06450444648880711,0.06450444648880704
12,LEC,podium,0.1503949843260188,0.8496050156739812,20,1595,0.03823404379951404,6,Ferrari,14,0,0.12,-0.03039498432601881,0.030394984326018837
12,LEC,winner,0.04580593969621401,0.954194060303786,81,8822,0.014053469322555197,6,Ferrari,14,0,0.032,-0.013805939696214006,0.01380593969621402
12,NOR,podium,0.6965105386416863,0.30348946135831384,19,427,0.06531077304720403,3,McLaren,1,1,0.536,-0.1605105386416863,0.16051053864168613
12,NOR,winner,0.19937312537492502,0.800626874625075,235,13336,0.024183859602730846,3,McLaren,1,1,0.12,-0.07937312537492502,0.07937312537492502
12,OCO,winner,1.0,99.0,1,3,0.0,15,Haas F1 Team,13,0,0.0,-1.0,-98.0
12,PIA,podium,0.760383275261324,0.23961672473867596,8,287,0.049695501377316396,2,McLaren,2,1,0.72,-0.040383275261324014,0.04038327526132407
12,PIA,winner,0.33608027907398175,0.6639197209260183,243,22073,0.019907790017749595,2,McLaren,2,0,0.24,-0.09608027907398176,0.09608027907398176
12,RUS,podium,0.11227176220806795,0.8877282377919321,13,471,0.045643546458763846,4,Mercedes,10,0,0.352,0.23972823779193203,-0.2397282377919321
12,RUS,winner,0.059491749757345794,1.8839477631695052,123,11333,0.08756452657787518,4,Mercedes,10,0,0.04,-0.019491749757345793,-0.9239477631695052
12,SAI,winner,1.0,99.0,2,103,0.0,11,Williams,12,0,0.008,-0.992,-98.008
12,TSU,winner,1.0,99.0,1,9,0.0,12,Red Bull Racing,15,0,0.008,-0.992,-98.008
12,VER,podium,0.7954575986565912,0.20454240134340892,30,1191,0.04258325179379016,1,Red Bull Racing,5,0,0.8,0.004542401343408886,-0.004542401343408969
12,VER,winner,0.37227483021700797,0.6277251697829921,582,57279,0.027256447379219877,1,Red Bull Racing,5,0,0.496,0.12372516978299203,-0.12372516978299208
13,ALB,podium,0.08414412125830899,0.9158558787416909,59,23619,0.01887700508197715,5,Williams,6,0,0.192,0.10785587874169102,-0.10785587874169089
13,ALB,winner,1.0,99.0,53,17954,0.0,5,Williams,6,0,0.016,-0.984,-98.016
13,ALO,podium,1.0,99.0,15,1587,0.0,19,Aston Martin,17,0,0.0,-1.0,-98.0
13,ALO,winner,1.0,99.0,26,51546,0.0,19,Aston Martin,17,0,0.0,-1.0,-98.0
13,ANT,podium,0.3470027700831025,33.56158448753463,19,1805,0.466268627240283,18,Mercedes,16,0,0.0,-0.3470027700831025,-32.56158448753463
13,ANT,winner,1.0,99.0,15,2729,0.0,18,Mercedes,16,0,0.0,-1.0,-98.0
13,BEA,podium,0.9773323053199691,96.73276792598303,9,1297,0.32666666666666666,12,Haas F1 Team,11,0,0.008,-0.9693323053199691,-95.74076792598302
13,BEA,winner,1.0,99.0,3,102,0.0,12,Haas F1 Team,11,0,0.008,-0.992,-98.008
13,BOR,podium,0.7505656108597285,74.05147058823529,5,884,0.5367681063550628,10,Kick Sauber,9,0,0.04,-0.7105656108597285,-73.0914705882353
13,BOR,winner,1.0,99.0,2,201,0.0,10,Kick Sauber,9,0,0.024,-0.976,-98.024
13,COL,podium,1.0,99.0,6,1596,0.0,17,Alpine,19,0,0.0,-1.0,-98.0
13,COL,winner,1.0,99.0,3,301,0.0,17,Alpine,19,0,0.0,-1.0,-98.0
13,GAS,podium,0.7364800923254472,72.64263127524524,16,1733,0.49,13,Alpine,10,0,0.008,-0.7284800923254472,-71.65063127524523
13,GAS,winner,1.0,99.0,4,1301,0.0,13,Alpine,10,0,0.0,-1.0,-98.0
13,HAD,podium,0.22812015503875965,18.82808139534884,27,4644,0.3055679873150898,8,Racing Bulls,20,0,0.024,-0.20412015503875966,-17.85208139534884
13,HAD,winner,1.0,99.0,6,2536,0.0,8,Racing Bulls,20,0,0.008,-0.992,-98.008
13,HAM,podium,0.06300472150931567,0.9369952784906844,155,51043,0.03198606734812561,16,Ferrari,7,0,0.0,-0.06300472150931567,0.06300472150931558
13,HAM,winner,0.8959331461425324,88.5911908009092,75,37395,0.2870007690607143,16,Ferrari,7,0,0.0,-0.8959331461425324,-87.5911908009092
13,HUL,podium,0.06500265614327995,5.442851938984594,20,13177,0.4019331575746081,14,Kick Sauber,12,0,0.0,-0.06500265614327995,-4.442851938984594
13,HUL,winner,1.0,99.0,18,30002,0.0,14,Kick Sauber,12,0,0.0,-1.0,-98.0
13,LAW,podium,0.6417736121124731,63.17005046863735,11,1387,0.4944344795273228,9,Racing Bulls,8,0,0.016,-0.6257736121124731,-62.18605046863735
13,LAW,winner,1.0,99.0,6,467,0.0,9,Racing Bulls,8,0,0.008,-0.992,-98.008
13,LEC,podium,0.348325969563083,0.6516740304369171,199,63147,0.023893087928920958,3,Ferrari,3,1,0.536,0.18767403043691705,-0.1876740304369171
13,LEC,winner,0.046740363868836746,0.9532596361311632,252,112623,0.009299774342448539,3,Ferrari,3,0,0.12,0.07325963613116325,-0.07325963613116315
13,NOR,podium,0.8613778952068157,0.13862210479318426,207,163503,0.015774339676310683,1,McLaren,2,1,0.8,-0.06137789520681569,0.06137789520681569
13,NOR,winner,0.4289704045597773,0.5710295954402227,1087,315454,0.013985032249914979,1,McLaren,2,0,0.496,0.06702959544022269,-0.06702959544022269
13,OCO,podium,0.802020202020202,79.1979797979798,11,1980,0.5117883085097515,11,Haas F1 Team,15,0,0.016,-0.786020202020202,-78.2139797979798
13,OCO,winner,1.0,99.0,12,8632,0.0,11,Haas F1 Team,15,0,0.008,-0.992,-98.008
13,PIA,podium,0.8377813113439201,0.16221868865608005,189,142129,0.02065174151393188,2,McLaren,1,1,0.72,-0.11778131134392011,0.11778131134391998
13,PIA,winner,0.38344576265819447,0.6165542373418055,845,189482,0.009048386589232139,2,McLaren,1,1,0.24,-0.14344576265819448,0.14344576265819453
13,RUS,podium,0.15161572877938118,0.8483842712206188,128,47607,0.015645557342802756,6,Mercedes,5,0,0.12,-0.03161572877938118,0.031615728779381236
13,RUS,winner,0.22357489337322556,20.993625437647207,89,78545,0.3935075436703014,6,Mercedes,5,0,0.032,-0.19157489337322556,-20.025625437647207
13,SAI,podium,0.14371134020618556,13.353658741847255,17,4753,0.4284925697756511,15,Williams,18,0,0.008,-0.13571134020618555,-12.361658741847254
13,SAI,winner,1.0,99.0,36,55716,0.0,15,Williams,18,0,0.0,-1.0,-98.0
13,STR,podium,1.0,99.0,8,939,0.0,20,Aston Martin,14,0,0.0,-1.0,-98.0
13,STR,winner,1.0,99.0,6,934,0.0,20,Aston Martin,14,0,0.0,-1.0,-98.0
13,TSU,podium,0.12983133537775302,9.564063284081405,27,7174,0.30502393535524575,7,Red Bull Racing,13,0,0.073,-0.05683133537775302,-8.637063284081405
13,TSU,winner,1.0,99.0,10,4377,0.0,7,Red Bull Racing,13,0,0.008,-0.992,-98.008
13,VER,podium,0.654400230629352,0.34559976937064796,343,112735,0.026064632730293347,4,Red Bull Racing,4,0,0.352,-0.30240023062935206,0.30240023062935206
13,VER,winner,0.1449449308105055,0.8550550691894945,1135,375346,0.014133095365827263,4,Red Bull Racing,4,0,0.04,-0.10494493081050549,0.10494493081050549
14,ALB,podium,1.0,99.0,7,3377,0.0,20,Williams,15,0,0.0,-1.0,-98.0
14,ALB,winner,1.0,99.0,24,12630,0.0,20,Williams,15,0,0.0,-1.0,-98.0
14,ALO,podium,0.1257890100209228,0.8742109899790771,152,36324,0.021291107492992133,5,Aston Martin,5,0,0.192,0.0662109899790772,-0.06621098997907704
14,ALO,winner,1.0,99.0,46,35749,0.0,5,Aston Martin,5,0,0.016,-0.984,-98.016
14,ANT,podium,0.8672622478386167,85.72351585014408,5,1735,0.5367681063550628,15,Mercedes,10,0,0.008,-0.8592622478386167,-84.73151585014408
14,ANT,winner,1.0,99.0,7,287,0.0,15,Mercedes,10,0,0.0,-1.0,-98.0
14,BEA,podium,1.0,99.0,2,400,0.0,11,Haas F1 Team,20,0,0.016,-0.984,-98.016
14,BOR,podium,0.4166666666666667,40.654761904761905,4,840,0.49,7,Kick Sauber,6,0,0.073,-0.3436666666666667,-39.727761904761905
14,BOR,winner,1.0,99.0,3,32,0.0,7,Kick Sauber,6,0,0.008,-0.992,-98.008
14,COL,winner,1.0,99.0,7,5011,0.0,14,Alpine,18,0,0.0,-1.0,-98.0
14,GAS,winner,1.0,99.0,3,104,0.0,17,Alpine,19,0,0.0,-1.0,-98.0
14,HAD,podium,1.0,99.0,2,250,0.0,10,Racing Bulls,11,0,0.04,-0.96,-98.04
14,HAM,podium,0.029763398827281143,1.3954243390597676,93,38884,0.1720606349084139,12,Ferrari,12,0,0.008,-0.021763398827281143,-0.4034243390597676
14,HAM,winner,1.0,99.0,51,32720,0.0,12,Ferrari,12,0,0.008,-0.992,-98.008
14,HUL,podium,0.69375,68.36875,3,1600,0.5658032638058332,19,Kick Sauber,13,0,0.0,-0.69375,-67.36875
14,HUL,winner,1.0,99.0,2,18,0.0,19,Kick Sauber,13,0,0.0,-1.0,-98.0
14,LAW,podium,1.0,99.0,1,100,0.0,9,Racing Bulls,8,0,0.016,-0.984,-98.016
14,LAW,winner,1.0,99.0,2,101,0.0,9,Racing Bulls,8,0,0.008,-0.992,-98.008
14,LEC,podium,0.6911605607900102,0.30883943920998974,493,150074,0.01978205846805288,1,Ferrari,4,0,0.8,0.10883943920998984,-0.10883943920998979
14,LEC,winner,0.19067091838663103,0.8093290816133689,906,396859,0.010801573235622622,1,Ferrari,4,0,0.496,0.30532908161336897,-0.3053290816133689
14,NOR,podium,0.8591492582023429,0.14085074179765716,144,63427,0.0129548180835283,3,McLaren,1,1,0.536,-0.32314925820234286,0.3231492582023428
14,NOR,winner,0.2883411795126476,0.7116588204873524,766,243643,0.0076799781601480065,3,McLaren,1,1,0.12,-0.1683411795126476,0.1683411795126476
14,OCO,podium,1.0,99.0,1,200,0.0,18,Haas F1 Team,16,0,0.0,-1.0,-98.0
14,OCO,winner,1.0,99.0,5,5002,0.0,18,Haas F1 Team,16,0,0.0,-1.0,-98.0
14,PIA,podium,0.8762824547600314,0.12371754523996854,191,71176,0.012877959065983758,2,McLaren,2,1,0.72,-0.15628245476003144,0.1562824547600315
14,PIA,winner,0.4919141329497178,0.5080858670502821,1507,846681,0.009188660643098978,2,McLaren,2,0,0.24,-0.2519141329497178,0.2519141329497179
14,RUS,podium,0.3109967948717949,0.6890032051282051,230,40560,0.031259522946205986,4,Mercedes,3,1,0.352,0.0410032051282051,-0.0410032051282051
14,RUS,winner,0.02851716738197425,0.9714828326180256,141,144460,0.003395568958387555,4,Mercedes,3,0,0.04,0.01148283261802575,-0.011482832618025629
14,SAI,podium,1.0,99.0,7,1507,0.0,13,Williams,14,0,0.008,-0.992,-98.008
14,SAI,winner,1.0,99.0,4,372,0.0,13,Williams,14,0,0.0,-1.0,-98.0
14,STR,podium,0.030540607563546186,1.0676615003099814,41,8065,0.15149056156705748,6,Aston Martin,7,0,0.12,0.08945939243645382,-0.1876615003099814
14,STR,winner,1.0,99.0,7,1603,0.0,6,Aston Martin,7,0,0.032,-0.968,-98.032
14,TSU,winner,1.0,99.0,3,105,0.0,16,Red Bull Racing,17,0,0.0,-1.0,-98.0
14,VER,podium,0.11207347174287027,0.8879265282571298,497,93587,0.04112961258605772,8,Red Bull Racing,9,0,0.024,-0.08807347174287028,0.08807347174287017
14,VER,winner,0.05800531672101457,4.770362457230705,373,273853,0.0716589917499483,8,Red Bull Racing,9,0,0.008,-0.05000531672101457,-3.7783624572307053
15,ALB,podium,0.02,0.98,2,110,0.0,15,Williams,5,0,0.008,-0.012,0.01200000000000001
15,ALB,winner,1.0,99.0,1,467,0.0,15,Williams,5,0,0.0,-1.0,-98.0
15,ALO,podium,0.021247621249577606,0.9910774183221583,24,56227,0.19798806873728234,10,Aston Martin,8,0,0.04,0.018752378750422394,-0.03107741832215838
15,ALO,winner,1.0,99.0,5,860,0.0,10,Aston Martin,8,0,0.024,-0.976,-98.024
15,ANT,podium,0.9441873804971319,93.3770363288719,8,523,0.5037573111840945,11,Mercedes,16,0,0.016,-0.9281873804971319,-92.3930363288719
15,ANT,winner,1.0,99.0,1,100,0.0,11,Mercedes,16,0,0.008,-0.992,-98.008
15,BOR,winner,1.0,99.0,1,15,0.0,13,Kick Sauber,15,0,0.0,-1.0,-98.0
15,GAS,podium,1.0,99.0,1,93,0.0,14,Alpine,17,0,0.0,-1.0,-98.0
15,HAD,podium,0.09153316903999913,0.9084668309600009,63,179354,0.03037991224642294,4,Racing Bulls,3,1,0.352,0.26046683096000084,-0.2604668309600009
15,HAD,winner,1.0,99.0,11,4662,0.0,4,Racing Bulls,3,0,0.04,-0.96,-98.04
15,HAM,podium,0.05970761189153871,0.9402923881084613,31,42854,0.012066126049791724,7,Ferrari,20,0,0.073,0.013292388108461284,-0.013292388108461228
15,HAM,winner,1.0,99.0,1,1500,0.0,7,Ferrari,20,0,0.008,-0.992,-98.008
15,LEC,podium,0.11887802071346376,0.8811219792865365,63,5214,0.018553695894252598,6,Ferrari,19,0,0.12,0.0011219792865362344,-0.0011219792865364564
15,LEC,winner,0.6964069097888677,68.63449520153551,11,2605,0.4944344795273228,6,Ferrari,19,0,0.032,-0.6644069097888676,-67.66649520153551
15,NOR,podium,0.8974126390672409,0.10258736093275907,146,175994,0.028046540038384516,2,McLaren,18,0,0.72,-0.17741263906724092,0.17741263906724097
15,NOR,winner,0.34414036382081015,0.6558596361791897,289,43373,0.011023963796102449,2,McLaren,18,0,0.24,-0.10414036382081016,0.10414036382081027
15,OCO,winner,1.0,99.0,1,10,0.0,18,Haas F1 Team,10,0,0.0,-1.0,-98.0
15,PIA,podium,0.9068560626706375,0.09314393732936273,150,201817,0.041452595496278354,1,McLaren,1,1,0.8,-0.10685606267063741,0.10685606267063723
15,PIA,winner,0.6089055576828402,0.3910944423171599,481,73124,0.010395005197503908,1,McLaren,1,1,0.496,-0.11290555768284016,0.11290555768284011
15,RUS,podium,0.2765958845648112,0.7234041154351888,165,173396,0.04488673435344213,5,Mercedes,4,0,0.192,-0.08459588456481121,0.08459588456481126
15,RUS,winner,0.46829378191649157,45.43212676479423,45,19974,0.20354385525016722,5,Mercedes,4,0,0.016,-0.45229378191649156,-44.44812676479423
15,SAI,podium,0.06305169538632574,0.9369483046136742,6,1799,0.016733200530681513,9,Williams,13,0,0.016,-0.04705169538632574,0.04705169538632581
15,SAI,winner,1.0,99.0,3,1200,0.0,9,Williams,13,0,0.008,-0.992,-98.008
15,VER,podium,0.6868525188800557,0.31314748111994434,273,140757,0.03158510800391613,3,Red Bull Racing,2,1,0.536,-0.15085251888005569,0.15085251888005563
15,VER,winner,0.08360009502867434,0.9163999049713257,336,180998,0.009484163660605576,3,Red Bull Racing,2,0,0.12,0.036399904971325656,-0.036399904971325725
16,ALB,podium,0.9966950135291843,98.65889060688055,3,5174,0.5484827557301444,14,Williams,7,0,0.0,-0.9966950135291843,-97.65889060688055
16,ALB,winner,1.0,99.0,2,96,0.0,14,Williams,7,0,0.0,-1.0,-98.0
16,ALO,podium,0.15560296296296294,14.543063703703703,8,3375,0.3464823227814082,9,Aston Martin,19,0,0.016,-0.13960296296296293,-13.559063703703703
16,ALO,winner,1.0,99.0,4,656,0.0,9,Aston Martin,19,0,0.008,-0.992,-98.008
16,ANT,podium,0.039009238258560605,0.9609907617414395,28,18077,0.013622848842368127,7,Mercedes,9,0,0.073,0.03399076174143939,-0.033990761741439446
16,ANT,winner,1.0,99.0,2,75,0.0,7,Mercedes,9,0,0.008,-0.992,-98.008
16,BEA,winner,1.0,99.0,2,100,0.0,11,Haas F1 Team,12,0,0.008,-0.992,-98.008
16,BOR,podium,0.029976553341148886,0.970023446658851,10,8530,0.0031622776601683785,8,Kick Sauber,8,0,0.024,-0.005976553341148886,0.0059765533411489935
16,BOR,winner,1.0,99.0,2,96,0.0,8,Kick Sauber,8,0,0.008,-0.992,-98.008
16,COL,winner,1.0,99.0,1,50,0.0,18,Alpine,17,0,0.0,-1.0,-98.0
16,GAS,winner,1.0,99.0,1,50,0.0,19,Alpine,16,0,0.0,-1.0,-98.0
16,HAD,podium,0.6796018289197943,66.33297199466566,12,10498,0.37494545057793527,16,Racing Bulls,10,0,0.0,-0.6796018289197943,-65.33297199466566
16,HAD,winner,1.0,99.0,2,150,0.0,16,Racing Bulls,10,0,0.0,-1.0,-98.0
16,HAM,podium,0.06562861305635193,0.9343713869436481,108,42554,0.012467680613582954,5,Ferrari,6,0,0.192,0.12637138694364808,-0.12637138694364802
16,HAM,winner,1.0,99.0,28,5603,0.0,5,Ferrari,6,0,0.016,-0.984,-98.016
16,HUL,podium,0.5441860465116279,53.40930232558139,5,2150,0.5367681063550628,12,Kick Sauber,20,0,0.008,-0.5361860465116279,-52.417302325581396
16,HUL,winner,1.0,99.0,2,96,0.0,12,Kick Sauber,20,0,0.008,-0.992,-98.008
16,LAW,winner,1.0,99.0,1,50,0.0,20,Racing Bulls,14,0,0.0,-1.0,-98.0
16,LEC,podium,0.4430262684418856,0.5569737315581144,161,11116,0.017440893973896403,4,Ferrari,4,0,0.352,-0.0910262684418856,0.09102626844188566
16,LEC,winner,0.05614738839153377,0.9438526116084662,158,84335,0.01213568510048689,4,Ferrari,4,0,0.04,-0.01614738839153377,0.016147388391533735
16,NOR,podium,0.826335362232779,0.1736646377672209,145,53888,0.026999893571522885,2,McLaren,2,1,0.72,-0.10633536223277906,0.10633536223277912
16,NOR,winner,0.3898416249696916,0.6101583750303083,397,90734,0.010816652650272625,2,McLaren,2,0,0.24,-0.1498416249696916,0.14984162496969167
16,OCO,winner,1.0,99.0,3,196,0.0,15,Haas F1 Team,15,0,0.0,-1.0,-98.0
16,PIA,podium,0.7755909773068352,0.2244090226931648,185,43978,0.0259341342336482,3,McLaren,3,1,0.536,-0.2395909773068352,0.23959097730683518
16,PIA,winner,0.26987535671781226,0.7301246432821877,404,78143,0.010577158147445982,3,McLaren,3,0,0.12,-0.14987535671781227,0.14987535671781227
16,RUS,podium,0.13793997271487038,0.8620600272851298,99,27854,0.017018548819353496,6,Mercedes,5,0,0.12,-0.017939972714870384,0.017939972714870245
16,RUS,winner,0.9126195689043756,90.25861605353232,35,32429,0.4715636424784708,6,Mercedes,5,0,0.032,-0.8806195689043755,-89.29061605353232
16,SAI,podium,0.044814126394052044,0.955185873605948,7,1076,0.00786795792469443,13,Williams,11,0,0.008,-0.036814126394052044,0.036814126394052016
16,SAI,winner,1.0,99.0,3,250,0.0,13,Williams,11,0,0.0,-1.0,-98.0
16,STR,winner,1.0,99.0,2,52,0.0,17,Aston Martin,18,0,0.0,-1.0,-98.0
16,TSU,podium,0.10201438848920863,9.179732307177515,4,5977,0.4867579823005816,10,Red Bull Racing,13,0,0.04,-0.06201438848920863,-8.219732307177516
16,TSU,winner,1.0,99.0,1,50,0.0,10,Red Bull Racing,13,0,0.024,-0.976,-98.024
16,VER,podium,0.7746256527893016,0.2253743472106984,215,40978,0.017433451570038,1,Red Bull Racing,1,1,0.8,0.025374347210698422,-0.02537434721069845
16,VER,winner,0.30030456135007694,0.699695438649923,686,183871,0.022595854992682463,1,Red Bull Racing,1,1,0.496,0.19569543864992306,-0.195695438649923
17,ALB,podium,0.08934010152284264,6.103553299492385,4,591,0.4833563212924119,19,Williams,13,0,0.0,-0.08934010152284264,-5.103553299492385
17,ALB,winner,1.0,99.0,1,935,0.0,19,Williams,13,0,0.0,-1.0,-98.0
17,ALO,podium,0.04915254237288135,0.9508474576271186,2,118,0.042426406871192854,11,Aston Martin,15,0,0.016,-0.03315254237288135,0.033152542372881344
17,ALO,winner,1.0,99.0,3,693,0.0,11,Aston Martin,15,0,0.008,-0.992,-98.008
17,ANT,podium,0.16088323217682762,0.8391167678231725,69,22078,0.1216496443732146,4,Mercedes,4,0,0.352,0.19111676782317236,-0.19111676782317244
17,ANT,winner,0.7108967025572005,70.0837701884253,32,11888,0.47290753034611804,4,Mercedes,4,0,0.04,-0.6708967025572005,-69.12377018842531
17,BEA,podium,1.0,99.0,1,10,0.0,15,Haas F1 Team,12,0,0.008,-0.992,-98.008
17,COL,podium,1.0,99.0,1,100,0.0,16,Alpine,19,0,0.0,-1.0,-98.0
17,GAS,podium,1.0,99.0,1,93,0.0,18,Alpine,18,0,0.0,-1.0,-98.0
17,HAD,podium,0.06231428571428572,0.9376857142857142,13,1750,0.15553876588268178,8,Racing Bulls,10,0,0.024,-0.03831428571428572,0.038314285714285745
17,HAD,winner,1.0,99.0,5,887,0.0,8,Racing Bulls,10,0,0.008,-0.992,-98.008
17,HAM,podium,0.0958199316196024,0.9041800683803977,34,7897,0.043961577779415686,12,Ferrari,8,0,0.008,-0.08781993161960239,0.08781993161960233
17,HAM,winner,0.32970588235294124,31.956908763505403,24,6664,0.43347935109539754,12,Ferrari,8,0,0.008,-0.32170588235294123,-30.964908763505402
17,LAW,podium,0.06863816703035112,1.9133098591549293,70,10082,0.11566613265907363,3,Racing Bulls,5,0,0.536,0.4673618329696489,-1.4493098591549294
17,LAW,winner,1.0,99.0,39,9532,0.0,3,Racing Bulls,5,0,0.12,-0.88,-98.12
17,LEC,podium,0.11411880409126673,1.2753383162863885,75,10168,0.11559684524514773,10,Ferrari,9,0,0.04,-0.07411880409126673,-0.31533831628638853
17,LEC,winner,0.04101747769961562,1.7272035680614986,79,13789,0.18605620143957924,10,Ferrari,9,0,0.024,-0.01701747769961562,-0.7512035680614986
17,NOR,podium,0.696340712556209,0.3036592874437911,242,28910,0.06530575580054981,7,McLaren,7,0,0.073,-0.623340712556209,0.6233407125562089
17,NOR,winner,0.16019445606069657,0.8398055439393034,468,66956,0.09170945328488365,7,McLaren,7,0,0.008,-0.15219445606069656,0.1521944560606966
17,OCO,podium,0.9896808510638297,97.95712765957447,2,94,0.6858935777509511,20,Haas F1 Team,14,0,0.0,-0.9896808510638297,-96.95712765957447
17,PIA,podium,0.48037408236099044,0.5196259176390096,336,54079,0.1446203642342384,9,McLaren,20,0,0.016,-0.4643740823609904,0.4643740823609904
17,PIA,winner,0.10780076418680556,0.8921992358131944,469,102331,0.05563619882786284,9,McLaren,20,0,0.008,-0.09980076418680556,0.09980076418680561
17,RUS,podium,0.32532057789925806,0.6746794221007419,128,25610,0.041240603797408244,5,Mercedes,2,1,0.192,-0.13332057789925805,0.1333205778992581
17,RUS,winner,0.4504894198934792,43.35878076867713,68,20841,0.3679938732932754,5,Mercedes,2,0,0.016,-0.43448941989347917,-42.37478076867713
17,SAI,podium,0.14105016591840716,0.8589498340815928,255,40984,0.1216279619330076,2,Williams,3,1,0.72,0.5789498340815928,-0.5789498340815927
17,SAI,winner,0.42198258600130495,39.79535491709226,165,44447,0.374175881825034,2,Williams,3,0,0.24,-0.18198258600130496,-39.03535491709226
17,STR,podium,1.0,99.0,1,93,0.0,14,Aston Martin,17,0,0.0,-1.0,-98.0
17,STR,winner,1.0,99.0,1,1122,0.0,14,Aston Martin,17,0,0.0,-1.0,-98.0
17,TSU,podium,0.03557097791798108,0.964429022082019,10,1585,0.061860057118197566,6,Red Bull Racing,6,0,0.12,0.08442902208201891,-0.08442902208201897
17,TSU,winner,1.0,99.0,3,772,0.0,6,Red Bull Racing,6,0,0.032,-0.968,-98.032
17,VER,podium,0.882648729522747,0.1173512704772531,214,39434,0.07096396817455647,1,Red Bull Racing,1,1,0.8,-0.08264872952274693,0.08264872952274685
17,VER,winner,0.6585823858564842,0.3414176141435158,938,162449,0.10493801587110957,1,Red Bull Racing,1,1,0.496,-0.1625823858564842,0.1625823858564842
18,ALB,podium,0.4358577405857741,41.98673640167364,3,239,0.5600297611139371,19,Williams,14,0,0.0,-0.4358577405857741,-40.98673640167364
18,ALB,winner,1.0,99.0,4,466,0.0,19,Williams,14,0,0.0,-1.0,-98.0
18,ALO,podium,0.05698736637512148,3.2039455782312922,25,2058,0.19343991315134526,10,Aston Martin,7,0,0.04,-0.01698736637512148,-2.2439455782312923
18,ALO,winner,1.0,99.0,4,430,0.0,10,Aston Martin,7,0,0.024,-0.976,-98.024
18,ANT,podium,0.18040523619806487,0.819594763801935,135,8785,0.015396725258993866,4,Mercedes,5,0,0.352,0.1715947638019351,-0.17159476380193495
18,ANT,winner,0.5142216223763206,50.329032438218455,66,21487,0.45294449764702727,4,Mercedes,5,0,0.04,-0.47422162237632065,-49.369032438218454
