event,round,race_name,driver,market,vwap_yes,vwap_no,n_trades,volume,price_min,price_max,price_std,grid_pos,gap_to_pole,team,finish_pos,status,is_fastest_lap,outcome,base_win,base_pod,base_rate,edge_yes,edge_no,teammate_grid_delta,is_street,high_overtaking,low_overtaking
BELGP25,13,Belgian Grand Prix,COL,winner,1.0,99.0,3,301,1.0,1.0,0.0,17,1.460000000000008,Alpine,19,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,4.0,0,1,0
BELGP25,13,Belgian Grand Prix,GAS,podium,0.7365,72.6426,16,1733,0.02,1.0,0.49,13,1.070999999999998,Alpine,10,Finished,0.0,0,0.0,0.0,0.0,-0.7365,-71.6426,-4.0,0,1,0
BELGP25,13,Belgian Grand Prix,GAS,winner,1.0,99.0,4,1301,1.0,1.0,0.0,13,1.070999999999998,Alpine,10,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-4.0,0,1,0
BELGP25,13,Belgian Grand Prix,HAD,podium,0.2281,18.8281,27,4644,0.03,1.0,0.3056,8,0.7480000000000047,Racing Bulls,20,Lapped,0.0,0,0.0,0.0,0.0,-0.2281,-17.8281,-1.0,0,1,0
BELGP25,13,Belgian Grand Prix,HAD,winner,1.0,99.0,6,2536,1.0,1.0,0.0,8,0.7480000000000047,Racing Bulls,20,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-1.0,0,1,0
BELGP25,13,Belgian Grand Prix,HAM,podium,0.063,0.937,155,51043,0.02,0.14,0.032,16,1.3769999999999953,Ferrari,7,Finished,0.0,0,0.0,0.0,0.0,-0.063,0.06299999999999994,13.0,0,1,0
BELGP25,13,Belgian Grand Prix,HAM,winner,0.8959,88.5912,75,37395,0.02,1.0,0.287,16,1.3769999999999953,Ferrari,7,Finished,0.0,0,0.0,0.0,0.0,-0.8959,-87.5912,13.0,0,1,0
BELGP25,13,Belgian Grand Prix,HUL,podium,0.065,5.4429,20,13177,0.02,1.0,0.4019,14,1.144999999999996,Kick Sauber,12,Finished,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.021521739130434786,-4.486378260869565,4.0,0,1,0
BELGP25,13,Belgian Grand Prix,HUL,winner,1.0,99.0,18,30002,1.0,1.0,0.0,14,1.144999999999996,Kick Sauber,12,Finished,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,4.0,0,1,0
BELGP25,13,Belgian Grand Prix,LAW,podium,0.6418,63.1701,11,1387,0.02,1.0,0.4944,9,0.7660000000000053,Racing Bulls,8,Finished,0.0,0,0.0,0.0,0.0,-0.6418,-62.1701,1.0,0,1,0
BELGP25,13,Belgian Grand Prix,LAW,winner,1.0,99.0,6,467,1.0,1.0,0.0,9,0.7660000000000053,Racing Bulls,8,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,1.0,0,1,0
BELGP25,13,Belgian Grand Prix,LEC,podium,0.3483,0.6517,199,63147,0.25,0.44,0.0239,3,0.33800000000000807,Ferrari,3,Finished,0.0,1,0.21739130434782608,0.6956521739130435,0.6956521739130435,0.34735217391304346,-0.3473521739130434,-13.0,0,1,0
BELGP25,13,Belgian Grand Prix,LEC,winner,0.0467,0.9533,252,112623,0.03,0.06,0.0093,3,0.33800000000000807,Ferrari,3,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.21739130434782608,0.1706913043478261,-0.1706913043478261,-13.0,0,1,0
BELGP25,13,Belgian Grand Prix,NOR,podium,0.8614,0.1386,207,163503,0.79,0.89,0.0158,1,0.0,McLaren,2,Finished,0.0,1,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.05164347826086946,-0.05164347826086951,-1.0,0,1,0
BELGP25,13,Belgian Grand Prix,NOR,winner,0.429,0.571,1087,315454,0.37,0.48,0.014,1,0.0,McLaren,2,Finished,0.0,0,0.43478260869565216,0.9130434782608695,0.43478260869565216,0.005782608695652169,-0.005782608695652058,-1.0,0,1,0
BELGP25,13,Belgian Grand Prix,OCO,podium,0.802,79.198,11,1980,0.02,1.0,0.5118,11,0.9630000000000081,Haas F1 Team,15,Finished,0.0,0,0.0,0.0,0.0,-0.802,-78.198,-1.0,0,1,0
BELGP25,13,Belgian Grand Prix,OCO,winner,1.0,99.0,12,8632,1.0,1.0,0.0,11,0.9630000000000081,Haas F1 Team,15,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-1.0,0,1,0
BELGP25,13,Belgian Grand Prix,PIA,podium,0.8378,0.1622,189,142129,0.61,0.92,0.0207,2,0.08500000000000796,McLaren,1,Finished,0.0,1,0.34782608695652173,0.6521739130434783,0.6521739130434783,-0.18562608695652172,0.18562608695652172,1.0,0,1,0
BELGP25,13,Belgian Grand Prix,PIA,winner,0.3834,0.6166,845,189482,0.33,0.41,0.009,2,0.08500000000000796,McLaren,1,Finished,0.0,1,0.34782608695652173,0.6521739130434783,0.34782608695652173,-0.03557391304347829,0.035573913043478234,1.0,0,1,0
BELGP25,13,Belgian Grand Prix,RUS,podium,0.1516,0.8484,128,47607,0.11,0.22,0.0156,6,0.6980000000000075,Mercedes,5,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,-0.06464347826086958,0.06464347826086958,-12.0,0,1,0
BELGP25,13,Belgian Grand Prix,RUS,winner,0.2236,20.9936,89,78545,0.02,1.0,0.3935,6,0.6980000000000075,Mercedes,5,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.2236,-19.9936,-12.0,0,1,0
BELGP25,13,Belgian Grand Prix,SAI,podium,0.1437,13.3537,17,4753,0.02,1.0,0.4285,15,1.195999999999998,Williams,18,Finished,0.0,0,0.0,0.0,0.0,-0.1437,-12.3537,10.0,0,1,0
BELGP25,13,Belgian Grand Prix,SAI,winner,1.0,99.0,36,55716,1.0,1.0,0.0,15,1.195999999999998,Williams,18,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,10.0,0,1,0
BELGP25,13,Belgian Grand Prix,STR,podium,1.0,99.0,8,939,1.0,1.0,0.0,20,1.9399999999999977,Aston Martin,14,Finished,0.0,0,0.0,0.16666666666666666,0.16666666666666666,-0.8333333333333334,-98.16666666666667,1.0,0,1,0
BELGP25,13,Belgian Grand Prix,STR,winner,1.0,99.0,6,934,1.0,1.0,0.0,20,1.9399999999999977,Aston Martin,14,Finished,0.0,0,0.0,0.16666666666666666,0.0,-1.0,-98.0,1.0,0,1,0
BELGP25,13,Belgian Grand Prix,TSU,podium,0.1298,9.5641,27,7174,0.03,1.0,0.305,7,0.7220000000000084,Red Bull Racing,13,Finished,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.08632173913043478,-8.607578260869564,3.0,0,1,0
BELGP25,13,Belgian Grand Prix,TSU,winner,1.0,99.0,10,4377,1.0,1.0,0.0,7,0.7220000000000084,Red Bull Racing,13,Finished,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,3.0,0,1,0
BELGP25,13,Belgian Grand Prix,VER,podium,0.6544,0.3456,343,112735,0.5,0.82,0.0261,4,0.3410000000000082,Red Bull Racing,4,Finished,0.0,0,0.0,0.391304347826087,0.391304347826087,-0.263095652173913,0.26309565217391306,-3.0,0,1,0
BELGP25,13,Belgian Grand Prix,VER,winner,0.1449,0.8551,1135,375346,0.11,0.23,0.0141,4,0.3410000000000082,Red Bull Racing,4,Finished,0.0,0,0.0,0.391304347826087,0.0,-0.1449,0.14490000000000003,-3.0,0,1,0
BGP25,4,Bahrain Grand Prix,ALB,winner,0.02,0.98,2,10,0.02,0.02,0.0,15,2.1990000000000123,Williams,12,Finished,0.0,0,0.0,0.0,0.0,-0.02,0.020000000000000018,,0,0,0
BGP25,4,Bahrain Grand Prix,ANT,podium,0.1808,0.8192,8,301,0.18,0.22,0.0141,4,0.3719999999999999,Mercedes,11,Finished,0.0,0,0.0,0.391304347826087,0.391304347826087,0.21050434782608698,-0.21050434782608696,2.0,0,0,0
BGP25,4,Bahrain Grand Prix,ANT,winner,0.0617,4.9375,8,1312,0.02,1.0,0.3446,4,0.3719999999999999,Mercedes,11,Finished,0.0,0,0.0,0.391304347826087,0.0,-0.0617,-3.9375,2.0,0,0,0
BGP25,4,Bahrain Grand Prix,GAS,podium,0.0673,0.9327,7,287,0.06,0.08,0.0069,5,0.375,Alpine,7,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,0.019656521739130434,-0.01965652173913035,,0,0,0
BGP25,4,Bahrain Grand Prix,GAS,winner,0.02,0.98,4,351,0.02,0.02,0.0,5,0.375,Alpine,7,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.02,0.020000000000000018,,0,0,0
BGP25,4,Bahrain Grand Prix,HAM,podium,0.0644,0.9356,5,182,0.06,0.07,0.0055,9,0.9310000000000116,Ferrari,5,Finished,0.0,0,0.0,0.0,0.0,-0.0644,0.06440000000000001,6.0,0,0,0
BGP25,4,Bahrain Grand Prix,HAM,winner,0.02,0.98,4,274,0.02,0.02,0.0,9,0.9310000000000116,Ferrari,5,Finished,0.0,0,0.0,0.0,0.0,-0.02,0.020000000000000018,6.0,0,0,0
BGP25,4,Bahrain Grand Prix,LEC,podium,0.4137,0.5863,20,575,0.33,0.8,0.1206,3,0.3340000000000032,Ferrari,4,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.6956521739130435,0.28195217391304345,-0.2819521739130435,-6.0,0,0,0
BGP25,4,Bahrain Grand Prix,LEC,winner,0.0698,0.9302,66,9987,0.03,0.1,0.0181,3,0.3340000000000032,Ferrari,4,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.21739130434782608,0.14759130434782608,-0.14759130434782608,-6.0,0,0,0
BGP25,4,Bahrain Grand Prix,NOR,podium,0.5893,0.4107,9,901,0.54,0.75,0.0704,6,0.42600000000000193,McLaren,3,Finished,0.0,1,0.0,0.08695652173913043,0.08695652173913043,-0.5023434782608696,0.5023434782608696,5.0,0,0,0
BGP25,4,Bahrain Grand Prix,NOR,winner,0.1612,0.8388,91,9619,0.1,0.32,0.0448,6,0.42600000000000193,McLaren,3,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.1612,0.1612,5.0,0,0,0
BGP25,4,Bahrain Grand Prix,PIA,podium,0.8889,0.1111,6,63,0.8,0.92,0.0423,1,0.0,McLaren,1,Finished,1.0,1,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.02414347826086949,-0.024143478260869516,-5.0,0,0,0
BGP25,4,Bahrain Grand Prix,PIA,winner,0.718,0.282,123,11308,0.65,0.83,0.0309,1,0.0,McLaren,1,Finished,1.0,1,0.43478260869565216,0.9130434782608695,0.43478260869565216,-0.2832173913043478,0.2832173913043479,-5.0,0,0,0
BGP25,4,Bahrain Grand Prix,RUS,podium,0.6101,0.3899,14,1019,0.58,0.71,0.0453,2,0.16800000000000637,Mercedes,2,Finished,0.0,1,0.34782608695652173,0.6521739130434783,0.6521739130434783,0.042073913043478295,-0.042073913043478295,-2.0,0,0,0
BGP25,4,Bahrain Grand Prix,RUS,winner,0.1202,0.8798,87,7900,0.06,0.15,0.0202,2,0.16800000000000637,Mercedes,2,Finished,0.0,0,0.34782608695652173,0.6521739130434783,0.34782608695652173,0.22762608695652173,-0.22762608695652176,-2.0,0,0,0
BGP25,4,Bahrain Grand Prix,TSU,podium,0.09,0.91,1,86,0.09,0.09,0.0,10,1.4620000000000033,Red Bull Racing,9,Finished,0.0,0,0.0,0.0,0.0,-0.09,0.08999999999999997,3.0,0,0,0
BGP25,4,Bahrain Grand Prix,TSU,winner,0.9049,89.4835,2,103,0.02,1.0,0.693,10,1.4620000000000033,Red Bull Racing,9,Finished,0.0,0,0.0,0.0,0.0,-0.9049,-88.4835,3.0,0,0,0
BGP25,4,Bahrain Grand Prix,VER,podium,0.2263,0.7737,17,920,0.08,0.35,0.0645,7,0.5820000000000078,Red Bull Racing,6,Finished,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.18282173913043478,0.18282173913043476,-3.0,0,0,0
BGP25,4,Bahrain Grand Prix,VER,winner,0.0474,1.9898,42,4677,0.02,1.0,0.1483,7,0.5820000000000078,Red Bull Racing,6,Finished,0.0,0,0.0,0.043478260869565216,0.0,-0.0474,-0.9898,-3.0,0,0,0
BRGP25,12,British Grand Prix,ALB,winner,1.0,99.0,6,670,1.0,1.0,0.0,14,0.9969999999999999,Williams,8,Finished,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,3.0,0,1,0
BRGP25,12,British Grand Prix,ALO,podium,0.06,0.94,1,78,0.06,0.06,0.0,9,0.7289999999999992,Aston Martin,9,Finished,0.0,0,0.0,0.0,0.0,-0.06,0.06000000000000005,,0,1,0
BRGP25,12,British Grand Prix,ALO,winner,1.0,99.0,5,1080,1.0,1.0,0.0,9,0.7289999999999992,Aston Martin,9,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,1,0
BRGP25,12,British Grand Prix,ANT,podium,0.0617,0.9383,9,1323,0.05,0.08,0.0083,7,0.4819999999999993,Mercedes,16,Retired,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.01822173913043478,0.01822173913043479,3.0,0,1,0
BRGP25,12,British Grand Prix,ANT,winner,1.0,99.0,6,627,1.0,1.0,0.0,7,0.4819999999999993,Mercedes,16,Retired,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,3.0,0,1,0
BRGP25,12,British Grand Prix,BEA,winner,1.0,99.0,2,146,1.0,1.0,0.0,8,0.5790000000000077,Haas F1 Team,11,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-7.0,0,1,0
BRGP25,12,British Grand Prix,COL,winner,1.0,99.0,3,200,1.0,1.0,0.0,20,2.1680000000000064,Alpine,20,Did not start,0.0,0,0.0,0.16666666666666666,0.0,-1.0,-98.0,10.0,0,1,0
BRGP25,12,British Grand Prix,GAS,winner,1.0,99.0,3,103,1.0,1.0,0.0,10,0.8930000000000007,Alpine,6,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-10.0,0,1,0
BRGP25,12,British Grand Prix,HAM,podium,0.2772,0.7228,59,6961,0.22,0.59,0.0544,5,0.20300000000000296,Ferrari,4,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,-0.19024347826086957,0.19024347826086963,-1.0,0,1,0
BRGP25,12,British Grand Prix,HAM,winner,0.0805,0.9195,262,13044,0.04,0.13,0.0114,5,0.20300000000000296,Ferrari,4,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.0805,0.08050000000000002,-1.0,0,1,0
BRGP25,12,British Grand Prix,LEC,podium,0.1504,0.8496,20,1595,0.13,0.32,0.0382,6,0.2289999999999992,Ferrari,14,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,-0.06344347826086957,0.0634434782608696,1.0,0,1,0
BRGP25,12,British Grand Prix,LEC,winner,0.0458,0.9542,81,8822,0.02,0.09,0.0141,6,0.2289999999999992,Ferrari,14,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.0458,0.04579999999999995,1.0,0,1,0
BRGP25,12,British Grand Prix,NOR,podium,0.6965,0.3035,19,427,0.64,0.86,0.0653,3,0.11800000000000921,McLaren,1,Finished,0.0,1,0.21739130434782608,0.6956521739130435,0.6956521739130435,-0.000847826086956549,0.000847826086956549,1.0,0,1,0
BRGP25,12,British Grand Prix,NOR,winner,0.1994,0.8006,235,13336,0.05,0.35,0.0242,3,0.11800000000000921,McLaren,1,Finished,0.0,1,0.21739130434782608,0.6956521739130435,0.21739130434782608,0.017991304347826087,-0.01799130434782603,1.0,0,1,0
BRGP25,12,British Grand Prix,OCO,winner,1.0,99.0,1,3,1.0,1.0,0.0,15,1.058000000000007,Haas F1 Team,13,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,7.0,0,1,0
BRGP25,12,British Grand Prix,PIA,podium,0.7604,0.2396,8,287,0.74,0.84,0.0497,2,0.10300000000000864,McLaren,2,Finished,1.0,1,0.34782608695652173,0.6521739130434783,0.6521739130434783,-0.1082260869565217,0.10822608695652172,-1.0,0,1,0
BRGP25,12,British Grand Prix,PIA,winner,0.3361,0.6639,243,22073,0.3,0.5,0.0199,2,0.10300000000000864,McLaren,2,Finished,1.0,0,0.34782608695652173,0.6521739130434783,0.34782608695652173,0.01172608695652172,-0.011726086956521775,-1.0,0,1,0
BRGP25,12,British Grand Prix,RUS,podium,0.1123,0.8877,13,471,0.02,0.19,0.0456,4,0.13700000000000045,Mercedes,10,Finished,0.0,0,0.0,0.391304347826087,0.391304347826087,0.27900434782608696,-0.27900434782608696,-3.0,0,1,0
BRGP25,12,British Grand Prix,RUS,winner,0.0595,1.8839,123,11333,0.02,1.0,0.0876,4,0.13700000000000045,Mercedes,10,Finished,0.0,0,0.0,0.391304347826087,0.0,-0.0595,-0.8838999999999999,-3.0,0,1,0
BRGP25,12,British Grand Prix,SAI,winner,1.0,99.0,2,103,1.0,1.0,0.0,11,0.8539999999999992,Williams,12,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-3.0,0,1,0
BRGP25,12,British Grand Prix,TSU,winner,1.0,99.0,1,9,1.0,1.0,0.0,12,0.9339999999999975,Red Bull Racing,15,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,11.0,0,1,0
BRGP25,12,British Grand Prix,VER,podium,0.7955,0.2045,30,1191,0.73,0.85,0.0426,1,0.0,Red Bull Racing,5,Finished,0.0,0,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.11754347826086953,-0.1175434782608695,-11.0,0,1,0
BRGP25,12,British Grand Prix,VER,winner,0.3723,0.6277,582,57279,0.29,0.46,0.0273,1,0.0,Red Bull Racing,5,Finished,0.0,0,0.43478260869565216,0.9130434782608695,0.43478260869565216,0.06248260869565214,-0.06248260869565214,-11.0,0,1,0
CAGP25,10,Canadian Grand Prix,ALB,podium,0.0402,0.9598,4,127,0.04,0.05,0.005,10,1.0079999999999956,Williams,20,Retired,0.0,0,0.0,0.0,0.0,-0.0402,0.040200000000000014,-7.0,0,1,0
CAGP25,10,Canadian Grand Prix,ALB,winner,1.0,99.0,3,279,1.0,1.0,0.0,10,1.0079999999999956,Williams,20,Retired,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-7.0,0,1,0
CAGP25,10,Canadian Grand Prix,ALO,podium,0.0598,0.9402,7,579,0.05,0.08,0.01,6,0.6869999999999976,Aston Martin,7,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,0.027156521739130433,-0.027156521739130413,-12.0,0,1,0
CAGP25,10,Canadian Grand Prix,ALO,winner,1.0,99.0,6,1694,1.0,1.0,0.0,6,0.6869999999999976,Aston Martin,7,Finished,0.0,0,0.0,0.08695652173913043,0.0,-1.0,-98.0,-12.0,0,1,0
CAGP25,10,Canadian Grand Prix,ANT,podium,0.1484,0.8516,12,749,0.14,0.17,0.0114,4,0.49200000000000443,Mercedes,3,Finished,0.0,1,0.0,0.391304347826087,0.391304347826087,0.24290434782608697,-0.24290434782608694,3.0,0,1,0
CAGP25,10,Canadian Grand Prix,ANT,winner,0.4588,44.386,34,2197,0.02,1.0,0.4725,4,0.49200000000000443,Mercedes,3,Finished,0.0,0,0.0,0.391304347826087,0.0,-0.4588,-43.386,3.0,0,1,0
CAGP25,10,Canadian Grand Prix,BEA,winner,1.0,99.0,1,93,1.0,1.0,0.0,14,1.4410000000000025,Haas F1 Team,11,Lapped,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,,0,1,0
CAGP25,10,Canadian Grand Prix,BOR,winner,1.0,99.0,1,93,1.0,1.0,0.0,16,1.4860000000000042,Kick Sauber,14,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,1,0
CAGP25,10,Canadian Grand Prix,COL,winner,1.0,99.0,1,140,1.0,1.0,0.0,12,1.242999999999995,Alpine,13,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-8.0,0,1,0
CAGP25,10,Canadian Grand Prix,GAS,winner,1.0,99.0,1,98,1.0,1.0,0.0,20,1.7680000000000007,Alpine,15,Lapped,0.0,0,0.0,0.16666666666666666,0.0,-1.0,-98.0,8.0,0,1,0
CAGP25,10,Canadian Grand Prix,HAD,winner,1.0,99.0,1,93,1.0,1.0,0.0,9,0.9680000000000035,Racing Bulls,16,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,1,0
CAGP25,10,Canadian Grand Prix,HAM,podium,0.1539,0.8461,12,832,0.1,0.17,0.0185,5,0.6269999999999953,Ferrari,6,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,-0.06694347826086958,0.06694347826086966,-3.0,0,1,0
CAGP25,10,Canadian Grand Prix,HAM,winner,0.446,42.9074,36,2632,0.02,1.0,0.4781,5,0.6269999999999953,Ferrari,6,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.446,-41.9074,-3.0,0,1,0
CAGP25,10,Canadian Grand Prix,LEC,podium,0.094,0.906,6,317,0.09,0.51,0.1715,8,0.7830000000000013,Ferrari,5,Finished,0.0,0,0.0,0.0,0.0,-0.094,0.09399999999999997,3.0,0,1,0
CAGP25,10,Canadian Grand Prix,LEC,winner,0.6032,59.215,11,919,0.02,1.0,0.5092,8,0.7830000000000013,Ferrari,5,Finished,0.0,0,0.0,0.0,0.0,-0.6032,-58.215,3.0,0,1,0
CAGP25,10,Canadian Grand Prix,NOR,podium,0.5692,0.4308,17,780,0.44,0.8,0.1516,7,0.7259999999999991,McLaren,18,Retired,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.5257217391304349,0.5257217391304347,4.0,0,1,0
CAGP25,10,Canadian Grand Prix,NOR,winner,0.0858,0.9142,81,2749,0.04,0.3,0.056,7,0.7259999999999991,McLaren,18,Retired,0.0,0,0.0,0.043478260869565216,0.0,-0.0858,0.08579999999999999,4.0,0,1,0
CAGP25,10,Canadian Grand Prix,PIA,podium,0.7981,0.2019,22,844,0.79,0.81,0.0083,3,0.22100000000000364,McLaren,4,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.6956521739130435,-0.10244782608695657,0.10244782608695654,-4.0,0,1,0
CAGP25,10,Canadian Grand Prix,PIA,winner,0.3668,0.6332,116,3713,0.28,0.71,0.0919,3,0.22100000000000364,McLaren,4,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.21739130434782608,-0.14940869565217393,0.14940869565217396,-4.0,0,1,0
CAGP25,10,Canadian Grand Prix,RUS,podium,0.6395,0.3605,9,121,0.58,0.7,0.06,1,0.0,Mercedes,1,Finished,1.0,1,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.27354347826086955,-0.2735434782608695,-3.0,0,1,0
CAGP25,10,Canadian Grand Prix,RUS,winner,0.2461,0.7539,94,5864,0.16,0.41,0.0711,1,0.0,Mercedes,1,Finished,1.0,1,0.43478260869565216,0.9130434782608695,0.43478260869565216,0.18868260869565215,-0.18868260869565212,-3.0,0,1,0
CAGP25,10,Canadian Grand Prix,SAI,winner,1.0,99.0,1,93,1.0,1.0,0.0,17,1.4989999999999952,Williams,10,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,7.0,0,1,0
CAGP25,10,Canadian Grand Prix,STR,winner,1.0,99.0,1,93,1.0,1.0,0.0,18,1.617999999999995,Aston Martin,17,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,12.0,0,1,0
CAGP25,10,Canadian Grand Prix,VER,podium,0.7277,0.2723,8,362,0.69,0.87,0.0805,2,0.1599999999999966,Red Bull Racing,2,Finished,0.0,1,0.34782608695652173,0.6521739130434783,0.6521739130434783,-0.07552608695652174,0.07552608695652174,,0,1,0
CAGP25,10,Canadian Grand Prix,VER,winner,0.4022,0.5978,249,19731,0.27,0.55,0.0454,2,0.1599999999999966,Red Bull Racing,2,Finished,0.0,0,0.34782608695652173,0.6521739130434783,0.34782608695652173,-0.05437391304347827,0.05437391304347827,,0,1,0
CGP25,2,Chinese Grand Prix,HAD,winner,0.03,0.97,1,49,0.03,0.03,0.0,7,0.4379999999999882,Racing Bulls,11,Finished,0.0,0,0.0,0.043478260869565216,0.0,-0.03,0.030000000000000027,-2.0,0,0,0
CGP25,2,Chinese Grand Prix,HAM,winner,0.1163,2.8065,30,1905,0.08,1.0,0.2341,5,0.28600000000000136,Ferrari,19,Disqualified,1.0,0,0.0,0.08695652173913043,0.0,-0.1163,-1.8065000000000002,-1.0,0,0,0
CGP25,2,Chinese Grand Prix,LEC,winner,0.2296,17.7046,11,228,0.06,1.0,0.4351,6,0.37999999999999545,Ferrari,18,Disqualified,0.0,0,0.0,0.08695652173913043,0.0,-0.2296,-16.7046,1.0,0,0,0
CGP25,2,Chinese Grand Prix,NOR,winner,0.3923,0.6077,177,6803,0.22,0.74,0.0695,3,0.15200000000000102,McLaren,2,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.21739130434782608,-0.1749086956521739,0.17490869565217393,2.0,0,0,0
CGP25,2,Chinese Grand Prix,PIA,winner,0.4038,0.5962,692,24981,0.18,0.62,0.113,1,0.0,McLaren,1,Finished,0.0,1,0.43478260869565216,0.9130434782608695,0.43478260869565216,0.03098260869565217,-0.03098260869565206,-2.0,0,0,0
CGP25,2,Chinese Grand Prix,RUS,winner,0.0929,0.9071,27,1068,0.05,0.17,0.0294,2,0.08199999999999363,Mercedes,3,Finished,0.0,0,0.34782608695652173,0.6521739130434783,0.34782608695652173,0.25492608695652175,-0.25492608695652175,,0,0,0
CGP25,2,Chinese Grand Prix,TSU,winner,0.03,0.97,2,205,0.03,0.03,0.0,9,0.9969999999999999,Racing Bulls,16,Lapped,0.0,0,0.0,0.0,0.0,-0.03,0.030000000000000027,2.0,0,0,0
CGP25,2,Chinese Grand Prix,VER,winner,0.113,0.887,50,3918,0.09,0.26,0.0467,4,0.17599999999998772,Red Bull Racing,4,Finished,0.0,0,0.0,0.391304347826087,0.0,-0.113,0.11299999999999999,,0,0,0
DUTGP25,15,Dutch Grand Prix,ALB,podium,0.02,0.98,2,110,0.02,0.02,0.0,15,0.9899999999999949,Williams,5,Finished,0.0,0,0.0,0.0,0.0,-0.02,0.020000000000000018,6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,ALB,winner,1.0,99.0,1,467,1.0,1.0,0.0,15,0.9899999999999949,Williams,5,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,ALO,podium,0.0212,0.9911,24,56227,0.02,1.0,0.198,10,0.9679999999999893,Aston Martin,8,Finished,0.0,0,0.0,0.0,0.0,-0.0212,0.008900000000000019,,0,0,0
DUTGP25,15,Dutch Grand Prix,ALO,winner,1.0,99.0,5,860,1.0,1.0,0.0,10,0.9679999999999893,Aston Martin,8,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,0,0
DUTGP25,15,Dutch Grand Prix,ANT,podium,0.9442,93.377,8,523,0.02,1.0,0.5038,11,0.8309999999999889,Mercedes,16,Finished,0.0,0,0.0,0.0,0.0,-0.9442,-92.377,6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,ANT,winner,1.0,99.0,1,100,1.0,1.0,0.0,11,0.8309999999999889,Mercedes,16,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,BOR,winner,1.0,99.0,1,15,1.0,1.0,0.0,13,0.9599999999999937,Kick Sauber,15,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,0,0
DUTGP25,15,Dutch Grand Prix,GAS,podium,1.0,99.0,1,93,1.0,1.0,0.0,14,0.9749999999999943,Alpine,17,Finished,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.9565217391304348,-98.04347826086956,,0,0,0
