event,round,race_name,driver,market,vwap_yes,vwap_no,n_trades,volume,price_min,price_max,price_std,grid_pos,gap_to_pole,team,finish_pos,status,is_fastest_lap,outcome,base_win,base_pod,base_rate,edge_yes,edge_no,teammate_grid_delta,is_street,high_overtaking,low_overtaking
DUTGP25,15,Dutch Grand Prix,HAD,podium,0.0915,0.9085,63,179354,0.03,0.2,0.0304,4,0.5459999999999923,Racing Bulls,3,Finished,0.0,1,0.0,0.391304347826087,0.391304347826087,0.299804347826087,-0.2998043478260869,,0,0,0
DUTGP25,15,Dutch Grand Prix,HAD,winner,1.0,99.0,11,4662,1.0,1.0,0.0,4,0.5459999999999923,Racing Bulls,3,Finished,0.0,0,0.0,0.391304347826087,0.0,-1.0,-98.0,,0,0,0
DUTGP25,15,Dutch Grand Prix,HAM,podium,0.0597,0.9403,31,42854,0.03,0.1,0.0121,7,0.7279999999999944,Ferrari,20,Retired,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.016221739130434787,0.016221739130434787,1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,HAM,winner,1.0,99.0,1,1500,1.0,1.0,0.0,7,0.7279999999999944,Ferrari,20,Retired,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,LEC,podium,0.1189,0.8811,63,5214,0.07,0.14,0.0186,6,0.6779999999999973,Ferrari,19,Retired,0.0,0,0.0,0.08695652173913043,0.08695652173913043,-0.03194347826086957,0.03194347826086963,-1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,LEC,winner,0.6964,68.6345,11,2605,0.02,1.0,0.4944,6,0.6779999999999973,Ferrari,19,Retired,0.0,0,0.0,0.08695652173913043,0.0,-0.6964,-67.6345,-1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,NOR,podium,0.8974,0.1026,146,175994,0.81,0.94,0.028,2,0.012000000000000455,McLaren,18,Retired,0.0,0,0.34782608695652173,0.6521739130434783,0.6521739130434783,-0.2452260869565217,0.24522608695652173,1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,NOR,winner,0.3441,0.6559,289,43373,0.31,0.36,0.011,2,0.012000000000000455,McLaren,18,Retired,0.0,0,0.34782608695652173,0.6521739130434783,0.34782608695652173,0.0037260869565217125,-0.003726086956521768,1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,OCO,winner,1.0,99.0,1,10,1.0,1.0,0.0,18,1.5349999999999966,Haas F1 Team,10,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,0,0
DUTGP25,15,Dutch Grand Prix,PIA,podium,0.9069,0.0931,150,201817,0.79,0.96,0.0415,1,0.0,McLaren,1,Finished,1.0,1,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.006143478260869473,-0.006143478260869514,-1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,PIA,winner,0.6089,0.3911,481,73124,0.58,0.64,0.0104,1,0.0,McLaren,1,Finished,1.0,1,0.43478260869565216,0.9130434782608695,0.43478260869565216,-0.17411739130434783,0.1741173913043479,-1.0,0,0,0
DUTGP25,15,Dutch Grand Prix,RUS,podium,0.2766,0.7234,165,173396,0.17,0.34,0.0449,5,0.5929999999999893,Mercedes,4,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,-0.18964347826086958,0.18964347826086958,-6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,RUS,winner,0.4683,45.4321,45,19974,0.02,1.0,0.2035,5,0.5929999999999893,Mercedes,4,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.4683,-44.4321,-6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,SAI,podium,0.0631,0.9369,6,1799,0.03,0.08,0.0167,9,0.8429999999999893,Williams,13,Finished,0.0,0,0.0,0.0,0.0,-0.0631,0.06310000000000004,-6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,SAI,winner,1.0,99.0,3,1200,1.0,1.0,0.0,9,0.8429999999999893,Williams,13,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-6.0,0,0,0
DUTGP25,15,Dutch Grand Prix,VER,podium,0.6869,0.3131,273,140757,0.57,0.84,0.0316,3,0.262999999999991,Red Bull Racing,2,Finished,0.0,1,0.21739130434782608,0.6956521739130435,0.6956521739130435,0.008752173913043504,-0.008752173913043448,,0,0,0
DUTGP25,15,Dutch Grand Prix,VER,winner,0.0836,0.9164,336,180998,0.06,0.11,0.0095,3,0.262999999999991,Red Bull Racing,2,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.21739130434782608,0.1337913043478261,-0.13379130434782605,,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,ALB,winner,1.0,99.0,1,50,1.0,1.0,0.0,7,0.8029999999999973,Williams,5,Finished,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,1.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,ALO,podium,0.0486,0.9514,4,142,0.03,0.05,0.01,5,0.7609999999999957,Aston Martin,11,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,0.038356521739130435,-0.0383565217391304,-3.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,ALO,winner,1.0,99.0,5,396,1.0,1.0,0.0,5,0.7609999999999957,Aston Martin,11,Finished,0.0,0,0.0,0.08695652173913043,0.0,-1.0,-98.0,-3.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,ANT,podium,0.0395,0.9605,2,38,0.03,0.05,0.0141,13,1.1020000000000039,Mercedes,19,Retired,0.0,0,0.0,0.0,0.0,-0.0395,0.03949999999999998,10.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,ANT,winner,1.0,99.0,4,1279,1.0,1.0,0.0,13,1.1020000000000039,Mercedes,19,Retired,0.0,0,0.0,0.0,0.0,-1.0,-98.0,10.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,BEA,winner,1.0,99.0,1,46,1.0,1.0,0.0,19,2.2480000000000047,Haas F1 Team,17,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,GAS,winner,1.0,99.0,1,46,1.0,1.0,0.0,10,1.1170000000000044,Alpine,13,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,HAD,winner,1.0,99.0,1,46,1.0,1.0,0.0,9,1.0759999999999934,Racing Bulls,9,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,HAM,podium,0.0686,0.9314,7,1409,0.05,0.13,0.0285,12,1.0949999999999989,Ferrari,4,Finished,0.0,0,0.0,0.0,0.0,-0.0686,0.0686,1.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,HAM,winner,0.693,68.289,14,2997,0.02,1.0,0.4594,12,1.0949999999999989,Ferrari,4,Finished,0.0,0,0.0,0.0,0.0,-0.693,-67.289,1.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,LEC,podium,0.07,0.93,1,13,0.07,0.07,0.0,11,0.9339999999999975,Ferrari,6,Finished,0.0,0,0.0,0.0,0.0,-0.07,0.06999999999999995,-1.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,LEC,winner,0.1209,11.0747,9,971,0.02,1.0,0.3267,11,0.9339999999999975,Ferrari,6,Finished,0.0,0,0.0,0.0,0.0,-0.1209,-10.0747,-1.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,NOR,podium,0.6473,0.3527,5,281,0.64,0.72,0.039,4,0.2920000000000016,McLaren,2,Finished,0.0,1,0.0,0.391304347826087,0.391304347826087,-0.255995652173913,0.25599565217391307,3.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,NOR,winner,0.1099,0.8901,110,6907,0.08,0.23,0.0207,4,0.2920000000000016,McLaren,2,Finished,0.0,0,0.0,0.391304347826087,0.0,-0.1099,0.1099,3.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,PIA,podium,0.8662,0.1338,3,50,0.8,0.92,0.0666,1,0.0,McLaren,3,Finished,0.0,1,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.04684347826086954,-0.046843478260869514,-3.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,PIA,winner,0.6282,0.3718,215,25075,0.46,0.71,0.0373,1,0.0,McLaren,3,Finished,0.0,0,0.43478260869565216,0.9130434782608695,0.43478260869565216,-0.19341739130434782,0.19341739130434787,-3.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,RUS,podium,0.494,0.506,23,2082,0.37,0.69,0.1086,3,0.13700000000000045,Mercedes,7,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.6956521739130435,0.20165217391304346,-0.20165217391304346,-10.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,RUS,winner,0.0435,0.9565,37,3095,0.02,0.08,0.014,3,0.13700000000000045,Mercedes,7,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.21739130434782608,0.17389130434782607,-0.17389130434782607,-10.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,SAI,podium,0.0788,0.9212,2,83,0.06,0.09,0.0212,6,0.7620000000000005,Williams,8,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,0.008156521739130437,-0.008156521739130396,-1.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,SAI,winner,1.0,99.0,2,190,1.0,1.0,0.0,6,0.7620000000000005,Williams,8,Finished,0.0,0,0.0,0.08695652173913043,0.0,-1.0,-98.0,-1.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,STR,podium,0.02,0.98,1,50,0.02,0.02,0.0,8,0.9110000000000014,Aston Martin,15,Finished,0.0,0,0.0,0.0,0.0,-0.02,0.020000000000000018,3.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,TSU,winner,1.0,99.0,1,187,1.0,1.0,0.0,20,,Red Bull Racing,10,Finished,0.0,0,0.0,0.16666666666666666,0.0,-1.0,-98.0,18.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,VER,podium,0.7877,0.2123,24,1372,0.67,0.82,0.0612,2,0.033999999999991815,Red Bull Racing,1,Finished,1.0,1,0.34782608695652173,0.6521739130434783,0.6521739130434783,-0.13552608695652169,0.13552608695652174,-18.0,0,0,0
ERGP25,7,Emilia Romagna Grand Prix,VER,winner,0.223,0.777,182,13861,0.15,0.41,0.0422,2,0.033999999999991815,Red Bull Racing,1,Finished,1.0,1,0.34782608695652173,0.6521739130434783,0.34782608695652173,0.12482608695652173,-0.12482608695652175,-18.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,ALB,podium,1.0,99.0,1,200,1.0,1.0,0.0,17,1.9039999999999964,Williams,12,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,10.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,ALB,winner,1.0,99.0,4,287,1.0,1.0,0.0,17,1.9039999999999964,Williams,12,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,10.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,ALO,podium,1.0,99.0,1,200,1.0,1.0,0.0,14,1.516999999999996,Aston Martin,18,Retired,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.9565217391304348,-98.04347826086956,-5.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,ALO,winner,1.0,99.0,6,529,1.0,1.0,0.0,14,1.516999999999996,Aston Martin,18,Retired,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,-5.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,ANT,podium,0.0582,0.9418,28,2986,0.03,0.08,0.0146,6,0.5319999999999965,Mercedes,6,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,0.02875652173913043,-0.028756521739130347,2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,ANT,winner,0.9783,96.8278,19,3610,0.02,1.0,0.309,6,0.5319999999999965,Mercedes,6,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.9783,-95.8278,2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,BEA,podium,0.035,0.965,5,642,0.02,0.05,0.013,10,0.8739999999999952,Haas F1 Team,4,Finished,0.0,0,0.0,0.0,0.0,-0.035,0.03500000000000003,-2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,BEA,winner,1.0,99.0,2,188,1.0,1.0,0.0,10,0.8739999999999952,Haas F1 Team,4,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,BOR,podium,1.0,99.0,1,200,1.0,1.0,0.0,16,1.8260000000000076,Kick Sauber,10,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,3.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,BOR,winner,1.0,99.0,2,188,1.0,1.0,0.0,16,1.8260000000000076,Kick Sauber,10,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,3.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,COL,podium,1.0,99.0,1,200,1.0,1.0,0.0,20,2.084000000000003,Alpine,16,Lapped,0.0,0,0.0,0.16666666666666666,0.16666666666666666,-0.8333333333333334,-98.16666666666667,2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,COL,winner,1.0,99.0,2,188,1.0,1.0,0.0,20,2.084000000000003,Alpine,16,Lapped,0.0,0,0.0,0.16666666666666666,0.0,-1.0,-98.0,2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,GAS,podium,1.0,99.0,2,2,1.0,1.0,0.0,18,1.960000000000008,Alpine,15,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,GAS,winner,1.0,99.0,2,188,1.0,1.0,0.0,18,1.960000000000008,Alpine,15,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,HAD,podium,0.0325,0.9675,6,280,0.02,0.06,0.0167,9,0.6659999999999968,Racing Bulls,13,Lapped,0.0,0,0.0,0.0,0.0,-0.0325,0.03249999999999997,-6.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,HAD,winner,1.0,99.0,3,328,1.0,1.0,0.0,9,0.6659999999999968,Racing Bulls,13,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-6.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,HAM,podium,0.4526,0.5474,271,16674,0.29,0.69,0.0427,3,0.35200000000000387,Ferrari,8,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.6956521739130435,0.24305217391304346,-0.24305217391304346,1.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,HAM,winner,0.0712,0.9288,486,90994,0.02,0.14,0.0188,3,0.35200000000000387,Ferrari,8,Finished,0.0,0,0.21739130434782608,0.6956521739130435,0.21739130434782608,0.14619130434782607,-0.146191304347826,1.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,HUL,podium,0.4869,47.6772,2,445,0.02,1.0,0.693,13,1.4300000000000068,Kick Sauber,19,Retired,0.0,0,0.0,0.0,0.0,-0.4869,-46.6772,-3.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,HUL,winner,1.0,99.0,3,187,1.0,1.0,0.0,13,1.4300000000000068,Kick Sauber,19,Retired,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-3.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,LAW,podium,0.9951,98.5123,2,201,0.02,1.0,0.693,15,2.486000000000004,Racing Bulls,20,Retired,0.0,0,0.0,0.0,0.0,-0.9951,-97.5123,6.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,LAW,winner,1.0,99.0,2,188,1.0,1.0,0.0,15,2.486000000000004,Racing Bulls,20,Retired,0.0,0,0.0,0.0,0.0,-1.0,-98.0,6.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,LEC,podium,0.6965,0.3035,219,12483,0.65,0.82,0.0249,2,0.26200000000000045,Ferrari,2,Finished,0.0,1,0.34782608695652173,0.6521739130434783,0.6521739130434783,-0.04432608695652174,0.04432608695652174,-1.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,LEC,winner,0.1693,0.8307,547,50224,0.12,0.19,0.0121,2,0.26200000000000045,Ferrari,2,Finished,0.0,0,0.34782608695652173,0.6521739130434783,0.34782608695652173,0.17852608695652172,-0.17852608695652172,-1.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,NOR,podium,0.8713,0.1287,215,41540,0.82,0.92,0.0197,1,0.0,McLaren,1,Finished,0.0,1,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.04174347826086955,-0.04174347826086952,-7.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,NOR,winner,0.6624,0.3376,1059,135549,0.6,0.79,0.0274,1,0.0,McLaren,1,Finished,0.0,1,0.43478260869565216,0.9130434782608695,0.43478260869565216,-0.22761739130434783,0.22761739130434788,-7.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,OCO,podium,1.0,99.0,1,200,1.0,1.0,0.0,12,1.2510000000000048,Haas F1 Team,9,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,OCO,winner,1.0,99.0,2,188,1.0,1.0,0.0,12,1.2510000000000048,Haas F1 Team,9,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,PIA,podium,0.1526,0.8474,180,44124,0.08,0.28,0.0417,8,0.5880000000000081,McLaren,5,Finished,0.0,0,0.0,0.0,0.0,-0.1526,0.15259999999999996,7.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,PIA,winner,0.0354,1.5896,234,51635,0.02,1.0,0.3346,8,0.5880000000000081,McLaren,5,Finished,0.0,0,0.0,0.0,0.0,-0.0354,-0.5895999999999999,7.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,RUS,podium,0.2867,0.7133,155,21452,0.21,0.32,0.0218,4,0.4480000000000075,Mercedes,7,Finished,1.0,0,0.0,0.391304347826087,0.391304347826087,0.10460434782608696,-0.10460434782608696,-2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,RUS,winner,0.0383,1.4893,155,47665,0.02,1.0,0.2282,4,0.4480000000000075,Mercedes,7,Finished,1.0,0,0.0,0.391304347826087,0.0,-0.0383,-0.48930000000000007,-2.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,SAI,podium,0.0261,0.9739,29,6414,0.02,0.07,0.0152,7,0.5859999999999985,Williams,17,Retired,0.0,0,0.0,0.043478260869565216,0.043478260869565216,0.017378260869565215,-0.017378260869565176,-10.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,SAI,winner,1.0,99.0,12,1911,1.0,1.0,0.0,7,0.5859999999999985,Williams,17,Retired,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,-10.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,STR,podium,1.0,99.0,1,200,1.0,1.0,0.0,19,2.019999999999996,Aston Martin,14,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,5.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,STR,winner,1.0,99.0,2,188,1.0,1.0,0.0,19,2.019999999999996,Aston Martin,14,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,5.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,TSU,podium,0.3609,35.0739,4,575,0.02,1.0,0.5658,11,1.230000000000004,Red Bull Racing,11,Finished,0.0,0,0.0,0.0,0.0,-0.3609,-34.0739,6.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,TSU,winner,1.0,99.0,2,188,1.0,1.0,0.0,11,1.230000000000004,Red Bull Racing,11,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,6.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,VER,podium,0.5943,0.4057,391,31572,0.47,0.65,0.0311,5,0.48399999999999466,Red Bull Racing,3,Finished,0.0,1,0.0,0.08695652173913043,0.08695652173913043,-0.5073434782608697,0.5073434782608697,-6.0,0,0,0
GRAPDM25,20,Mexico City Grand Prix,VER,winner,0.1317,0.8683,1343,216892,0.08,0.17,0.0147,5,0.48399999999999466,Red Bull Racing,3,Finished,0.0,0,0.0,0.08695652173913043,0.0,-0.1317,0.13170000000000004,-6.0,0,0,0
HUNGP25,14,Hungarian Grand Prix,ALB,podium,1.0,99.0,7,3377,1.0,1.0,0.0,20,0.8509999999999991,Williams,15,Lapped,0.0,0,0.0,0.16666666666666666,0.16666666666666666,-0.8333333333333334,-98.16666666666667,7.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,ALB,winner,1.0,99.0,24,12630,1.0,1.0,0.0,20,0.8509999999999991,Williams,15,Lapped,0.0,0,0.0,0.16666666666666666,0.0,-1.0,-98.0,7.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,ALO,podium,0.1258,0.8742,152,36324,0.08,0.2,0.0213,5,0.10899999999999466,Aston Martin,5,Finished,0.0,0,0.0,0.08695652173913043,0.08695652173913043,-0.03884347826086956,0.038843478260869646,-1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,ALO,winner,1.0,99.0,46,35749,1.0,1.0,0.0,5,0.10899999999999466,Aston Martin,5,Finished,0.0,0,0.0,0.08695652173913043,0.0,-1.0,-98.0,-1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,ANT,podium,0.8673,85.7235,5,1735,0.02,1.0,0.5368,15,1.0139999999999958,Mercedes,10,Lapped,0.0,0,0.0,0.0,0.0,-0.8673,-84.7235,11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,ANT,winner,1.0,99.0,7,287,1.0,1.0,0.0,15,1.0139999999999958,Mercedes,10,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,BEA,podium,1.0,99.0,2,400,1.0,1.0,0.0,11,0.32200000000000273,Haas F1 Team,20,Retired,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-7.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,BOR,podium,0.4167,40.6548,4,840,0.02,1.0,0.49,7,0.35299999999999443,Kick Sauber,6,Finished,0.0,0,0.0,0.043478260869565216,0.043478260869565216,-0.37322173913043477,-39.698278260869564,-12.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,BOR,winner,1.0,99.0,3,32,1.0,1.0,0.0,7,0.35299999999999443,Kick Sauber,6,Finished,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,-12.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,COL,winner,1.0,99.0,7,5011,1.0,1.0,0.0,14,0.7870000000000061,Alpine,18,Lapped,0.0,0,0.0,0.043478260869565216,0.0,-1.0,-98.0,-3.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,GAS,winner,1.0,99.0,3,104,1.0,1.0,0.0,17,0.5939999999999941,Alpine,19,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,3.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,HAD,podium,1.0,99.0,2,250,1.0,1.0,0.0,10,0.5430000000000064,Racing Bulls,11,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,HAM,podium,0.0298,1.3954,93,38884,0.02,1.0,0.1721,12,0.3299999999999983,Ferrari,12,Lapped,0.0,0,0.0,0.0,0.0,-0.0298,-0.3954,11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,HAM,winner,1.0,99.0,51,32720,1.0,1.0,0.0,12,0.3299999999999983,Ferrari,12,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,HUL,podium,0.6938,68.3688,3,1600,0.02,1.0,0.5658,19,0.7090000000000032,Kick Sauber,13,Lapped,0.0,0,0.0,0.0,0.0,-0.6938,-67.3688,12.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,HUL,winner,1.0,99.0,2,18,1.0,1.0,0.0,19,0.7090000000000032,Kick Sauber,13,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,12.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,LAW,podium,1.0,99.0,1,100,1.0,1.0,0.0,9,0.44899999999999807,Racing Bulls,8,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,LAW,winner,1.0,99.0,2,101,1.0,1.0,0.0,9,0.44899999999999807,Racing Bulls,8,Finished,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,LEC,podium,0.6912,0.3088,493,150074,0.61,0.8,0.0198,1,0.0,Ferrari,4,Finished,0.0,0,0.43478260869565216,0.9130434782608695,0.9130434782608695,0.22184347826086948,-0.22184347826086953,-11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,LEC,winner,0.1907,0.8093,906,396859,0.16,0.21,0.0108,1,0.0,Ferrari,4,Finished,0.0,0,0.43478260869565216,0.9130434782608695,0.43478260869565216,0.24408260869565215,-0.24408260869565213,-11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,NOR,podium,0.8591,0.1409,144,63427,0.83,0.89,0.013,3,0.04099999999999682,McLaren,1,Finished,0.0,1,0.21739130434782608,0.6956521739130435,0.6956521739130435,-0.16344782608695652,0.16344782608695654,1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,NOR,winner,0.2883,0.7117,766,243643,0.27,0.32,0.0077,3,0.04099999999999682,McLaren,1,Finished,0.0,1,0.21739130434782608,0.6956521739130435,0.21739130434782608,-0.07090869565217392,0.07090869565217395,1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,OCO,podium,1.0,99.0,1,200,1.0,1.0,0.0,18,0.6509999999999962,Haas F1 Team,16,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,7.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,OCO,winner,1.0,99.0,5,5002,1.0,1.0,0.0,18,0.6509999999999962,Haas F1 Team,16,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,7.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,PIA,podium,0.8763,0.1237,191,71176,0.83,0.92,0.0129,2,0.02599999999999625,McLaren,2,Finished,0.0,1,0.34782608695652173,0.6521739130434783,0.6521739130434783,-0.2241260869565217,0.22412608695652173,-1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,PIA,winner,0.4919,0.5081,1507,846681,0.46,0.52,0.0092,2,0.02599999999999625,McLaren,2,Finished,0.0,0,0.34782608695652173,0.6521739130434783,0.34782608695652173,-0.14407391304347827,0.14407391304347827,-1.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,RUS,podium,0.311,0.689,230,40560,0.15,0.35,0.0313,4,0.05299999999999727,Mercedes,3,Finished,1.0,1,0.0,0.391304347826087,0.391304347826087,0.08030434782608697,-0.08030434782608686,-11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,RUS,winner,0.0285,0.9715,141,144460,0.02,0.04,0.0034,4,0.05299999999999727,Mercedes,3,Finished,1.0,0,0.0,0.391304347826087,0.0,-0.0285,0.02849999999999997,-11.0,0,0,1
HUNGP25,14,Hungarian Grand Prix,SAI,podium,1.0,99.0,7,1507,1.0,1.0,0.0,13,0.409000000000006,Williams,14,Lapped,0.0,0,0.0,0.0,0.0,-1.0,-98.0,-7.0,0,0,1
