round,race_name,event_code,market_type,driver,grid_pos,side,price,edge,stake,outcome,pnl,bankroll
8,Monaco,MCGP25,RACEPODIUM,LEC,2,YES,0.6914,0.1261,4.24,1,1.76,101.76
12,Great Britain,BRGP25,RACEPODIUM,RUS,4,YES,0.1767,0.2276,0.75,0,-0.75,101.01
