year,round,circuit,country,event_name,driver,team,country_code,qual_pos,q1_time,q2_time,q3_time,best_q_time
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,STR,Racing Point,,13,97.528,97.103,,97.103
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,KVY,Toro Rosso,,14,97.683,97.141,,97.141
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,MAG,Haas F1 Team,,15,97.71,97.254,,97.254
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,GRO,Haas F1 Team,,16,98.051,,,98.051
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,GIO,Alfa Romeo Racing,,17,98.114,,,98.114
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,RAI,Alfa Romeo Racing,,18,98.383,,,98.383
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,RUS,Williams,,19,98.717,,,98.717
2019,21,Yas Island,Abu Dhabi,Abu Dhabi Grand Prix,KUB,Williams,,20,99.236,,,99.236
2020,1,Spielberg,Austria,Austrian Grand Prix,BOT,Mercedes,,1,64.111,63.015,62.939,62.939
2020,1,Spielberg,Austria,Austrian Grand Prix,HAM,Mercedes,,2,64.198,63.096,62.951,62.951
2020,1,Spielberg,Austria,Austrian Grand Prix,VER,Red Bull Racing,,3,64.024,64.0,63.477,63.477
2020,1,Spielberg,Austria,Austrian Grand Prix,NOR,McLaren,,4,64.606,63.819,63.626,63.626
2020,1,Spielberg,Austria,Austrian Grand Prix,ALB,Red Bull Racing,,5,64.661,63.746,63.868,63.868
2020,1,Spielberg,Austria,Austrian Grand Prix,PER,Racing Point,,6,64.543,63.86,63.868,63.868
2020,1,Spielberg,Austria,Austrian Grand Prix,LEC,Ferrari,,7,64.5,64.041,63.923,63.923
2020,1,Spielberg,Austria,Austrian Grand Prix,SAI,McLaren,,8,64.537,63.971,63.971,63.971
2020,1,Spielberg,Austria,Austrian Grand Prix,STR,Racing Point,,9,64.309,63.955,64.029,64.029
2020,1,Spielberg,Austria,Austrian Grand Prix,RIC,Renault,,10,64.556,64.023,64.239,64.239
2020,1,Spielberg,Austria,Austrian Grand Prix,VET,Ferrari,,11,64.554,64.206,,64.206
2020,1,Spielberg,Austria,Austrian Grand Prix,GAS,AlphaTauri,,12,64.603,64.305,,64.305
2020,1,Spielberg,Austria,Austrian Grand Prix,KVY,AlphaTauri,,13,65.031,64.431,,64.431
2020,1,Spielberg,Austria,Austrian Grand Prix,OCO,Renault,,14,64.933,64.643,,64.643
2020,1,Spielberg,Austria,Austrian Grand Prix,GRO,Haas F1 Team,,15,65.094,64.691,,64.691
2020,1,Spielberg,Austria,Austrian Grand Prix,MAG,Haas F1 Team,,16,65.164,,,65.164
2020,1,Spielberg,Austria,Austrian Grand Prix,RUS,Williams,,17,65.167,,,65.167
2020,1,Spielberg,Austria,Austrian Grand Prix,GIO,Alfa Romeo Racing,,18,65.175,,,65.175
2020,1,Spielberg,Austria,Austrian Grand Prix,RAI,Alfa Romeo Racing,,19,65.224,,,65.224
2020,1,Spielberg,Austria,Austrian Grand Prix,LAT,Williams,,20,65.757,,,65.757
2020,2,Spielberg,Austria,Styrian Grand Prix,HAM,Mercedes,,1,78.188,77.825,79.273,79.273
2020,2,Spielberg,Austria,Styrian Grand Prix,VER,Red Bull Racing,,2,78.297,77.938,80.489,80.489
2020,2,Spielberg,Austria,Styrian Grand Prix,SAI,McLaren,,3,78.59,78.836,80.671,80.671
2020,2,Spielberg,Austria,Styrian Grand Prix,BOT,Mercedes,,4,78.791,78.657,80.701,80.701
2020,2,Spielberg,Austria,Styrian Grand Prix,OCO,Renault,,5,79.687,78.764,80.922,80.922
2020,2,Spielberg,Austria,Styrian Grand Prix,NOR,McLaren,,6,78.504,78.448,80.925,80.925
2020,2,Spielberg,Austria,Styrian Grand Prix,ALB,Red Bull Racing,,7,80.882,79.014,81.011,81.011
2020,2,Spielberg,Austria,Styrian Grand Prix,GAS,AlphaTauri,,8,80.192,78.744,81.028,81.028
2020,2,Spielberg,Austria,Styrian Grand Prix,RIC,Renault,,9,79.662,79.229,81.192,81.192
2020,2,Spielberg,Austria,Styrian Grand Prix,VET,Ferrari,,10,80.243,79.545,81.651,81.651
2020,2,Spielberg,Austria,Styrian Grand Prix,LEC,Ferrari,,11,80.871,79.628,,79.628
2020,2,Spielberg,Austria,Styrian Grand Prix,RUS,Williams,,12,80.382,79.636,,79.636
2020,2,Spielberg,Austria,Styrian Grand Prix,STR,Racing Point,,13,79.697,79.645,,79.645
2020,2,Spielberg,Austria,Styrian Grand Prix,KVY,AlphaTauri,,14,79.824,79.717,,79.717
2020,2,Spielberg,Austria,Styrian Grand Prix,MAG,Haas F1 Team,,15,81.14,80.211,,80.211
2020,2,Spielberg,Austria,Styrian Grand Prix,RAI,Alfa Romeo Racing,,16,81.14,,,81.14
2020,2,Spielberg,Austria,Styrian Grand Prix,PER,Racing Point,,17,81.607,,,81.607
2020,2,Spielberg,Austria,Styrian Grand Prix,LAT,Williams,,18,81.759,,,81.759
2020,2,Spielberg,Austria,Styrian Grand Prix,GIO,Alfa Romeo Racing,,19,81.831,,,81.831
2020,2,Spielberg,Austria,Styrian Grand Prix,GRO,Haas F1 Team,,20,,,,
2020,3,Budapest,Hungary,Hungarian Grand Prix,HAM,Mercedes,,1,74.907,74.261,73.447,73.447
2020,3,Budapest,Hungary,Hungarian Grand Prix,BOT,Mercedes,,2,75.474,74.53,73.554,73.554
2020,3,Budapest,Hungary,Hungarian Grand Prix,STR,Racing Point,,3,74.895,75.176,74.377,74.377
2020,3,Budapest,Hungary,Hungarian Grand Prix,PER,Racing Point,,4,74.681,75.394,74.545,74.545
2020,3,Budapest,Hungary,Hungarian Grand Prix,VET,Ferrari,,5,75.455,75.131,74.774,74.774
2020,3,Budapest,Hungary,Hungarian Grand Prix,LEC,Ferrari,,6,75.793,75.006,74.817,74.817
2020,3,Budapest,Hungary,Hungarian Grand Prix,VER,Red Bull Racing,,7,75.495,74.976,74.849,74.849
2020,3,Budapest,Hungary,Hungarian Grand Prix,NOR,McLaren,,8,75.444,75.085,74.966,74.966
2020,3,Budapest,Hungary,Hungarian Grand Prix,SAI,McLaren,,9,75.281,75.267,75.027,75.027
2020,3,Budapest,Hungary,Hungarian Grand Prix,GAS,AlphaTauri,,10,75.767,75.508,,75.508
2020,3,Budapest,Hungary,Hungarian Grand Prix,RIC,Renault,,11,75.848,75.661,,75.661
2020,3,Budapest,Hungary,Hungarian Grand Prix,RUS,Williams,,12,75.585,75.698,,75.698
2020,3,Budapest,Hungary,Hungarian Grand Prix,ALB,Red Bull Racing,,13,75.722,75.715,,75.715
2020,3,Budapest,Hungary,Hungarian Grand Prix,OCO,Renault,,14,75.719,75.742,,75.742
2020,3,Budapest,Hungary,Hungarian Grand Prix,LAT,Williams,,15,76.105,76.544,,76.544
2020,3,Budapest,Hungary,Hungarian Grand Prix,MAG,Haas F1 Team,,16,76.152,,,76.152
2020,3,Budapest,Hungary,Hungarian Grand Prix,KVY,AlphaTauri,,17,76.204,,,76.204
2020,3,Budapest,Hungary,Hungarian Grand Prix,GRO,Haas F1 Team,,18,76.407,,,76.407
2020,3,Budapest,Hungary,Hungarian Grand Prix,GIO,Alfa Romeo Racing,,19,76.506,,,76.506
2020,3,Budapest,Hungary,Hungarian Grand Prix,RAI,Alfa Romeo Racing,,20,76.614,,,76.614
2020,4,Silverstone,Great Britain,British Grand Prix,HAM,Mercedes,,1,85.9,85.347,84.303,84.303
2020,4,Silverstone,Great Britain,British Grand Prix,BOT,Mercedes,,2,85.801,85.015,84.616,84.616
2020,4,Silverstone,Great Britain,British Grand Prix,VER,Red Bull Racing,,3,86.115,86.144,85.325,85.325
2020,4,Silverstone,Great Britain,British Grand Prix,LEC,Ferrari,,4,86.55,86.203,85.427,85.427
2020,4,Silverstone,Great Britain,British Grand Prix,NOR,McLaren,,5,86.855,86.42,85.782,85.782
2020,4,Silverstone,Great Britain,British Grand Prix,STR,Racing Point,,6,86.243,86.501,85.839,85.839
2020,4,Silverstone,Great Britain,British Grand Prix,SAI,McLaren,,7,86.715,86.149,85.965,85.965
2020,4,Silverstone,Great Britain,British Grand Prix,RIC,Renault,,8,86.677,86.339,86.009,86.009
2020,4,Silverstone,Great Britain,British Grand Prix,OCO,Renault,,9,86.396,86.252,86.209,86.209
2020,4,Silverstone,Great Britain,British Grand Prix,VET,Ferrari,,10,86.469,86.455,86.339,86.339
2020,4,Silverstone,Great Britain,British Grand Prix,GAS,AlphaTauri,,11,86.343,86.501,,86.501
2020,4,Silverstone,Great Britain,British Grand Prix,ALB,Red Bull Racing,,12,86.565,86.545,,86.545
2020,4,Silverstone,Great Britain,British Grand Prix,HUL,Racing Point,,13,86.327,86.566,,86.566
2020,4,Silverstone,Great Britain,British Grand Prix,KVY,AlphaTauri,,14,86.774,86.744,,86.744
2020,4,Silverstone,Great Britain,British Grand Prix,RUS,Williams,,15,86.732,87.092,,87.092
2020,4,Silverstone,Great Britain,British Grand Prix,MAG,Haas F1 Team,,16,87.158,,,87.158
2020,4,Silverstone,Great Britain,British Grand Prix,GIO,Alfa Romeo Racing,,17,87.164,,,87.164
2020,4,Silverstone,Great Britain,British Grand Prix,RAI,Alfa Romeo Racing,,18,87.366,,,87.366
2020,4,Silverstone,Great Britain,British Grand Prix,GRO,Haas F1 Team,,19,87.643,,,87.643
2020,4,Silverstone,Great Britain,British Grand Prix,LAT,Williams,,20,87.705,,,87.705
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,BOT,Mercedes,,1,86.738,85.785,85.154,85.154
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,HAM,Mercedes,,2,86.818,86.266,85.217,85.217
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,HUL,Racing Point,,3,87.279,86.261,86.082,86.082
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,VER,Red Bull Racing,,4,87.154,86.779,86.176,86.176
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,RIC,Renault,,5,87.442,86.636,86.297,86.297
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,STR,Racing Point,,6,87.187,86.674,86.428,86.428
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,GAS,AlphaTauri,,7,87.154,86.523,86.534,86.534
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,LEC,Ferrari,,8,87.427,86.709,86.614,86.614
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,ALB,Red Bull Racing,,9,87.153,86.642,86.669,86.669
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,NOR,McLaren,,10,87.217,86.885,86.778,86.778
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,OCO,Renault,,11,87.278,87.011,,87.011
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,VET,Ferrari,,12,87.612,87.078,,87.078
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,SAI,McLaren,,13,87.45,87.083,,87.083
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,GRO,Haas F1 Team,,14,87.519,87.254,,87.254
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,RUS,Williams,,15,87.757,87.455,,87.455
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,KVY,AlphaTauri,,16,87.882,,,87.882
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,MAG,Haas F1 Team,,17,88.236,,,88.236
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,LAT,Williams,,18,88.43,,,88.43
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,GIO,Alfa Romeo Racing,,19,88.433,,,88.433
2020,5,Silverstone,Great Britain,70th Anniversary Grand Prix,RAI,Alfa Romeo Racing,,20,88.493,,,88.493
2020,6,Barcelona,Spain,Spanish Grand Prix,HAM,Mercedes,,1,76.872,76.013,75.584,75.584
2020,6,Barcelona,Spain,Spanish Grand Prix,BOT,Mercedes,,2,77.243,76.152,75.643,75.643
2020,6,Barcelona,Spain,Spanish Grand Prix,VER,Red Bull Racing,,3,77.213,76.518,76.292,76.292
2020,6,Barcelona,Spain,Spanish Grand Prix,PER,Racing Point,,4,77.117,76.936,76.482,76.482
2020,6,Barcelona,Spain,Spanish Grand Prix,STR,Racing Point,,5,77.316,76.666,76.589,76.589
2020,6,Barcelona,Spain,Spanish Grand Prix,ALB,Red Bull Racing,,6,77.419,77.163,77.029,77.029
2020,6,Barcelona,Spain,Spanish Grand Prix,SAI,McLaren,,7,77.438,76.876,77.044,77.044
2020,6,Barcelona,Spain,Spanish Grand Prix,NOR,McLaren,,8,77.577,77.166,77.084,77.084
2020,6,Barcelona,Spain,Spanish Grand Prix,LEC,Ferrari,,9,77.256,76.953,77.087,77.087
2020,6,Barcelona,Spain,Spanish Grand Prix,GAS,AlphaTauri,,10,77.356,76.8,77.136,77.136
2020,6,Barcelona,Spain,Spanish Grand Prix,VET,Ferrari,,11,77.573,77.168,,77.168
2020,6,Barcelona,Spain,Spanish Grand Prix,KVY,AlphaTauri,,12,77.676,77.192,,77.192
2020,6,Barcelona,Spain,Spanish Grand Prix,RIC,Renault,,13,77.667,77.198,,77.198
2020,6,Barcelona,Spain,Spanish Grand Prix,RAI,Alfa Romeo Racing,,14,77.797,77.386,,77.386
2020,6,Barcelona,Spain,Spanish Grand Prix,OCO,Renault,,15,77.765,77.567,,77.567
2020,6,Barcelona,Spain,Spanish Grand Prix,MAG,Haas F1 Team,,16,77.908,,,77.908
2020,6,Barcelona,Spain,Spanish Grand Prix,GRO,Haas F1 Team,,17,78.089,,,78.089
2020,6,Barcelona,Spain,Spanish Grand Prix,RUS,Williams,,18,78.099,,,78.099
2020,6,Barcelona,Spain,Spanish Grand Prix,LAT,Williams,,19,78.532,,,78.532
2020,6,Barcelona,Spain,Spanish Grand Prix,GIO,Alfa Romeo Racing,,20,78.697,,,78.697
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,HAM,Mercedes,,1,102.323,102.014,101.252,101.252
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,BOT,Mercedes,,2,102.534,102.126,101.763,101.763
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,VER,Red Bull Racing,,3,103.197,102.473,101.778,101.778
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,RIC,Renault,,4,103.309,102.487,102.061,102.061
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,ALB,Red Bull Racing,,5,103.418,102.193,102.264,102.264
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,OCO,Renault,,6,103.505,102.534,102.396,102.396
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,SAI,McLaren,,7,103.322,102.478,102.438,102.438
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,PER,Racing Point,,8,103.349,102.67,102.532,102.532
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,STR,Racing Point,,9,103.265,102.491,102.603,102.603
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,NOR,McLaren,,10,103.514,102.722,102.657,102.657
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,KVY,AlphaTauri,,11,103.267,102.73,,102.73
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,GAS,AlphaTauri,,12,103.262,102.745,,102.745
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,LEC,Ferrari,,13,103.656,102.996,,102.996
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,VET,Ferrari,,14,103.567,103.261,,103.261
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,RUS,Williams,,15,103.63,103.468,,103.468
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,RAI,Alfa Romeo Racing,,16,103.743,,,103.743
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,GRO,Haas F1 Team,,17,103.838,,,103.838
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,GIO,Alfa Romeo Racing,,18,103.95,,,103.95
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,LAT,Williams,,19,104.138,,,104.138
2020,7,Spa-Francorchamps,Belgium,Belgian Grand Prix,MAG,Haas F1 Team,,20,104.314,,,104.314
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,VER,Red Bull Racing,NED,1,90.031,89.374,89.179,89.179
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,LEC,Ferrari,MON,2,90.243,89.165,89.407,89.407
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,RUS,Mercedes,GBR,3,90.35,89.922,89.485,89.485
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,SAI,Ferrari,ESP,4,89.909,89.573,89.507,89.507
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,PER,Red Bull Racing,MEX,5,90.221,89.932,89.537,89.537
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,ALO,Aston Martin,ESP,6,90.179,89.801,89.542,89.542
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,NOR,McLaren,GBR,7,90.143,89.941,89.614,89.614
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,PIA,McLaren,AUS,8,90.531,90.122,89.683,89.683
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,HAM,Mercedes,GBR,9,90.451,89.718,89.71,89.71
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,HUL,Haas F1 Team,GER,10,90.566,89.851,90.502,90.502
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,TSU,RB,JPN,11,90.481,90.129,,90.129
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,STR,Aston Martin,CAN,12,89.965,90.2,,90.2
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,ALB,Williams,THA,13,90.397,90.221,,90.221
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,RIC,RB,AUS,14,90.562,90.278,,90.278
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,MAG,Haas F1 Team,DEN,15,90.646,90.529,,90.529
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,BOT,Kick Sauber,FIN,16,90.756,,,90.756
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,ZHO,Kick Sauber,CHN,17,90.757,,,90.757
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,SAR,Williams,USA,18,90.77,,,90.77
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,OCO,Alpine,FRA,19,90.793,,,90.793
2024,1,Sakhir,Bahrain,Bahrain Grand Prix,GAS,Alpine,FRA,20,90.948,,,90.948
