year,round,circuit,country,event_name,driver,team,country_code,qual_pos,q1_time,q2_time,q3_time,best_q_time
2019,1,Melbourne,Australia,Australian Grand Prix,HAM,Mercedes,,1,82.043,81.014,80.486,80.486
2019,1,Melbourne,Australia,Australian Grand Prix,BOT,Mercedes,,2,82.367,81.193,80.598,80.598
2019,1,Melbourne,Australia,Australian Grand Prix,VET,Ferrari,,3,82.885,81.912,81.19,81.19
2019,1,Melbourne,Australia,Australian Grand Prix,VER,Red Bull Racing,,4,82.876,81.678,81.32,81.32
2019,1,Melbourne,Australia,Australian Grand Prix,LEC,Ferrari,,5,82.017,81.739,81.442,81.442
2019,1,Melbourne,Australia,Australian Grand Prix,GRO,Haas F1 Team,,6,82.959,81.87,81.826,81.826
2019,1,Melbourne,Australia,Australian Grand Prix,MAG,Haas F1 Team,,7,82.519,82.221,82.099,82.099
2019,1,Melbourne,Australia,Australian Grand Prix,NOR,McLaren,,8,82.702,82.423,82.304,82.304
2019,1,Melbourne,Australia,Australian Grand Prix,RAI,Alfa Romeo Racing,,9,82.966,82.349,82.314,82.314
2019,1,Melbourne,Australia,Australian Grand Prix,PER,Racing Point,,10,82.908,82.532,82.781,82.781
2019,1,Melbourne,Australia,Australian Grand Prix,HUL,Renault,,11,82.54,82.562,,82.562
2019,1,Melbourne,Australia,Australian Grand Prix,RIC,Renault,,12,82.921,82.57,,82.57
2019,1,Melbourne,Australia,Australian Grand Prix,ALB,Toro Rosso,,13,82.757,82.636,,82.636
2019,1,Melbourne,Australia,Australian Grand Prix,GIO,Alfa Romeo Racing,,14,82.431,82.714,,82.714
2019,1,Melbourne,Australia,Australian Grand Prix,KVY,Toro Rosso,,15,82.511,82.774,,82.774
2019,1,Melbourne,Australia,Australian Grand Prix,STR,Racing Point,,16,83.017,,,83.017
2019,1,Melbourne,Australia,Australian Grand Prix,GAS,Red Bull Racing,,17,83.02,,,83.02
2019,1,Melbourne,Australia,Australian Grand Prix,SAI,McLaren,,18,83.084,,,83.084
2019,1,Melbourne,Australia,Australian Grand Prix,RUS,Williams,,19,84.36,,,84.36
2019,1,Melbourne,Australia,Australian Grand Prix,KUB,Williams,,20,86.067,,,86.067
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,LEC,Ferrari,,1,88.495,88.046,87.866,87.866
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,VET,Ferrari,,2,88.733,88.356,88.16,88.16
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,HAM,Mercedes,,3,89.262,88.578,88.19,88.19
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,BOT,Mercedes,,4,89.498,88.83,88.256,88.256
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,VER,Red Bull Racing,,5,89.579,89.109,88.752,88.752
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,MAG,Haas F1 Team,,6,89.532,89.017,88.757,88.757
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,SAI,McLaren,,7,89.528,89.055,88.813,88.813
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,GRO,Haas F1 Team,,8,89.688,89.249,89.015,89.015
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,RAI,Alfa Romeo Racing,,9,89.959,89.471,89.022,89.022
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,NOR,McLaren,,10,89.381,89.258,89.043,89.043
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,RIC,Renault,,11,89.859,89.488,,89.488
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,ALB,Toro Rosso,,12,89.514,89.513,,89.513
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,GAS,Red Bull Racing,,13,89.9,89.526,,89.526
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,PER,Racing Point,,14,89.893,89.756,,89.756
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,KVY,Toro Rosso,,15,89.876,89.854,,89.854
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,GIO,Alfa Romeo Racing,,16,90.026,,,90.026
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,HUL,Renault,,17,90.034,,,90.034
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,STR,Racing Point,,18,90.217,,,90.217
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,RUS,Williams,,19,91.759,,,91.759
2019,2,Sakhir,Bahrain,Bahrain Grand Prix,KUB,Williams,,20,91.799,,,91.799
2019,3,Shanghai,China,Chinese Grand Prix,BOT,Mercedes,,1,92.658,91.728,91.547,91.547
2019,3,Shanghai,China,Chinese Grand Prix,HAM,Mercedes,,2,93.115,91.637,91.57,91.57
2019,3,Shanghai,China,Chinese Grand Prix,VET,Ferrari,,3,93.557,92.232,91.848,91.848
2019,3,Shanghai,China,Chinese Grand Prix,LEC,Ferrari,,4,92.712,92.324,91.865,91.865
2019,3,Shanghai,China,Chinese Grand Prix,VER,Red Bull Racing,,5,93.274,92.369,92.089,92.089
2019,3,Shanghai,China,Chinese Grand Prix,GAS,Red Bull Racing,,6,93.863,92.948,92.93,92.93
2019,3,Shanghai,China,Chinese Grand Prix,RIC,Renault,,7,93.709,93.214,92.958,92.958
2019,3,Shanghai,China,Chinese Grand Prix,HUL,Renault,,8,93.644,93.968,92.962,92.962
2019,3,Shanghai,China,Chinese Grand Prix,MAG,Haas F1 Team,,9,94.036,93.15,,93.15
2019,3,Shanghai,China,Chinese Grand Prix,GRO,Haas F1 Team,,10,93.752,93.156,,93.156
2019,3,Shanghai,China,Chinese Grand Prix,KVY,Toro Rosso,,11,93.783,93.236,,93.236
2019,3,Shanghai,China,Chinese Grand Prix,PER,Racing Point,,12,94.026,93.299,,93.299
2019,3,Shanghai,China,Chinese Grand Prix,RAI,Alfa Romeo Racing,,13,94.125,93.419,,93.419
2019,3,Shanghai,China,Chinese Grand Prix,SAI,McLaren,,14,93.686,93.523,,93.523
2019,3,Shanghai,China,Chinese Grand Prix,NOR,McLaren,,15,94.148,93.967,,93.967
2019,3,Shanghai,China,Chinese Grand Prix,STR,Racing Point,,16,94.292,,,94.292
2019,3,Shanghai,China,Chinese Grand Prix,RUS,Williams,,17,95.253,,,95.253
2019,3,Shanghai,China,Chinese Grand Prix,KUB,Williams,,18,95.281,,,95.281
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,BOT,Mercedes,,1,102.026,101.5,100.495,100.495
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,HAM,Mercedes,,2,101.614,101.58,100.554,100.554
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,VET,Ferrari,,3,102.042,101.889,100.797,100.797
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,VER,Red Bull Racing,,4,101.727,101.388,101.069,101.069
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,PER,Racing Point,,5,102.249,101.87,101.593,101.593
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,KVY,Toro Rosso,,6,102.324,102.221,101.681,101.681
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,NOR,McLaren,,7,102.371,102.084,101.886,101.886
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,GIO,Alfa Romeo Racing,,8,102.14,102.381,102.424,102.424
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,LEC,Ferrari,,9,101.426,101.995,,101.995
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,SAI,McLaren,,10,101.936,102.398,,102.398
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,RIC,Renault,,11,102.486,102.477,,102.477
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,ALB,Toro Rosso,,12,102.154,102.494,,102.494
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,MAG,Haas F1 Team,,13,102.382,102.699,,102.699
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,STR,Racing Point,,14,102.63,,,102.63
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,GRO,Haas F1 Team,,15,103.407,,,103.407
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,HUL,Renault,,16,103.427,,,103.427
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,RUS,Williams,,17,105.062,,,105.062
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,KUB,Williams,,18,105.455,,,105.455
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,RAI,Alfa Romeo Racing,,19,,,,
2019,4,Baku,Azerbaijan,Azerbaijan Grand Prix,GAS,Red Bull Racing,,20,,,,
2019,5,Barcelona,Spain,Spanish Grand Prix,BOT,Mercedes,,1,76.979,75.924,75.406,75.406
2019,5,Barcelona,Spain,Spanish Grand Prix,HAM,Mercedes,,2,77.292,76.038,76.04,76.04
2019,5,Barcelona,Spain,Spanish Grand Prix,VET,Ferrari,,3,77.425,76.667,76.272,76.272
2019,5,Barcelona,Spain,Spanish Grand Prix,VER,Red Bull Racing,,4,77.244,76.726,76.357,76.357
2019,5,Barcelona,Spain,Spanish Grand Prix,LEC,Ferrari,,5,77.388,76.714,76.588,76.588
2019,5,Barcelona,Spain,Spanish Grand Prix,GAS,Red Bull Racing,,6,77.862,76.932,76.708,76.708
2019,5,Barcelona,Spain,Spanish Grand Prix,GRO,Haas F1 Team,,7,78.042,77.066,76.911,76.911
2019,5,Barcelona,Spain,Spanish Grand Prix,MAG,Haas F1 Team,,8,77.669,77.272,76.922,76.922
2019,5,Barcelona,Spain,Spanish Grand Prix,KVY,Toro Rosso,,9,77.914,77.243,77.573,77.573
2019,5,Barcelona,Spain,Spanish Grand Prix,RIC,Renault,,10,78.385,77.299,78.106,78.106
2019,5,Barcelona,Spain,Spanish Grand Prix,NOR,McLaren,,11,77.611,77.338,,77.338
2019,5,Barcelona,Spain,Spanish Grand Prix,ALB,Toro Rosso,,12,77.796,77.445,,77.445
2019,5,Barcelona,Spain,Spanish Grand Prix,SAI,McLaren,,13,77.76,77.599,,77.599
2019,5,Barcelona,Spain,Spanish Grand Prix,RAI,Alfa Romeo Racing,,14,78.132,77.788,,77.788
2019,5,Barcelona,Spain,Spanish Grand Prix,PER,Racing Point,,15,78.286,77.886,,77.886
2019,5,Barcelona,Spain,Spanish Grand Prix,HUL,Renault,,16,78.404,,,78.404
2019,5,Barcelona,Spain,Spanish Grand Prix,STR,Racing Point,,17,78.471,,,78.471
2019,5,Barcelona,Spain,Spanish Grand Prix,GIO,Alfa Romeo Racing,,18,78.664,,,78.664
2019,5,Barcelona,Spain,Spanish Grand Prix,RUS,Williams,,19,79.072,,,79.072
2019,5,Barcelona,Spain,Spanish Grand Prix,KUB,Williams,,20,80.254,,,80.254
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,HAM,Mercedes,,1,71.542,70.835,70.166,70.166
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,BOT,Mercedes,,2,71.562,70.701,70.252,70.252
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,VER,Red Bull Racing,,3,71.597,70.618,70.641,70.641
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,VET,Ferrari,,4,71.434,71.227,70.947,70.947
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,GAS,Red Bull Racing,,5,71.74,71.457,71.041,71.041
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,MAG,Haas F1 Team,,6,71.865,71.363,71.109,71.109
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,RIC,Renault,,7,71.767,71.543,71.218,71.218
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,KVY,Toro Rosso,,8,71.602,71.412,71.271,71.271
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,SAI,McLaren,,9,71.872,71.608,71.417,71.417
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,ALB,Toro Rosso,,10,72.007,71.429,71.653,71.653
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,HUL,Renault,,11,72.097,71.67,,71.67
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,NOR,McLaren,,12,71.845,71.724,,71.724
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,GRO,Haas F1 Team,,13,71.837,72.027,,72.027
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,RAI,Alfa Romeo Racing,,14,71.993,72.115,,72.115
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,GIO,Alfa Romeo Racing,,15,71.976,72.185,,72.185
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,LEC,Ferrari,,16,72.149,,,72.149
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,PER,Racing Point,,17,72.233,,,72.233
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,STR,Racing Point,,18,72.846,,,72.846
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,RUS,Williams,,19,73.477,,,73.477
2019,6,Monte Carlo,Monaco,Monaco Grand Prix,KUB,Williams,,20,73.751,,,73.751
2019,7,Montréal,Canada,Canadian Grand Prix,VET,Ferrari,,1,71.2,71.142,70.24,70.24
2019,7,Montréal,Canada,Canadian Grand Prix,HAM,Mercedes,,2,71.518,71.01,70.446,70.446
2019,7,Montréal,Canada,Canadian Grand Prix,LEC,Ferrari,,3,71.214,71.205,70.92,70.92
2019,7,Montréal,Canada,Canadian Grand Prix,RIC,Renault,,4,71.837,71.532,71.071,71.071
2019,7,Montréal,Canada,Canadian Grand Prix,GAS,Red Bull Racing,,5,72.023,71.196,71.079,71.079
2019,7,Montréal,Canada,Canadian Grand Prix,BOT,Mercedes,,6,71.229,71.095,71.101,71.101
2019,7,Montréal,Canada,Canadian Grand Prix,HUL,Renault,,7,71.72,71.553,71.324,71.324
2019,7,Montréal,Canada,Canadian Grand Prix,NOR,McLaren,,8,71.78,71.735,71.863,71.863
2019,7,Montréal,Canada,Canadian Grand Prix,SAI,McLaren,,9,71.75,71.572,73.981,73.981
2019,7,Montréal,Canada,Canadian Grand Prix,MAG,Haas F1 Team,,10,72.107,71.786,,71.786
2019,7,Montréal,Canada,Canadian Grand Prix,VER,Red Bull Racing,,11,71.619,71.8,,71.8
2019,7,Montréal,Canada,Canadian Grand Prix,KVY,Toro Rosso,,12,71.965,71.921,,71.921
2019,7,Montréal,Canada,Canadian Grand Prix,GIO,Alfa Romeo Racing,,13,72.122,72.136,,72.136
2019,7,Montréal,Canada,Canadian Grand Prix,ALB,Toro Rosso,,14,72.02,72.193,,72.193
2019,7,Montréal,Canada,Canadian Grand Prix,GRO,Haas F1 Team,,15,72.109,,,72.109
2019,7,Montréal,Canada,Canadian Grand Prix,PER,Racing Point,,16,72.197,,,72.197
2019,7,Montréal,Canada,Canadian Grand Prix,RAI,Alfa Romeo Racing,,17,72.23,,,72.23
2019,7,Montréal,Canada,Canadian Grand Prix,STR,Racing Point,,18,72.266,,,72.266
2019,7,Montréal,Canada,Canadian Grand Prix,RUS,Williams,,19,73.617,,,73.617
2019,7,Montréal,Canada,Canadian Grand Prix,KUB,Williams,,20,74.393,,,74.393
2019,8,Le Castellet,France,French Grand Prix,HAM,Mercedes,,1,90.609,89.52,88.319,88.319
2019,8,Le Castellet,France,French Grand Prix,BOT,Mercedes,,2,90.55,89.437,88.605,88.605
2019,8,Le Castellet,France,French Grand Prix,LEC,Ferrari,,3,90.647,89.699,88.965,88.965
2019,8,Le Castellet,France,French Grand Prix,VER,Red Bull Racing,,4,91.327,90.099,89.409,89.409
2019,8,Le Castellet,France,French Grand Prix,NOR,McLaren,,5,90.989,90.019,89.418,89.418
2019,8,Le Castellet,France,French Grand Prix,SAI,McLaren,,6,91.073,90.319,89.522,89.522
2019,8,Le Castellet,France,French Grand Prix,VET,Ferrari,,7,91.075,89.506,89.799,89.799
2019,8,Le Castellet,France,French Grand Prix,RIC,Renault,,8,90.954,90.369,89.918,89.918
2019,8,Le Castellet,France,French Grand Prix,GAS,Red Bull Racing,,9,91.152,90.421,90.184,90.184
2019,8,Le Castellet,France,French Grand Prix,GIO,Alfa Romeo Racing,,10,91.18,90.408,93.42,93.42
