year,round,circuit,country,event_name,driver,team,grid_pos,finish_pos,status,points,laps,qual_rain,race_rain,race_temp,qual_temp
2019,10,Silverstone,Great Britain,British Grand Prix,ALB,Toro Rosso,9,12,Finished,0.0,52,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,STR,Racing Point,18,13,Finished,0.0,52,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,RUS,Williams,19,14,+1 Lap,0.0,51,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,KUB,Williams,20,15,+1 Lap,0.0,51,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,VET,Ferrari,6,16,+1 Lap,0.0,51,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,PER,Racing Point,15,17,+1 Lap,0.0,51,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,GIO,Alfa Romeo Racing,11,18,Spun off,0.0,18,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,GRO,Haas F1 Team,14,19,Collision,0.0,9,False,False,18.905084745762718,19.0
2019,10,Silverstone,Great Britain,British Grand Prix,MAG,Haas F1 Team,16,20,Collision,0.0,6,False,False,18.905084745762718,19.0
2019,11,Hockenheim,Germany,German Grand Prix,VER,Red Bull Racing,2,1,Finished,26.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,VET,Ferrari,20,2,Finished,18.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,KVY,Toro Rosso,14,3,Finished,15.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,STR,Racing Point,15,4,Finished,12.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,SAI,McLaren,7,5,Finished,10.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,ALB,Toro Rosso,16,6,Finished,8.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,GRO,Haas F1 Team,6,7,Finished,6.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,MAG,Haas F1 Team,12,8,Finished,4.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,HAM,Mercedes,1,9,Finished,2.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,KUB,Williams,18,10,Finished,1.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,RUS,Williams,17,11,Finished,0.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,RAI,Alfa Romeo Racing,5,12,Finished,0.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,GIO,Alfa Romeo Racing,11,13,Finished,0.0,64,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,GAS,Red Bull Racing,4,14,Collision,0.0,61,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,BOT,Mercedes,3,15,Accident,0.0,56,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,HUL,Renault,9,16,Accident,0.0,39,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,LEC,Ferrari,10,17,Accident,0.0,27,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,NOR,McLaren,19,18,Power loss,0.0,25,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,RIC,Renault,13,19,Exhaust,0.0,13,False,True,21.503401360544217,28.323076923076915
2019,11,Hockenheim,Germany,German Grand Prix,PER,Racing Point,8,20,Spun off,0.0,1,False,True,21.503401360544217,28.323076923076915
2019,12,Budapest,Hungary,Hungarian Grand Prix,HAM,Mercedes,3,1,Finished,25.0,70,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,VER,Red Bull Racing,1,2,Finished,19.0,70,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,VET,Ferrari,5,3,Finished,15.0,70,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,LEC,Ferrari,4,4,Finished,12.0,70,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,SAI,McLaren,8,5,+1 Lap,10.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,GAS,Red Bull Racing,6,6,+1 Lap,8.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,RAI,Alfa Romeo Racing,10,7,+1 Lap,6.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,BOT,Mercedes,2,8,+1 Lap,4.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,NOR,McLaren,7,9,+1 Lap,2.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,ALB,Toro Rosso,12,10,+1 Lap,1.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,PER,Racing Point,16,11,+1 Lap,0.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,HUL,Renault,11,12,+1 Lap,0.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,MAG,Haas F1 Team,14,13,+1 Lap,0.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,RIC,Renault,20,14,+1 Lap,0.0,69,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,KVY,Toro Rosso,13,15,+2 Laps,0.0,68,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,RUS,Williams,15,16,+2 Laps,0.0,68,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,STR,Racing Point,18,17,+2 Laps,0.0,68,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,GIO,Alfa Romeo Racing,17,18,+2 Laps,0.0,68,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,KUB,Williams,19,19,+3 Laps,0.0,67,False,False,25.66,23.931645569620258
2019,12,Budapest,Hungary,Hungarian Grand Prix,GRO,Haas F1 Team,9,20,Water pressure,0.0,49,False,False,25.66,23.931645569620258
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,LEC,Ferrari,1,1,Finished,25.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,HAM,Mercedes,3,2,Finished,18.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,BOT,Mercedes,4,3,Finished,15.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,VET,Ferrari,2,4,Finished,13.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,ALB,Red Bull Racing,17,5,Finished,10.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,PER,Racing Point,7,6,Finished,8.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,KVY,Toro Rosso,19,7,Finished,6.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,HUL,Renault,12,8,Finished,4.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,GAS,Toro Rosso,13,9,Finished,2.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,STR,Racing Point,16,10,Finished,1.0,44,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,NOR,McLaren,11,11,Engine,0.0,43,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,MAG,Haas F1 Team,8,12,+1 Lap,0.0,43,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,GRO,Haas F1 Team,9,13,+1 Lap,0.0,43,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,RIC,Renault,10,14,+1 Lap,0.0,43,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,RUS,Williams,14,15,+1 Lap,0.0,43,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,RAI,Alfa Romeo Racing,6,16,+1 Lap,0.0,43,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,KUB,Williams,0,17,+1 Lap,0.0,43,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,GIO,Alfa Romeo Racing,18,18,Accident,0.0,42,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,SAI,McLaren,15,19,Power loss,0.0,1,False,False,17.4,29.23804347826087
2019,13,Spa-Francorchamps,Belgium,Belgian Grand Prix,VER,Red Bull Racing,5,20,Accident,0.0,0,False,False,17.4,29.23804347826087
2019,14,Monza,Italy,Italian Grand Prix,LEC,Ferrari,1,1,Finished,25.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,BOT,Mercedes,3,2,Finished,18.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,HAM,Mercedes,2,3,Finished,16.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,RIC,Renault,5,4,Finished,12.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,HUL,Renault,6,5,Finished,10.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,ALB,Red Bull Racing,8,6,Finished,8.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,PER,Racing Point,18,7,Finished,6.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,VER,Red Bull Racing,19,8,Finished,4.0,53,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,GIO,Alfa Romeo Racing,10,9,+1 Lap,2.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,NOR,McLaren,16,10,+1 Lap,1.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,GAS,Toro Rosso,17,11,+1 Lap,0.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,STR,Racing Point,9,12,+1 Lap,0.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,VET,Ferrari,4,13,+1 Lap,0.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,RUS,Williams,14,14,+1 Lap,0.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,RAI,Alfa Romeo Racing,0,15,+1 Lap,0.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,GRO,Haas F1 Team,13,16,+1 Lap,0.0,52,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,KUB,Williams,15,17,+2 Laps,0.0,51,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,MAG,Haas F1 Team,11,18,Hydraulics,0.0,43,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,KVY,Toro Rosso,12,19,Engine,0.0,29,False,False,21.0972972972973,22.984210526315795
2019,14,Monza,Italy,Italian Grand Prix,SAI,McLaren,7,20,Wheel,0.0,27,False,False,21.0972972972973,22.984210526315795
2019,15,Singapore,Singapore,Singapore Grand Prix,VET,Ferrari,3,1,Finished,25.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,LEC,Ferrari,1,2,Finished,18.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,VER,Red Bull Racing,4,3,Finished,15.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,HAM,Mercedes,2,4,Finished,12.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,BOT,Mercedes,5,5,Finished,10.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,ALB,Red Bull Racing,6,6,Finished,8.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,NOR,McLaren,9,7,Finished,6.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,GAS,Toro Rosso,11,8,Finished,4.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,HUL,Renault,8,9,Finished,2.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,GIO,Alfa Romeo Racing,10,10,Finished,1.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,GRO,Haas F1 Team,17,11,Finished,0.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,SAI,McLaren,7,12,Finished,0.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,STR,Racing Point,16,13,Finished,0.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,RIC,Renault,20,14,Finished,0.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,KVY,Toro Rosso,14,15,Finished,0.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,KUB,Williams,19,16,Finished,0.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,MAG,Haas F1 Team,13,17,Finished,0.0,61,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,RAI,Alfa Romeo Racing,12,18,Collision,0.0,49,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,PER,Racing Point,15,19,Engine,0.0,42,False,False,29.965161290322584,30.013924050632923
2019,15,Singapore,Singapore,Singapore Grand Prix,RUS,Williams,18,20,Collision,0.0,34,False,False,29.965161290322584,30.013924050632923
2019,16,Sochi,Russia,Russian Grand Prix,HAM,Mercedes,2,1,Finished,26.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,BOT,Mercedes,4,2,Finished,18.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,LEC,Ferrari,1,3,Finished,15.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,VER,Red Bull Racing,9,4,Finished,12.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,ALB,Red Bull Racing,0,5,Finished,10.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,SAI,McLaren,5,6,Finished,8.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,PER,Racing Point,11,7,Finished,6.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,NOR,McLaren,7,8,Finished,4.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,MAG,Haas F1 Team,13,9,Finished,2.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,HUL,Renault,6,10,Finished,1.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,STR,Racing Point,14,11,Finished,0.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,KVY,Toro Rosso,19,12,Finished,0.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,RAI,Alfa Romeo Racing,15,13,Finished,0.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,GAS,Toro Rosso,16,14,Finished,0.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,GIO,Alfa Romeo Racing,12,15,Finished,0.0,53,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,KUB,Williams,18,16,Brakes,0.0,28,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,RUS,Williams,17,17,Brakes,0.0,27,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,VET,Ferrari,3,18,Power loss,0.0,26,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,RIC,Renault,10,19,Collision,0.0,24,False,True,22.02977099236641,22.05764705882353
2019,16,Sochi,Russia,Russian Grand Prix,GRO,Haas F1 Team,8,20,Collision,0.0,0,False,True,22.02977099236641,22.05764705882353
2019,17,Suzuka,Japan,Japanese Grand Prix,BOT,Mercedes,3,1,Finished,25.0,52,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,VET,Ferrari,1,2,Finished,18.0,52,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,HAM,Mercedes,4,3,Finished,16.0,52,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,ALB,Red Bull Racing,6,4,Finished,12.0,52,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,SAI,McLaren,7,5,Finished,10.0,52,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,LEC,Ferrari,2,6,+1 Lap,8.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,GAS,Toro Rosso,9,7,+1 Lap,6.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,PER,Racing Point,17,8,+1 Lap,4.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,STR,Racing Point,12,9,+1 Lap,2.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,KVY,Toro Rosso,14,10,+1 Lap,1.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,NOR,McLaren,8,11,+1 Lap,0.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,RAI,Alfa Romeo Racing,13,12,+1 Lap,0.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,GRO,Haas F1 Team,10,13,+1 Lap,0.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,GIO,Alfa Romeo Racing,11,14,+1 Lap,0.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,MAG,Haas F1 Team,19,15,+1 Lap,0.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,RUS,Williams,18,16,+2 Laps,0.0,50,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,KUB,Williams,0,17,+2 Laps,0.0,50,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,VER,Red Bull Racing,5,18,Brakes,0.0,14,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,RIC,Renault,16,19,Disqualified,0.0,51,False,False,21.619354838709675,22.071875000000002
2019,17,Suzuka,Japan,Japanese Grand Prix,HUL,Renault,15,20,Disqualified,0.0,51,False,False,21.619354838709675,22.071875000000002
2019,18,Mexico City,Mexico,Mexican Grand Prix,HAM,Mercedes,3,1,Finished,25.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,VET,Ferrari,2,2,Finished,18.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,BOT,Mercedes,6,3,Finished,15.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,LEC,Ferrari,1,4,Finished,13.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,ALB,Red Bull Racing,5,5,Finished,10.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,VER,Red Bull Racing,4,6,Finished,8.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,PER,Racing Point,11,7,Finished,6.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,RIC,Renault,13,8,Finished,4.0,71,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,GAS,Toro Rosso,10,9,+1 Lap,2.0,70,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,HUL,Renault,12,10,+1 Lap,1.0,70,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,KVY,Toro Rosso,9,11,+1 Lap,0.0,70,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,STR,Racing Point,16,12,+1 Lap,0.0,70,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,SAI,McLaren,7,13,+1 Lap,0.0,70,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,GIO,Alfa Romeo Racing,15,14,+1 Lap,0.0,70,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,MAG,Haas F1 Team,17,15,+2 Laps,0.0,69,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,RUS,Williams,19,16,+2 Laps,0.0,69,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,GRO,Haas F1 Team,18,17,+2 Laps,0.0,69,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,KUB,Williams,20,18,+2 Laps,0.0,69,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,RAI,Alfa Romeo Racing,14,19,Overheating,0.0,58,False,False,23.203030303030303,20.55128205128205
2019,18,Mexico City,Mexico,Mexican Grand Prix,NOR,McLaren,8,20,Withdrew,0.0,48,False,False,23.203030303030303,20.55128205128205
2019,19,Austin,United States,United States Grand Prix,BOT,Mercedes,1,1,Finished,25.0,56,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,HAM,Mercedes,5,2,Finished,18.0,56,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,VER,Red Bull Racing,3,3,Finished,15.0,56,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,LEC,Ferrari,4,4,Finished,13.0,56,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,ALB,Red Bull Racing,6,5,Finished,10.0,56,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,RIC,Renault,9,6,Finished,8.0,56,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,NOR,McLaren,8,7,Finished,6.0,56,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,SAI,McLaren,7,8,+1 Lap,4.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,HUL,Renault,11,9,+1 Lap,2.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,PER,Racing Point,0,10,+1 Lap,1.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,RAI,Alfa Romeo Racing,17,11,+1 Lap,0.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,KVY,Toro Rosso,13,12,+1 Lap,0.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,STR,Racing Point,14,13,+1 Lap,0.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,GIO,Alfa Romeo Racing,16,14,+1 Lap,0.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,GRO,Haas F1 Team,15,15,+1 Lap,0.0,55,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,GAS,Toro Rosso,10,16,Suspension,0.0,54,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,RUS,Williams,18,17,+2 Laps,0.0,54,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,MAG,Haas F1 Team,12,18,Brakes,0.0,52,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,KUB,Williams,19,19,Oil leak,0.0,31,False,False,21.475572519083972,20.459493670886072
2019,19,Austin,United States,United States Grand Prix,VET,Ferrari,2,20,Suspension,0.0,7,False,False,21.475572519083972,20.459493670886072
2019,20,São Paulo,Brazil,Brazilian Grand Prix,VER,Red Bull Racing,1,1,Finished,25.0,71,False,False,21.016793893129773,20.682051282051283
2019,20,São Paulo,Brazil,Brazilian Grand Prix,GAS,Toro Rosso,6,2,Finished,18.0,71,False,False,21.016793893129773,20.682051282051283
2019,20,São Paulo,Brazil,Brazilian Grand Prix,SAI,McLaren,20,3,Finished,15.0,71,False,False,21.016793893129773,20.682051282051283
2019,20,São Paulo,Brazil,Brazilian Grand Prix,RAI,Alfa Romeo Racing,8,4,Finished,12.0,71,False,False,21.016793893129773,20.682051282051283
2019,20,São Paulo,Brazil,Brazilian Grand Prix,GIO,Alfa Romeo Racing,12,5,Finished,10.0,71,False,False,21.016793893129773,20.682051282051283
2019,20,São Paulo,Brazil,Brazilian Grand Prix,RIC,Renault,11,6,Finished,8.0,71,False,False,21.016793893129773,20.682051282051283
2019,20,São Paulo,Brazil,Brazilian Grand Prix,HAM,Mercedes,3,7,Finished,6.0,71,False,False,21.016793893129773,20.682051282051283
2019,20,São Paulo,Brazil,Brazilian Grand Prix,NOR,McLaren,10,8,Finished,4.0,71,False,False,21.016793893129773,20.682051282051283
