round,race_name,event_code,market_type,driver,grid_pos,side,price,edge,stake,outcome,pnl,bankroll
5,Saudi Arabia,SAGP25,RACEPODIUM,LEC,4,YES,0.1611,0.3311,1.27,1,6.16,106.16
8,Monaco,MCGP25,RACEPODIUM,HAM,4,YES,0.205,0.2872,1.57,0,-1.57,104.59
10,Canada,CAGP25,RACEPODIUM,ANT,4,YES,0.1536,0.3386,1.29,1,6.59,111.17
17,Azerbaijan,AZEGP25,RACEPODIUM,ANT,4,YES,0.2054,0.2868,1.65,0,-1.65,109.53
18,Singapore,SINGP25,RACEPODIUM,ANT,4,YES,0.1931,0.2991,1.57,0,-1.57,107.96
