round,event_code,race_name,market_type,driver,team,outcome,finish_pos,yes_price,no_price,base_rate,edge_vs_base,cross_winner_price,grid_pos,gap_to_pole,gap_to_teammate,q_improvement,q1_sec,q3_sec,fp2_best_delta,fp2_lr_delta,fp2_lr_std,fp2_n_laps,fp3_best_delta,rolling_avg_finish,rolling_avg_grid,rolling_avg_gained,rolling_dnf_rate,rolling_avg_points,rolling_consistency,n_prior_races,team_tier,is_street_circuit,is_high_attrition,is_home_race,price_drift,total_volume,volume_ratio
1,AGP25,Australia,RACE,NOR,McLaren,1,1,0.4058,0.5942,0.5,0.0942,,1,0.0,-0.08400000000000318,-0.01074928865001584,75.912,75.096,0.14100000000000534,,,6.0,0.6759999999999877,5.0,2.8,-2.2,0.0,12.4,3.22490309931942,24,1,0,1,0,0.028833333333333266,3895.0,9.584239130434783
1,AGP25,Australia,RACE,PIA,McLaren,0,9,0.2256,0.7744,0.2344,0.0087,,2,0.08400000000000318,0.08400000000000318,-0.011595803423522795,76.062,75.18,0.12400000000000944,,,5.0,0.0,7.2,7.8,0.6,0.0,6.0,2.3151673805580453,24,1,0,1,1,-0.008124999999999993,1328.0,1.0030165912518854
1,AGP25,Australia,RACE,VER,Red Bull Racing,0,2,0.3009,0.6991,0.1172,-0.1837,,3,0.3849999999999909,-1.6129999999999995,-0.007064116393485834,76.018,75.481,0.6240000000000094,,,5.0,0.08099999999998886,3.8,6.0,2.2,0.0,15.4,2.3151673805580453,24,1,0,1,0,-0.02487035436473639,3999.0,2.6255666364460564
1,AGP25,Australia,RACE,RUS,Mercedes,0,3,0.0744,0.9256,0.0391,-0.0354,,4,0.45000000000000284,-0.9789999999999992,-0.005594239907333024,75.971,75.546,0.8430000000000035,0.07399999999999807,0.07114773362518571,10.0,0.03899999999998727,3.8,3.0,-0.8,0.0,13.8,1.469693845669907,24,2,0,1,0,,353.0,
1,AGP25,Australia,RACE,TSU,Racing Bulls,0,12,0.028,0.972,0.0156,-0.0124,,5,0.5739999999999981,-0.5049999999999955,-0.007281075762545,76.225,75.67,0.3450000000000131,,,3.0,0.5339999999999918,12.2,9.2,-3.0,0.4,1.6,4.445222154178573,24,3,0,1,0,,313.0,
1,AGP25,Australia,RACE,LEC,Ferrari,0,8,0.0595,0.9405,0.0079,-0.0516,,7,0.6589999999999918,-0.21800000000000352,-0.0036038879901090495,76.029,75.755,0.0,0.0,0.36261582977029544,11.0,0.2669999999999959,3.4,7.6,4.2,0.0,14.2,1.019803902718557,24,1,0,1,0,,1335.0,
1,AGP25,Australia,RACE,HAM,Ferrari,0,10,0.076,0.924,0.0079,-0.0681,,8,0.8769999999999953,0.21800000000000352,-0.003149069056460117,76.213,75.973,0.4200000000000017,,,7.0,0.45699999999999363,6.4,10.4,4.0,0.0,8.6,3.8781438859330635,24,1,0,1,0,0.016000000000000014,2705.0,0.7317541613316261
1,AGP25,Australia,RACE,SAI,Williams,0,18,0.0244,0.9756,0.0236,-0.0008,,10,0.965999999999994,0.32500000000000284,-0.003902566788894733,76.36,76.062,0.8630000000000138,,,5.0,0.33099999999998886,5.6,6.6,1.0,0.2,13.2,5.4626001134990645,23,3,0,1,0,-0.047555555555555545,690.0,1.1630094043887147
2,CGP25,China,RACE,PIA,McLaren,1,1,0.5369,0.4631,0.5,-0.0369,,1,0.0,-0.15200000000000102,-0.010372198141738693,91.591,90.641,,,,,,7.4,4.8,-2.6,0.0,5.6,2.4166091947189146,25,1,0,0,0,0.2003386911075452,24981.0,0.45196163905841324
2,CGP25,China,RACE,RUS,Mercedes,0,3,0.0888,0.9112,0.2344,0.1455,,2,0.08199999999999363,-0.37999999999999545,-0.006265403362725261,91.295,90.723,,,,,,3.4,2.8,-0.6,0.0,14.8,1.3564659966250538,25,2,0,0,0,-0.0011538461538461442,1068.0,355.0
2,CGP25,China,RACE,NOR,McLaren,0,2,0.3333,0.6667,0.1172,-0.2161,,3,0.15200000000000102,0.15200000000000102,-0.0020883022103029988,90.983,90.793,,,,,,4.8,2.4,-2.4,0.0,13.8,3.4292856398964493,25,1,0,0,0,-0.0720952380952381,6803.0,1.0621400424371021
2,CGP25,China,RACE,VER,Red Bull Racing,0,4,0.1361,0.8639,0.0391,-0.097,,4,0.17599999999998772,-1.3570000000000135,-0.006639394469723634,91.424,90.817,,,,,,3.0,6.2,3.2,0.0,17.4,2.0976176963403033,25,1,0,0,0,-0.02561403508771934,3918.0,14.926829268292684
2,CGP25,China,RACE,HAM,Ferrari,0,19,0.0955,0.9045,0.0156,-0.0799,,5,0.28600000000000136,-0.09399999999999409,-0.008321518159013972,91.69,90.927,,,,,,7.6,10.8,3.2,0.0,6.4,3.8781438859330635,25,1,0,0,0,-0.04150000000000001,1905.0,3.7625
2,CGP25,China,RACE,LEC,Ferrari,0,18,0.0425,0.9575,0.0312,-0.0112,,6,0.37999999999999545,0.09399999999999409,-0.0060930999464942045,91.579,91.021,,,,,,4.4,8.2,3.8,0.0,11.8,2.0591260281974,25,1,0,0,0,-0.037500000000000006,228.0,6.354838709677419
2,CGP25,China,RACE,HAD,Racing Bulls,0,11,0.03,0.97,0.0079,-0.0221,,7,0.4379999999999882,-0.5590000000000117,-0.0009104670805819597,91.162,91.079,,,,,,20.0,11.0,-9.0,1.0,0.0,,1,3,0,0,0,,49.0,
2,CGP25,China,RACE,TSU,Racing Bulls,0,16,0.03,0.97,0.0078,-0.0222,,9,0.9969999999999999,0.5590000000000117,0.004384138188035749,91.238,91.638,,,,,,10.6,8.0,-2.6,0.2,1.6,2.244994432064365,25,3,0,0,0,,205.0,
3,JGP25,Japan,RACE,VER,Red Bull Racing,1,1,0.3197,0.6803,0.5,0.1803,,1,0.0,-1.016999999999996,-0.010916161604675685,87.943,86.983,0.5559999999999974,,,1.0,0.5319999999999965,3.6,3.6,0.0,0.0,14.6,1.8547236990991407,26,1,0,0,0,0.01346830985915487,9211.0,5.482054890921886
3,JGP25,Japan,RACEPODIUM,VER,Red Bull Racing,1,1,0.74,0.26,0.7969,0.0569,0.3197183098591549,1,0.0,-1.016999999999996,-0.010916161604675685,87.943,86.983,0.5559999999999974,,,1.0,0.5319999999999965,3.6,3.6,0.0,0.0,14.6,1.8547236990991407,26,1,0,0,0,0.0024999999999999467,904.0,4.87012987012987
3,JGP25,Japan,RACE,NOR,McLaren,0,2,0.4221,0.5779,0.2344,-0.1877,,2,0.012000000000000455,-0.031999999999996476,-0.009676134099834872,87.845,86.995,0.04899999999999238,,,2.0,0.0,4.0,2.8,-1.2,0.0,15.8,3.521363372331802,26,1,0,0,0,0.015801282051282062,3221.0,10.301754385964912
3,JGP25,Japan,RACEPODIUM,NOR,McLaren,1,2,0.83,0.17,0.7109,-0.1191,0.42205128205128206,2,0.012000000000000455,-0.031999999999996476,-0.009676134099834872,87.845,86.995,0.04899999999999238,,,2.0,0.0,4.0,2.8,-1.2,0.0,15.8,3.521363372331802,26,1,0,0,0,0.039999999999999925,222.0,2.7
3,JGP25,Japan,RACE,PIA,McLaren,0,3,0.2144,0.7856,0.1172,-0.0972,,3,0.04399999999999693,0.031999999999996476,-0.007526771357213687,87.687,87.027,0.0,,,4.0,0.02599999999999625,6.0,3.4,-2.6,0.0,9.8,3.4641016151377544,26,1,0,0,0,-0.015624999999999972,605.0,4.931372549019608
3,JGP25,Japan,RACEPODIUM,PIA,McLaren,1,3,0.69,0.31,0.5312,-0.1587,0.21437500000000004,3,0.04399999999999693,0.031999999999996476,-0.007526771357213687,87.687,87.027,0.0,,,4.0,0.02599999999999625,6.0,3.4,-2.6,0.0,9.8,3.4641016151377544,26,1,0,0,0,-0.040000000000000036,189.0,8.947368421052632
3,JGP25,Japan,RACE,LEC,Ferrari,0,4,0.0417,0.9583,0.0391,-0.0026,,4,0.3160000000000025,-0.31099999999999284,-0.007063239308462183,87.92,87.299,0.4719999999999942,,,4.0,0.44899999999999807,7.0,8.2,1.2,0.2,9.8,5.865151319446072,26,1,0,0,0,,684.0,
3,JGP25,Japan,RACEPODIUM,LEC,Ferrari,0,4,0.3267,0.6733,0.3516,0.0249,0.041666666666666664,4,0.3160000000000025,-0.31099999999999284,-0.007063239308462183,87.92,87.299,0.4719999999999942,,,4.0,0.44899999999999807,7.0,8.2,1.2,0.2,9.8,5.865151319446072,26,1,0,0,0,-0.003333333333333355,212.0,20.2
3,JGP25,Japan,RACE,RUS,Mercedes,0,5,0.0514,0.9486,0.0156,-0.0358,,5,0.33499999999999375,-0.23700000000000898,-0.005976571838393562,87.843,87.318,0.45299999999998875,,,5.0,0.11199999999999477,3.2,2.8,-0.4,0.0,15.4,1.32664991614216,26,2,0,0,0,0.021428571428571425,2383.0,73.46875
3,JGP25,Japan,RACEPODIUM,RUS,Mercedes,0,5,0.4431,0.5569,0.1875,-0.2556,0.05142857142857143,5,0.33499999999999375,-0.23700000000000898,-0.005976571838393562,87.843,87.318,0.45299999999998875,,,5.0,0.11199999999999477,3.2,2.8,-0.4,0.0,15.4,1.32664991614216,26,2,0,0,0,0.04807692307692313,416.0,18.80952380952381
3,JGP25,Japan,RACEPODIUM,ANT,Mercedes,0,6,0.09,0.91,0.1172,0.0272,,6,0.5720000000000027,0.23700000000000898,-0.004694889050563804,87.968,87.555,1.6189999999999998,,,4.0,1.1610000000000014,5.0,12.0,7.0,0.0,10.0,1.0,2,2,0,0,0,,23.0,
3,JGP25,Japan,RACE,HAM,Ferrari,0,7,0.03,0.97,0.0079,-0.0221,,8,0.6269999999999953,0.31099999999999284,-0.0037752154829318605,87.942,87.61,0.4299999999999926,,,5.0,0.5589999999999975,9.4,9.0,-0.4,0.2,6.2,6.053098380168622,26,1,0,0,0,-0.006666666666666668,3294.0,0.10462776659959759
3,JGP25,Japan,RACEPODIUM,HAM,Ferrari,0,7,0.16,0.84,0.0236,-0.1364,0.03,8,0.6269999999999953,0.31099999999999284,-0.0037752154829318605,87.942,87.61,0.4299999999999926,,,5.0,0.5589999999999975,9.4,9.0,-0.4,0.2,6.2,6.053098380168622,26,1,0,0,0,-0.010000000000000009,741.0,5.675675675675675
3,JGP25,Japan,RACEPODIUM,ALB,Williams,0,9,0.03,0.97,0.0156,-0.0144,,9,0.6319999999999908,-0.22100000000000364,-0.006835339726586509,88.218,87.615,0.9089999999999918,,,2.0,0.5889999999999986,11.4,13.4,2.0,0.6,3.2,5.122499389946279,26,3,0,0,0,,39.0,
3,JGP25,Japan,RACEPODIUM,SAI,Williams,0,14,0.01,0.99,0.0234,0.0134,,12,0.8529999999999944,0.22100000000000364,-0.004228593454182732,88.209,,0.7179999999999893,,,2.0,0.8810000000000002,7.8,7.4,-0.4,0.2,8.4,5.81033561853358,25,3,0,0,0,,10.0,
3,JGP25,Japan,RACE,TSU,Red Bull Racing,0,12,0.035,0.965,0.0,-0.035,,15,1.016999999999996,1.016999999999996,0.00037514067775417206,87.967,,2.5109999999999957,,,1.0,0.8199999999999932,12.4,9.2,-3.2,0.4,0.4,2.244994432064365,26,1,0,0,1,,98.0,
3,JGP25,Japan,RACEPODIUM,TSU,Red Bull Racing,0,12,0.042,0.958,0.0236,-0.0184,0.034999999999999996,15,1.016999999999996,1.016999999999996,0.00037514067775417206,87.967,,2.5109999999999957,,,1.0,0.8199999999999932,12.4,9.2,-3.2,0.4,0.4,2.244994432064365,26,1,0,0,1,-0.008,755.0,754.0
4,BGP25,Bahrain,RACE,PIA,McLaren,1,1,0.6913,0.3087,0.5,-0.1913,,1,0.0,-0.42600000000000193,-0.016970850840336157,91.392,89.841,0.0,,,5.0,0.0,5.2,2.4,-2.8,0.0,11.6,3.6,27,1,0,0,0,0.002509803921568632,11374.0,0.26504282059837614
4,BGP25,Bahrain,RACEPODIUM,PIA,McLaren,1,1,0.92,0.08,0.7969,-0.1231,0.6913333333333332,1,0.0,-0.42600000000000193,-0.016970850840336157,91.392,89.841,0.0,,,5.0,0.0,5.2,2.4,-2.8,0.0,11.6,3.6,27,1,0,0,0,0.04400000000000004,63.0,0.3695652173913043
4,BGP25,Bahrain,RACE,RUS,Mercedes,0,2,0.1071,0.8929,0.2344,0.1272,,2,0.16800000000000637,-0.20399999999999352,-0.016230572496557145,91.494,90.009,0.527000000000001,,,3.0,1.1809999999999974,4.0,3.6,-0.4,0.0,12.4,0.8944271909999159,27,2,0,0,0,-0.021626373626373582,8273.0,0.12542511222962863
4,BGP25,Bahrain,RACEPODIUM,RUS,Mercedes,1,2,0.6067,0.3933,0.7109,0.1043,0.10714285714285716,2,0.16800000000000637,-0.20399999999999352,-0.016230572496557145,91.494,90.009,0.527000000000001,,,3.0,1.1809999999999974,4.0,3.6,-0.4,0.0,12.4,0.8944271909999159,27,2,0,0,0,-0.02833333333333332,1019.0,0.18764568764568765
4,BGP25,Bahrain,RACE,LEC,Ferrari,0,4,0.08,0.92,0.1172,0.0372,,3,0.3340000000000032,-0.5970000000000084,-0.013985172873794437,91.454,90.175,0.5400000000000063,,,5.0,0.8340000000000032,7.0,8.2,1.2,0.2,9.8,5.865151319446072,27,1,0,0,0,0.009591836734693895,10599.0,0.22815758980301273
4,BGP25,Bahrain,RACEPODIUM,LEC,Ferrari,0,4,0.5033,0.4967,0.5312,0.0279,0.08000000000000002,3,0.3340000000000032,-0.5970000000000084,-0.013985172873794437,91.454,90.175,0.5400000000000063,,,5.0,0.8340000000000032,7.0,8.2,1.2,0.2,9.8,5.865151319446072,27,1,0,0,0,0.11047619047619056,575.0,0.2554585152838428
4,BGP25,Bahrain,RACE,ANT,Mercedes,0,11,0.02,0.98,0.0391,0.0191,,4,0.3719999999999999,0.20399999999999352,-0.013148826778975138,91.415,90.213,0.7220000000000084,,,3.0,1.269999999999996,5.333333333333333,10.0,4.666666666666667,0.0,9.333333333333334,0.9428090415820634,3,2,0,0,0,-0.004285714285714282,1312.0,0.007680491551459293
4,BGP25,Bahrain,RACEPODIUM,ANT,Mercedes,0,11,0.18,0.82,0.3516,0.1716,0.02,4,0.3719999999999999,0.20399999999999352,-0.013148826778975138,91.415,90.213,0.7220000000000084,,,3.0,1.269999999999996,5.333333333333333,10.0,4.666666666666667,0.0,9.333333333333334,0.9428090415820634,3,2,0,0,0,-0.0057142857142856995,301.0,0.46116504854368934
4,BGP25,Bahrain,RACE,GAS,Alpine,0,7,0.02,0.98,0.0156,-0.0044,,5,0.375,-1.0290000000000106,-0.013623144037961221,91.462,90.216,1.4420000000000073,,,5.0,1.328000000000003,11.2,10.4,-0.8,0.2,3.2,5.230678732248808,27,3,0,0,0,0.0,351.0,0.6635071090047393
4,BGP25,Bahrain,RACEPODIUM,GAS,Alpine,0,7,0.075,0.925,0.1875,0.1125,0.02,5,0.375,-1.0290000000000106,-0.013623144037961221,91.462,90.216,1.4420000000000073,,,5.0,1.328000000000003,11.2,10.4,-0.8,0.2,3.2,5.230678732248808,27,3,0,0,0,0.009000000000000008,287.0,0.28699551569506726
4,BGP25,Bahrain,RACE,NOR,McLaren,0,3,0.1566,0.8434,0.0312,-0.1253,,6,0.42600000000000193,0.42600000000000193,-0.009219928216273212,91.107,90.267,0.15400000000001057,,,3.0,0.6679999999999922,3.2,2.0,-1.2,0.0,17.6,3.4292856398964493,27,1,0,0,0,-0.04223454157782516,10842.0,0.3181762917933131
4,BGP25,Bahrain,RACEPODIUM,NOR,McLaren,1,3,0.6025,0.3975,0.1172,-0.4853,0.15657142857142858,6,0.42600000000000193,0.42600000000000193,-0.009219928216273212,91.107,90.267,0.15400000000001057,,,3.0,0.6679999999999922,3.2,2.0,-1.2,0.0,17.6,3.4292856398964493,27,1,0,0,0,-0.14749999999999996,901.0,900.0
4,BGP25,Bahrain,RACE,VER,Red Bull Racing,0,6,0.0443,0.9557,0.0079,-0.0364,,7,0.5820000000000078,-0.8799999999999955,-0.009638237516839485,91.303,90.423,0.8250000000000028,,,2.0,1.3810000000000002,2.8,2.8,0.0,0.0,17.6,1.9390719429665317,27,1,0,0,0,-0.002488479262672809,5295.0,0.27559624186942905
4,BGP25,Bahrain,RACEPODIUM,VER,Red Bull Racing,0,6,0.2471,0.7529,0.0709,-0.1763,0.044285714285714296,7,0.5820000000000078,-0.8799999999999955,-0.009638237516839485,91.303,90.423,0.8250000000000028,,,2.0,1.3810000000000002,2.8,2.8,0.0,0.0,17.6,1.9390719429665317,27,1,0,0,0,-0.10131868131868135,953.0,2.582706766917293
4,BGP25,Bahrain,RACE,HAM,Ferrari,0,5,0.02,0.98,0.0078,-0.0122,,9,0.9310000000000116,0.5970000000000084,-0.004900294894703829,91.219,90.772,1.070999999999998,,,3.0,1.4650000000000034,10.4,8.6,-1.8,0.2,3.8,5.083306010855534,27,1,0,0,0,-0.009999999999999998,294.0,12.363636363636363
4,BGP25,Bahrain,RACEPODIUM,HAM,Ferrari,0,5,0.066,0.934,0.0156,-0.0504,0.02,9,0.9310000000000116,0.5970000000000084,-0.004900294894703829,91.219,90.772,1.070999999999998,,,3.0,1.4650000000000034,10.4,8.6,-1.8,0.2,3.8,5.083306010855534,27,1,0,0,0,,182.0,0.0
4,BGP25,Bahrain,RACE,TSU,Red Bull Racing,0,9,0.02,0.98,0.0236,0.0036,,10,1.4620000000000033,0.8799999999999955,-0.004882780569149192,91.751,91.303,1.5190000000000055,,,3.0,3.3190000000000026,13.0,10.6,-2.4,0.4,0.0,1.5491933384829668,27,1,0,0,0,0.01,103.0,0.10752688172043011
4,BGP25,Bahrain,RACEPODIUM,TSU,Red Bull Racing,0,9,0.075,0.925,0.0472,-0.0278,0.02,10,1.4620000000000033,0.8799999999999955,-0.004882780569149192,91.751,91.303,1.5190000000000055,,,3.0,3.3190000000000026,13.0,10.6,-2.4,0.4,0.0,1.5491933384829668,27,1,0,0,0,,99.0,0.0
4,BGP25,Bahrain,RACE,ALB,Williams,0,12,0.02,0.98,0.0,-0.02,,15,2.1990000000000123,1.3599999999999994,,92.04,,1.1910000000000025,,,3.0,2.1069999999999993,9.4,11.8,2.4,0.4,3.6,3.440930106817051,27,3,0,0,0,,10.0,
5,SAGP25,Saudi Arabia,RACE,VER,Red Bull Racing,0,2,0.4548,0.5452,0.5,0.0452,,1,0.0,-0.9099999999999966,-0.005513910091366958,87.778,87.294,0.28000000000000114,,,3.0,0.8449999999999989,3.8,3.8,0.0,0.0,14.2,2.039607805437114,28,1,1,1,0,0.024373655913978498,26968.0,2.0209476867928755
5,SAGP25,Saudi Arabia,RACEPODIUM,VER,Red Bull Racing,1,2,0.68,0.32,0.7969,0.1169,0.45475000000000004,1,0.0,-0.9099999999999966,-0.005513910091366958,87.778,87.294,0.28000000000000114,,,3.0,0.8449999999999989,3.8,3.8,0.0,0.0,14.2,2.039607805437114,28,1,1,1,0,-0.12874999999999992,5078.0,2.7614814814814816
5,SAGP25,Saudi Arabia,RACE,PIA,McLaren,1,1,0.4596,0.5404,0.2344,-0.2252,,2,0.010000000000005116,-0.1769999999999925,-0.006791731607148886,87.901,87.304,0.16300000000001091,,,8.0,0.02400000000000091,4.8,1.8,-3.0,0.0,13.6,3.9191835884530852,28,1,1,1,0,-0.02792216981132073,9458.0,0.5970955758189801
5,SAGP25,Saudi Arabia,RACEPODIUM,PIA,McLaren,1,1,0.7967,0.2033,0.7109,-0.0857,0.45962499999999995,2,0.010000000000005116,-0.1769999999999925,-0.006791731607148886,87.901,87.304,0.16300000000001091,,,8.0,0.02400000000000091,4.8,1.8,-3.0,0.0,13.6,3.9191835884530852,28,1,1,1,0,-0.013333333333333197,1092.0,0.027281279397930385
5,SAGP25,Saudi Arabia,RACE,RUS,Mercedes,0,5,0.0566,0.9434,0.1172,0.0606,,3,0.11299999999999955,-0.4590000000000032,-0.00991142022156272,88.282,87.407,0.7060000000000031,,,2.0,0.6269999999999953,3.6,4.0,0.4,0.0,13.6,1.2,28,2,1,1,0,-0.011786727169597278,3171.0,1.2036136205698402
5,SAGP25,Saudi Arabia,RACEPODIUM,RUS,Mercedes,0,5,0.5291,0.4709,0.5312,0.0021,0.05658536585365853,3,0.11299999999999955,-0.4590000000000032,-0.00991142022156272,88.282,87.407,0.7060000000000031,,,2.0,0.6269999999999953,3.6,4.0,0.4,0.0,13.6,1.2,28,2,1,1,0,0.012246305418719294,3375.0,0.6296475132786093
5,SAGP25,Saudi Arabia,RACE,LEC,Ferrari,0,3,0.0216,0.9784,0.0391,0.0175,,4,0.3760000000000048,-0.5309999999999917,-0.009960249345017673,88.552,87.67,0.4819999999999993,,,3.0,0.8829999999999956,7.4,7.6,0.2,0.2,8.6,5.571355310873648,28,1,1,1,0,0.0020545454545454513,3255.0,0.9847560975609756
5,SAGP25,Saudi Arabia,RACEPODIUM,LEC,Ferrari,1,3,0.1611,0.8389,0.3516,0.1905,0.0216,4,0.3760000000000048,-0.5309999999999917,-0.009960249345017673,88.552,87.67,0.4819999999999993,,,3.0,0.8829999999999956,7.4,7.6,0.2,0.2,8.6,5.571355310873648,28,1,1,1,0,0.0010526315789473606,2946.0,1.2557427258805514
5,SAGP25,Saudi Arabia,RACE,ANT,Mercedes,0,6,0.01,0.99,0.0156,0.0056,,5,0.5720000000000027,0.4590000000000032,-0.0029729484386347184,88.128,87.866,0.9750000000000085,,,5.0,1.1899999999999977,6.75,8.75,2.0,0.0,7.0,2.5860201081971503,4,2,1,1,0,-0.004999999999999999,1127.0,0.20663811563169165
5,SAGP25,Saudi Arabia,RACEPODIUM,ANT,Mercedes,0,6,0.07,0.93,0.1875,0.1175,0.01,5,0.5720000000000027,0.4590000000000032,-0.0029729484386347184,88.128,87.866,0.9750000000000085,,,5.0,1.1899999999999977,6.75,8.75,2.0,0.0,7.0,2.5860201081971503,4,2,1,1,0,0.017857142857142863,1759.0,0.15799868334430547
5,SAGP25,Saudi Arabia,RACE,SAI,Williams,0,8,0.01,0.99,0.0312,0.0212,,6,0.8700000000000045,0.05500000000000682,-0.002150440274350881,88.354,88.164,0.6749999999999972,,,5.0,1.0809999999999889,12.6,10.2,-2.4,0.4,3.8,6.1838499334961226,27,3,1,1,0,0.0,279.0,2.0
5,SAGP25,Saudi Arabia,RACEPODIUM,SAI,Williams,0,8,0.05,0.95,0.1172,0.0672,0.01,6,0.8700000000000045,0.05500000000000682,-0.002150440274350881,88.354,88.164,0.6749999999999972,,,5.0,1.0809999999999889,12.6,10.2,-2.4,0.4,3.8,6.1838499334961226,27,3,1,1,0,0.019000000000000003,901.0,0.06627218934911243
5,SAGP25,Saudi Arabia,RACE,HAM,Ferrari,0,7,0.015,0.985,0.0079,-0.0071,,7,0.9069999999999965,0.5309999999999917,-0.0019350020368443226,88.372,88.201,1.1039999999999992,,,5.0,1.2909999999999968,9.0,9.2,0.2,0.2,5.8,5.403702434442518,28,1,1,1,0,0.0016666666666666653,1588.0,0.5447470817120622
5,SAGP25,Saudi Arabia,RACEPODIUM,HAM,Ferrari,0,7,0.0533,0.9467,0.0709,0.0175,0.015,7,0.9069999999999965,0.5309999999999917,-0.0019350020368443226,88.372,88.201,1.1039999999999992,,,5.0,1.2909999999999968,9.0,9.2,0.2,0.2,5.8,5.403702434442518,28,1,1,1,0,0.0015151515151514972,1787.0,0.7887887887887888
5,SAGP25,Saudi Arabia,RACE,TSU,Red Bull Racing,0,19,0.01,0.99,0.0079,-0.0021,,8,0.9099999999999966,0.9099999999999966,-0.0002493595992111801,88.226,88.204,0.695999999999998,,,4.0,1.1809999999999974,12.2,9.8,-2.4,0.4,0.4,2.2271057451320084,28,1,1,1,0,,230.0,
5,SAGP25,Saudi Arabia,RACEPODIUM,TSU,Red Bull Racing,0,19,0.02,0.98,0.0236,0.0036,0.01,8,0.9099999999999966,0.9099999999999966,-0.0002493595992111801,88.226,88.204,0.695999999999998,,,4.0,1.1809999999999974,12.2,9.8,-2.4,0.4,0.4,2.2271057451320084,28,1,1,1,0,,180.0,0.0
5,SAGP25,Saudi Arabia,RACE,GAS,Alpine,0,20,0.01,0.99,0.0078,-0.0022,,9,1.0730000000000075,-0.3719999999999999,-0.0006107146492349333,88.421,88.367,0.8389999999999986,,,4.0,1.1359999999999957,11.6,9.0,-2.6,0.2,2.4,4.8,28,3,1,1,0,,186.0,
5,SAGP25,Saudi Arabia,RACE,NOR,McLaren,0,4,0.0532,0.9468,0.0236,-0.0296,,10,0.1869999999999976,0.1769999999999925,-0.0036899948750072574,87.805,,0.0,,,5.0,0.0,1.8,2.6,0.8,0.0,20.2,0.7483314773547883,28,1,1,1,0,-0.003637566137566106,4619.0,0.8071205007824727
5,SAGP25,Saudi Arabia,RACEPODIUM,NOR,McLaren,0,4,0.395,0.605,0.0472,-0.3478,0.05321428571428573,10,0.1869999999999976,0.1769999999999925,-0.0036899948750072574,87.805,,0.0,,,5.0,0.0,1.8,2.6,0.8,0.0,20.2,0.7483314773547883,28,1,1,1,0,-0.025000000000000022,3313.0,1.0337630448127686
5,SAGP25,Saudi Arabia,RACE,ALB,Williams,0,9,0.01,0.99,0.0,-0.01,,11,0.8149999999999977,-0.05500000000000682,-0.0019257127969279412,88.279,,0.953000000000003,,,4.0,0.8999999999999915,8.8,11.6,2.8,0.2,3.6,2.5612496949731396,28,3,1,1,0,,295.0,
5,SAGP25,Saudi Arabia,RACE,LAW,Racing Bulls,0,12,0.01,0.99,0.0,-0.01,,12,0.8970000000000056,-0.22700000000000387,-0.004177911270197994,88.561,,1.2210000000000036,,,5.0,1.3719999999999999,15.4,16.0,0.6,0.4,0.0,1.8547236990991407,10,3,1,1,0,,373.0,
5,SAGP25,Saudi Arabia,RACE,ALO,Aston Martin,0,11,0.01,0.99,0.0,-0.01,,13,1.0090000000000003,-0.34199999999999875,-0.0027668609115960217,88.548,,1.3950000000000102,,,4.0,1.399000000000001,13.8,11.6,-2.2,0.4,0.4,3.249615361854384,28,2,1,1,0,0.0,1466.0,14.763440860215054
5,SAGP25,Saudi Arabia,RACE,HAD,Racing Bulls,0,10,0.01,0.99,0.0079,-0.0021,,14,1.1240000000000094,0.22700000000000387,-0.0017274277133598084,88.571,,1.0390000000000015,,,4.0,1.2800000000000011,13.0,9.25,-3.75,0.25,1.0,4.415880433163924,4,3,1,1,0,,193.0,
5,SAGP25,Saudi Arabia,RACE,BEA,Haas F1 Team,0,13,0.01,0.99,0.0,-0.01,,15,1.3539999999999992,-0.4440000000000026,0.0012650221378873539,88.536,,1.487000000000009,,,5.0,1.5,10.8,16.4,5.6,0.0,1.2,2.0396078054371136,7,3,1,1,0,,93.0,
5,SAGP25,Saudi Arabia,RACE,STR,Aston Martin,0,16,0.01,0.99,0.0,-0.01,,16,1.350999999999999,0.34199999999999875,,88.645,,1.740000000000009,,,4.0,1.98899999999999,13.2,15.8,2.6,0.4,2.0,5.1146847410177685,28,2,1,1,0,,286.0,
5,SAGP25,Saudi Arabia,RACE,DOO,Alpine,0,17,0.01,0.99,0.0078,-0.0022,,17,1.4450000000000074,0.3719999999999999,,88.739,,1.6450000000000102,,,4.0,1.4089999999999918,15.2,15.8,0.6,0.4,0.0,2.0396078054371136,5,3,1,1,0,,473.0,
5,SAGP25,Saudi Arabia,RACE,HUL,Kick Sauber,0,15,0.01,0.99,0.0,-0.01,,18,1.4879999999999995,-0.6800000000000068,,88.782,,0.9260000000000019,,,4.0,1.7309999999999945,13.2,13.6,0.4,0.4,2.0,4.955804677345547,28,3,1,1,0,,193.0,
5,SAGP25,Saudi Arabia,RACE,OCO,Haas F1 Team,0,14,0.01,0.99,0.0,-0.01,,19,1.7980000000000018,0.4440000000000026,,89.092,,1.7520000000000095,,,5.0,1.8469999999999942,12.8,16.4,3.6,0.2,2.8,5.706137047074843,27,3,1,1,0,,293.0,
5,SAGP25,Saudi Arabia,RACE,BOR,Kick Sauber,0,18,0.01,0.99,0.0,-0.01,,20,2.1680000000000064,0.6800000000000068,,89.462,,,,,,1.9209999999999923,16.75,17.25,0.5,0.5,0.0,1.920286436967152,4,3,1,1,0,,408.0,
