round,event_code,race_name,market_type,driver,team,outcome,finish_pos,yes_price,no_price,base_rate,edge_vs_base,cross_winner_price,grid_pos,gap_to_pole,gap_to_teammate,q_improvement,q1_sec,q3_sec,fp2_best_delta,fp2_lr_delta,fp2_lr_std,fp2_n_laps,fp3_best_delta,rolling_avg_finish,rolling_avg_grid,rolling_avg_gained,rolling_dnf_rate,rolling_avg_points,rolling_consistency,n_prior_races,team_tier,is_street_circuit,is_high_attrition,is_home_race,price_drift,total_volume,volume_ratio
16,ITAGP25,Italy,RACE,RUS,Mercedes,0,5,0.0115,0.9885,0.0312,0.0198,,6,0.3649999999999949,-0.043000000000006366,-0.003236205203112864,79.414,79.157,0.39799999999999613,0.382000000000005,0.41051421213807887,12.0,0.1839999999999975,5.4,4.8,-0.6,0.0,9.6,2.4166091947189146,39,2,0,0,0,-0.009768518518518515,32429.0,15.238858287431146
16,ITAGP25,Italy,RACEPODIUM,RUS,Mercedes,0,5,0.1404,0.8596,0.1172,-0.0232,0.011481481481481483,6,0.3649999999999949,-0.043000000000006366,-0.003236205203112864,79.414,79.157,0.39799999999999613,0.382000000000005,0.41051421213807887,12.0,0.1839999999999975,5.4,4.8,-0.6,0.0,9.6,2.4166091947189146,39,2,0,0,0,-0.012296296296296277,27854.0,2.97800628391888
16,ITAGP25,Italy,RACE,ANT,Mercedes,0,9,0.01,0.99,0.0079,-0.0021,,7,0.40800000000000125,0.043000000000006366,-0.006859192195317655,79.747,79.2,1.4890000000000043,,,1.0,0.3649999999999949,15.4,12.8,-2.6,0.6,0.2,2.939387691339814,15,2,0,0,1,0.0,75.0,2.0
16,ITAGP25,Italy,RACEPODIUM,ANT,Mercedes,0,9,0.0411,0.9589,0.0709,0.0298,0.01,7,0.40800000000000125,0.043000000000006366,-0.006859192195317655,79.747,79.2,1.4890000000000043,,,1.0,0.3649999999999949,15.4,12.8,-2.6,0.6,0.2,2.939387691339814,15,2,0,0,1,-0.005888888888888881,18077.0,0.5719130434782609
16,ITAGP25,Italy,RACE,BOR,Kick Sauber,0,8,0.01,0.99,0.0079,-0.0021,,8,0.597999999999999,-0.10800000000000409,-0.0037395843790784286,79.688,79.39,0.5969999999999942,0.45650000000000546,0.3023783501950293,9.0,0.22700000000000387,11.2,10.8,-0.4,0.4,2.8,4.534313619501853,15,3,0,0,0,,96.0,
16,ITAGP25,Italy,RACEPODIUM,BOR,Kick Sauber,0,8,0.0283,0.9717,0.0236,-0.0047,0.01,8,0.597999999999999,-0.10800000000000409,-0.0037395843790784286,79.688,79.39,0.5969999999999942,0.45650000000000546,0.3023783501950293,9.0,0.22700000000000387,11.2,10.8,-0.4,0.4,2.8,4.534313619501853,15,3,0,0,0,-0.001666666666666667,8530.0,6.9201485608170845
16,ITAGP25,Italy,RACE,ALO,Aston Martin,0,19,0.01,0.99,0.0078,-0.0022,,9,0.632000000000005,-0.5239999999999867,-0.002937558060709466,79.658,79.424,0.7669999999999959,1.1680000000000064,0.46846242111827885,10.0,0.5300000000000011,9.2,10.6,1.4,0.2,4.4,4.1182520563948,39,2,0,0,0,,656.0,
16,ITAGP25,Italy,RACEPODIUM,ALO,Aston Martin,0,19,0.02,0.98,0.0156,-0.0044,0.01,9,0.632000000000005,-0.5239999999999867,-0.002937558060709466,79.658,79.424,0.7669999999999959,1.1680000000000064,0.46846242111827885,10.0,0.5300000000000011,9.2,10.6,1.4,0.2,4.4,4.1182520563948,39,2,0,0,0,0.0020000000000000018,3375.0,1.033132530120482
16,ITAGP25,Italy,RACE,TSU,Red Bull Racing,0,13,0.01,0.99,0.0236,0.0136,,10,0.7270000000000039,0.7270000000000039,-0.0012559816124291226,79.619,79.519,0.39100000000000534,1.1910000000000025,0.18215669415228605,12.0,0.7279999999999944,14.0,13.6,-0.4,0.6,0.4,2.8284271247461903,39,1,0,0,0,,50.0,
16,ITAGP25,Italy,RACEPODIUM,TSU,Red Bull Racing,0,13,0.03,0.97,0.0472,0.0172,0.01,10,0.7270000000000039,0.7270000000000039,-0.0012559816124291226,79.619,79.519,0.39100000000000534,1.1910000000000025,0.18215669415228605,12.0,0.7279999999999944,14.0,13.6,-0.4,0.6,0.4,2.8284271247461903,39,1,0,0,0,0.015,5977.0,5.180972078593588
16,ITAGP25,Italy,RACE,BEA,Haas F1 Team,0,12,0.01,0.99,0.0,-0.01,,11,0.6539999999999964,-0.2609999999999957,-0.0030368436903925864,79.688,,0.7289999999999992,1.1359999999999957,0.33500812593793067,14.0,0.8780000000000001,11.8,15.2,3.4,0.4,1.6,4.534313619501853,18,3,0,0,0,0.0,100.0,1.0
16,ITAGP25,Italy,RACE,HUL,Kick Sauber,0,20,0.01,0.99,0.0,-0.01,,12,0.7060000000000031,0.10800000000000409,-0.0034972485804178693,79.777,,0.36299999999999955,0.7385000000000019,0.408436577083886,13.0,0.4059999999999917,10.2,17.6,7.4,0.4,3.4,3.9698866482558417,39,3,0,0,0,,96.0,
16,ITAGP25,Italy,RACEPODIUM,HUL,Kick Sauber,0,20,0.0167,0.9833,0.0234,0.0068,0.01,12,0.7060000000000031,0.10800000000000409,-0.0034972485804178693,79.777,,0.36299999999999955,0.7385000000000019,0.408436577083886,13.0,0.4059999999999917,10.2,17.6,7.4,0.4,3.4,3.9698866482558417,39,3,0,0,0,0.006666666666666666,2150.0,1.0476190476190477
16,ITAGP25,Italy,RACE,SAI,Williams,0,11,0.01,0.99,0.0,-0.01,,13,0.7360000000000042,-0.05499999999999261,-0.00145648134197177,79.644,,0.09600000000000364,0.3569999999999993,0.3963911179218676,12.0,0.5759999999999934,15.4,13.4,-2.0,0.4,0.0,3.0724582991474434,38,3,0,0,0,0.0,250.0,0.25
16,ITAGP25,Italy,RACEPODIUM,SAI,Williams,0,11,0.0443,0.9557,0.0079,-0.0363,0.01,13,0.7360000000000042,-0.05499999999999261,-0.00145648134197177,79.644,,0.09600000000000364,0.3569999999999993,0.3963911179218676,12.0,0.5759999999999934,15.4,13.4,-2.0,0.4,0.0,3.0724582991474434,38,3,0,0,0,,1076.0,0.0
16,ITAGP25,Italy,RACE,ALB,Williams,0,7,0.01,0.99,0.0079,-0.0021,,14,0.7909999999999968,0.05499999999999261,-0.0031814822701254418,79.837,,0.30100000000000193,0.5975000000000108,0.2641171877952814,9.0,0.3889999999999958,10.2,12.8,2.6,0.4,4.4,4.874423042781576,39,3,0,0,0,,96.0,
16,ITAGP25,Italy,RACEPODIUM,ALB,Williams,0,7,0.01,0.99,0.0157,0.0057,0.01,14,0.7909999999999968,0.05499999999999261,-0.0031814822701254418,79.837,,0.30100000000000193,0.5975000000000108,0.2641171877952814,9.0,0.3889999999999958,10.2,12.8,2.6,0.4,4.4,4.874423042781576,39,3,0,0,0,-0.020000000000000004,5174.0,28.735632183908045
16,ITAGP25,Italy,RACE,OCO,Haas F1 Team,0,15,0.01,0.99,0.0,-0.01,,15,0.914999999999992,0.2609999999999957,-0.0013656409742408648,79.816,,0.7759999999999962,0.6414999999999935,0.2339818369019266,13.0,0.972999999999999,12.8,15.4,2.6,0.4,0.4,2.4819347291981715,38,3,0,0,0,0.0,196.0,0.96
16,ITAGP25,Italy,RACE,HAD,Racing Bulls,0,10,0.01,0.99,0.0,-0.01,,16,1.125,-0.36199999999999477,,79.917,,0.5049999999999955,0.6389999999999958,0.3256816399680012,11.0,0.27199999999999136,12.6,9.4,-3.2,0.8,3.0,5.817215828899594,15,3,0,0,0,0.0,150.0,0.5
16,ITAGP25,Italy,RACEPODIUM,HAD,Racing Bulls,0,10,0.01,0.99,0.0,-0.01,0.01,16,1.125,-0.36199999999999477,,79.917,,0.5049999999999955,0.6389999999999958,0.3256816399680012,11.0,0.27199999999999136,12.6,9.4,-3.2,0.8,3.0,5.817215828899594,15,3,0,0,0,-0.026999999999999996,10498.0,2.0011435105774726
16,ITAGP25,Italy,RACE,STR,Aston Martin,0,18,0.01,0.99,0.0078,-0.0022,,17,1.1559999999999917,0.5239999999999867,,79.948,,0.6500000000000057,1.1269999999999953,0.25894354597092983,11.0,0.9159999999999968,9.8,14.8,5.0,0.2,3.6,3.4292856398964493,38,2,0,0,0,0.0,52.0,25.0
16,ITAGP25,Italy,RACE,COL,Alpine,0,17,0.01,0.99,0.0,-0.01,,18,1.2000000000000028,-0.11099999999999,,79.992,,1.6859999999999928,1.1539999999999964,0.28348127475389895,18.0,0.703000000000003,16.6,15.8,-0.8,0.6,0.0,3.2619012860600183,18,3,0,0,0,,50.0,
16,ITAGP25,Italy,RACE,GAS,Alpine,0,16,0.01,0.99,0.0,-0.01,,19,1.3109999999999928,0.11099999999999,,80.103,,1.2240000000000038,0.8435000000000059,0.2456862271724286,16.0,0.9159999999999968,13.0,12.2,-0.8,0.4,1.8,4.69041575982343,39,3,0,0,0,,50.0,
16,ITAGP25,Italy,RACE,LAW,Racing Bulls,0,14,0.01,0.99,0.0,-0.01,,20,1.4869999999999948,0.36199999999999477,,80.279,,0.9330000000000069,1.0190000000000055,0.4019524571112591,13.0,0.8010000000000019,10.6,9.4,-1.2,0.2,3.2,4.63033476111609,21,3,0,0,0,,50.0,
17,AZEGP25,Azerbaijan,RACE,VER,Red Bull Racing,1,1,0.6881,0.3119,0.5,-0.1881,,1,0.0,-1.0259999999999962,-0.002111890734326106,101.331,101.117,0.6089999999999947,,,9.0,0.2219999999999942,4.2,3.4,-0.8,0.0,13.4,2.7856776554368237,40,1,1,1,0,0.0638176346487963,162449.0,0.7515661221629198
17,AZEGP25,Azerbaijan,RACEPODIUM,VER,Red Bull Racing,1,1,0.8509,0.1491,0.7969,-0.054,0.6881372549019608,1,0.0,-1.0259999999999962,-0.002111890734326106,101.331,101.117,0.6089999999999947,,,9.0,0.2219999999999942,4.2,3.4,-0.8,0.0,13.4,2.7856776554368237,40,1,1,1,0,-0.03294143783879866,39434.0,0.3465596721871265
17,AZEGP25,Azerbaijan,RACE,SAI,Williams,0,3,0.0375,0.9625,0.2344,0.1969,,2,0.47799999999999443,-2.183000000000007,-0.0101329955668145,102.635,101.595,0.9619999999999891,0.12399999999999523,0.45474016458187394,13.0,1.2630000000000052,13.6,12.2,-1.4,0.2,0.0,2.4166091947189146,39,3,1,1,0,-0.004429165334186115,44447.0,0.5462515220038268
17,AZEGP25,Azerbaijan,RACEPODIUM,SAI,Williams,1,3,0.1653,0.8347,0.7109,0.5456,0.03745762711864407,2,0.47799999999999443,-2.183000000000007,-0.0101329955668145,102.635,101.595,0.9619999999999891,0.12399999999999523,0.45474016458187394,13.0,1.2630000000000052,13.6,12.2,-1.4,0.2,0.0,2.4166091947189146,39,3,1,1,0,-0.028599999999999987,40984.0,0.5995004488155173
17,AZEGP25,Azerbaijan,RACE,LAW,Racing Bulls,0,5,0.01,0.99,0.1172,0.1072,,3,0.5899999999999892,-0.6650000000000063,-0.005378604887685061,102.257,101.707,0.695999999999998,0.7249999999999943,0.1794608706142717,9.0,0.9230000000000018,12.2,11.8,-0.4,0.2,1.6,4.1182520563948,22,3,1,1,0,-3.469446951953614e-18,9532.0,0.29300054259359737
17,AZEGP25,Azerbaijan,RACEPODIUM,LAW,Racing Bulls,0,5,0.1,0.9,0.5312,0.4312,0.009999999999999998,3,0.5899999999999892,-0.6650000000000063,-0.005378604887685061,102.257,101.707,0.695999999999998,0.7249999999999943,0.1794608706142717,9.0,0.9230000000000018,12.2,11.8,-0.4,0.2,1.6,4.1182520563948,22,3,1,1,0,0.03924528301886793,10082.0,0.1210941843656177
17,AZEGP25,Azerbaijan,RACE,ANT,Mercedes,0,4,0.018,0.982,0.0391,0.0211,,4,0.5999999999999943,-0.35299999999999443,-0.0051835261670269165,102.247,101.717,0.48599999999999,0.6549999999999869,0.3591575698770652,8.0,0.6530000000000058,13.4,12.2,-1.2,0.4,0.6,3.2,16,2,1,1,0,0.006636363636363633,11888.0,0.5749867514573397
17,AZEGP25,Azerbaijan,RACEPODIUM,ANT,Mercedes,0,4,0.2054,0.7946,0.3516,0.1461,0.018,4,0.5999999999999943,-0.35299999999999443,-0.0051835261670269165,102.247,101.717,0.48599999999999,0.6549999999999869,0.3591575698770652,8.0,0.6530000000000058,13.4,12.2,-1.2,0.4,0.6,3.2,16,2,1,1,0,0.09186111111111112,22078.0,0.9698429693076374
17,AZEGP25,Azerbaijan,RACE,RUS,Mercedes,0,2,0.03,0.97,0.0156,-0.0144,,5,0.9529999999999887,0.35299999999999443,0.004171339747751927,101.646,102.07,0.47699999999998965,,,7.0,0.7409999999999997,5.4,4.8,-0.6,0.0,9.6,2.4166091947189146,40,2,1,1,0,-0.01257142857142857,20841.0,3.5159263271939327
17,AZEGP25,Azerbaijan,RACEPODIUM,RUS,Mercedes,1,2,0.3316,0.6684,0.1875,-0.1441,0.030000000000000002,5,0.9529999999999887,0.35299999999999443,0.004171339747751927,101.646,102.07,0.47699999999998965,,,7.0,0.7409999999999997,5.4,4.8,-0.6,0.0,9.6,2.4166091947189146,40,2,1,1,0,-0.01788717948717944,25610.0,1.7337745516652434
17,AZEGP25,Azerbaijan,RACE,TSU,Red Bull Racing,0,6,0.01,0.99,0.0312,0.0212,,6,1.0259999999999962,1.0259999999999962,-0.001993219146628563,102.347,102.143,1.1509999999999962,0.3709999999999951,0.5057008601930569,8.0,1.6170000000000044,13.4,11.8,-1.6,0.4,0.4,2.65329983228432,40,1,1,1,0,,772.0,0.0
17,AZEGP25,Azerbaijan,RACEPODIUM,TSU,Red Bull Racing,0,6,0.075,0.925,0.1172,0.0422,0.01,6,1.0259999999999962,1.0259999999999962,-0.001993219146628563,102.347,102.143,1.1509999999999962,0.3709999999999951,0.5057008601930569,8.0,1.6170000000000044,13.4,11.8,-1.6,0.4,0.4,2.65329983228432,40,1,1,1,0,0.023749999999999993,1585.0,0.034595300261096605
17,AZEGP25,Azerbaijan,RACE,NOR,McLaren,0,7,0.1403,0.8597,0.0079,-0.1325,,7,1.1219999999999999,0.8250000000000028,0.009050354315943246,101.322,102.239,0.9059999999999917,,,1.0,0.0,4.8,2.2,-2.6,0.2,17.2,6.615134163416491,40,1,1,1,0,-0.03960173360543642,66956.0,0.49588918677390526
17,AZEGP25,Azerbaijan,RACEPODIUM,NOR,McLaren,0,7,0.6623,0.3377,0.0709,-0.5914,0.1403355704697987,7,1.1219999999999999,0.8250000000000028,0.009050354315943246,101.322,102.239,0.9059999999999917,,,1.0,0.0,4.8,2.2,-2.6,0.2,17.2,6.615134163416491,40,1,1,1,0,-0.05347464788732359,28910.0,0.8260485093481557
17,AZEGP25,Azerbaijan,RACE,HAD,Racing Bulls,0,10,0.01,0.99,0.0079,-0.0021,,8,1.2549999999999955,0.6650000000000063,0.007043361926497147,101.656,102.372,1.1499999999999915,1.3429999999999893,0.14297608191582234,10.0,1.043999999999997,12.2,10.6,-1.6,0.6,3.2,5.912698199637793,16,3,1,1,0,0.0,887.0,0.12706480304955528
17,AZEGP25,Azerbaijan,RACEPODIUM,HAD,Racing Bulls,0,10,0.1,0.9,0.0236,-0.0764,0.01,8,1.2549999999999955,0.6650000000000063,0.007043361926497147,101.656,102.372,1.1499999999999915,1.3429999999999893,0.14297608191582234,10.0,1.043999999999997,12.2,10.6,-1.6,0.6,3.2,5.912698199637793,16,3,1,1,0,-0.052222222222222225,1750.0,0.32075471698113206
17,AZEGP25,Azerbaijan,RACE,PIA,McLaren,0,20,0.093,0.907,0.0078,-0.0852,,9,0.29699999999999704,-0.8250000000000028,-0.004173253861487222,101.839,,1.0019999999999953,0.7279999999999944,0.6058539097835368,8.0,0.2540000000000049,1.8,2.0,0.2,0.0,20.2,0.7483314773547883,40,1,1,1,0,-0.02870114942528737,102331.0,0.4502487209648389
17,AZEGP25,Azerbaijan,RACEPODIUM,PIA,McLaren,0,20,0.5657,0.4343,0.0156,-0.5501,0.0929655172413793,9,0.29699999999999704,-0.8250000000000028,-0.004173253861487222,101.839,,1.0019999999999953,0.7279999999999944,0.6058539097835368,8.0,0.2540000000000049,1.8,2.0,0.2,0.0,20.2,0.7483314773547883,40,1,1,1,0,0.0716964285714286,54079.0,0.5686439448875997
17,AZEGP25,Azerbaijan,RACE,LEC,Ferrari,0,9,0.03,0.97,0.0236,-0.0064,,10,0.402000000000001,-0.6640000000000015,0.0006012340081610819,101.458,,0.07399999999999807,,,6.0,0.9860000000000042,8.8,4.0,-4.8,0.2,7.8,6.493073232299171,40,1,1,1,0,-0.004426229508196721,13789.0,0.3286760454808248
17,AZEGP25,Azerbaijan,RACEPODIUM,LEC,Ferrari,0,9,0.1571,0.8429,0.0472,-0.1098,0.030000000000000002,10,0.402000000000001,-0.6640000000000015,0.0006012340081610819,101.458,,0.07399999999999807,,,6.0,0.9860000000000042,8.8,4.0,-4.8,0.2,7.8,6.493073232299171,40,1,1,1,0,0.03171399594320487,10168.0,0.04824742268041237
17,AZEGP25,Azerbaijan,RACE,ALO,Aston Martin,0,15,0.01,0.99,0.0,-0.01,,11,0.7399999999999949,-1.2040000000000077,-0.0034634237019498804,102.211,,1.6739999999999924,,,6.0,1.367999999999995,11.6,10.0,-1.6,0.2,3.2,5.4258639865002145,40,2,1,1,0,0.0,693.0,5.93
17,AZEGP25,Azerbaijan,RACEPODIUM,ALO,Aston Martin,0,15,0.1,0.9,0.0315,-0.0685,0.01,11,0.7399999999999949,-1.2040000000000077,-0.0034634237019498804,102.211,,1.6739999999999924,,,6.0,1.367999999999995,11.6,10.0,-1.6,0.2,3.2,5.4258639865002145,40,2,1,1,0,0.060000000000000005,118.0,0.18
17,AZEGP25,Azerbaijan,RACE,HAM,Ferrari,0,8,0.02,0.98,0.0,-0.02,,12,1.0660000000000025,0.6640000000000015,0.003555258738374294,101.821,,0.0,,,8.0,0.27599999999999625,9.8,10.4,0.6,0.4,5.2,5.74108003776293,40,1,1,1,0,0.004285714285714282,6664.0,0.6593625498007968
17,AZEGP25,Azerbaijan,RACEPODIUM,HAM,Ferrari,0,8,0.1108,0.8892,0.0234,-0.0873,0.019999999999999997,12,1.0660000000000025,0.6640000000000015,0.003555258738374294,101.821,,0.0,,,8.0,0.27599999999999625,9.8,10.4,0.6,0.4,5.2,5.74108003776293,40,1,1,1,0,0.011721611721611763,7897.0,0.04058505731980498
17,AZEGP25,Azerbaijan,RACE,STR,Aston Martin,0,17,0.01,0.99,0.0079,-0.0021,,14,1.9440000000000026,1.2040000000000077,0.009402454432375864,102.101,,1.4779999999999944,,,8.0,2.1269999999999953,10.6,14.8,4.2,0.2,3.6,4.586937976471886,39,2,1,1,0,,1122.0,0.0
17,AZEGP25,Azerbaijan,RACEPODIUM,STR,Aston Martin,0,17,0.01,0.99,0.0157,0.0057,0.01,14,1.9440000000000026,1.2040000000000077,0.009402454432375864,102.101,,1.4779999999999944,,,8.0,2.1269999999999953,10.6,14.8,4.2,0.2,3.6,4.586937976471886,39,2,1,1,0,,93.0,0.0
17,AZEGP25,Azerbaijan,RACEPODIUM,BEA,Haas F1 Team,0,12,0.01,0.99,0.0236,0.0136,,15,1.5489999999999924,,,102.666,,0.597999999999999,0.7314999999999827,0.6981226611420089,9.0,0.7620000000000005,12.0,14.4,2.4,0.2,1.6,4.516635916254486,19,3,1,1,0,,10.0,0.0
17,AZEGP25,Azerbaijan,RACEPODIUM,COL,Alpine,0,19,0.01,0.99,0.0,-0.01,,16,1.661999999999992,-0.35999999999999943,,102.779,,2.0289999999999964,1.6799999999999926,0.37591722493123625,9.0,1.5660000000000025,17.0,16.4,-0.6,0.6,0.0,3.1622776601683795,19,3,1,1,0,,100.0,
17,AZEGP25,Azerbaijan,RACEPODIUM,GAS,Alpine,0,18,0.01,0.99,0.0,-0.01,,18,2.0219999999999914,0.35999999999999943,,103.139,,1.3810000000000002,,,7.0,2.0990000000000038,13.6,14.2,0.6,0.4,1.8,4.841487374764082,40,3,1,1,0,,93.0,0.0
17,AZEGP25,Azerbaijan,RACE,ALB,Williams,0,13,0.01,0.99,0.0,-0.01,,19,2.6610000000000014,2.183000000000007,,103.778,,0.8840000000000003,0.0,0.5379201975097131,11.0,0.7600000000000051,8.2,13.2,5.0,0.2,5.6,3.54400902933387,40,3,1,1,0,,935.0,0.0
17,AZEGP25,Azerbaijan,RACEPODIUM,ALB,Williams,0,13,0.0233,0.9767,0.0159,-0.0075,0.01,19,2.6610000000000014,2.183000000000007,,103.778,,0.8840000000000003,0.0,0.5379201975097131,11.0,0.7600000000000051,8.2,13.2,5.0,0.2,5.6,3.54400902933387,40,3,1,1,0,-0.016666666666666666,591.0,0.182
17,AZEGP25,Azerbaijan,RACEPODIUM,OCO,Haas F1 Team,0,14,0.03,0.97,0.0312,0.0013,,20,,,,,,0.8739999999999952,0.7144999999999868,0.333881923573122,11.0,1.644999999999996,13.8,15.0,1.2,0.4,0.2,2.1354156504062622,39,3,1,1,0,0.019999999999999997,94.0,0.010752688172043012
18,SINGP25,Singapore,RACE,RUS,Mercedes,1,1,0.3684,0.6316,0.5,0.1316,,1,0.0,-0.3790000000000049,-0.008562405479939464,89.928,89.158,2.516999999999996,,,1.0,0.049000000000006594,3.8,5.0,1.2,0.0,13.0,1.16619037896906,41,2,1,1,0,-0.0028669688295165363,49013.0,1.6150029344288535
18,SINGP25,Singapore,RACEPODIUM,RUS,Mercedes,1,1,0.7638,0.2362,0.7969,0.0331,0.36843511450381683,1,0.0,-0.3790000000000049,-0.008562405479939464,89.928,89.158,2.516999999999996,,,1.0,0.049000000000006594,3.8,5.0,1.2,0.0,13.0,1.16619037896906,41,2,1,1,0,-0.010674931129476595,14550.0,0.8644284982060482
18,SINGP25,Singapore,RACE,VER,Red Bull Racing,0,2,0.447,0.553,0.2344,-0.2126,,2,0.18200000000000216,-1.012999999999991,-0.007642066912516132,90.028,89.34,0.14300000000000068,0.0,1.4628351923576342,7.0,0.0,3.4,3.4,0.0,0.0,16.4,3.0066592756745814,41,1,1,1,0,0.00967794114366044,132305.0,0.9836724290447846
18,SINGP25,Singapore,RACEPODIUM,VER,Red Bull Racing,1,2,0.7998,0.2002,0.7109,-0.0888,0.4469924812030076,2,0.18200000000000216,-1.012999999999991,-0.007642066912516132,90.028,89.34,0.14300000000000068,0.0,1.4628351923576342,7.0,0.0,3.4,3.4,0.0,0.0,16.4,3.0066592756745814,41,1,1,1,0,-0.010966147479740118,29381.0,0.8871475367717901
18,SINGP25,Singapore,RACE,PIA,McLaren,0,4,0.16,0.84,0.1172,-0.0428,,3,0.36599999999999966,-0.06199999999999761,-0.008736283812961605,90.313,89.524,0.0,0.2819999999999965,1.5231507607587647,8.0,0.017000000000010118,5.4,3.4,-2.0,0.2,16.6,7.337574531137657,41,1,1,1,0,0.013487105263157856,61226.0,1.57435983685826
18,SINGP25,Singapore,RACEPODIUM,PIA,McLaren,0,4,0.6948,0.3052,0.5312,-0.1635,0.15996710526315788,3,0.36599999999999966,-0.06199999999999761,-0.008736283812961605,90.313,89.524,0.0,0.2819999999999965,1.5231507607587647,8.0,0.017000000000010118,5.4,3.4,-2.0,0.2,16.6,7.337574531137657,41,1,1,1,0,0.003741888968997853,20589.0,0.7458661918087001
18,SINGP25,Singapore,RACE,ANT,Mercedes,0,5,0.0221,0.9779,0.0391,0.017,,4,0.3790000000000049,0.3790000000000049,-0.005542227553423022,90.036,89.537,2.0049999999999955,,,4.0,0.08899999999999864,11.0,11.0,0.0,0.2,3.0,4.560701700396552,17,2,1,1,0,0.009088319088319089,21487.0,0.6460088861651601
18,SINGP25,Singapore,RACEPODIUM,ANT,Mercedes,0,5,0.1931,0.8069,0.3516,0.1584,0.022051282051282053,4,0.3790000000000049,0.3790000000000049,-0.005542227553423022,90.036,89.537,2.0049999999999955,,,4.0,0.08899999999999864,11.0,11.0,0.0,0.2,3.0,4.560701700396552,17,2,1,1,0,0.015308908045977065,8785.0,0.5579003369391736
18,SINGP25,Singapore,RACE,NOR,McLaren,0,3,0.0567,0.9433,0.0156,-0.0411,,5,0.42799999999999727,0.06199999999999761,-0.0038473513321176404,89.932,89.586,0.4830000000000041,,,5.0,0.08899999999999864,6.0,3.0,-3.0,0.2,13.4,6.356099432828281,41,1,1,1,0,0.0031418252224745882,65306.0,3.615917444161719
18,SINGP25,Singapore,RACEPODIUM,NOR,McLaren,1,3,0.4322,0.5678,0.1875,-0.2447,0.05669322709163348,5,0.42799999999999727,0.06199999999999761,-0.0038473513321176404,89.932,89.586,0.4830000000000041,,,5.0,0.08899999999999864,6.0,3.0,-3.0,0.2,13.4,6.356099432828281,41,1,1,1,0,0.041061958874459015,19339.0,1.0130113458936192
18,SINGP25,Singapore,RACE,HAM,Ferrari,0,8,0.0194,0.9806,0.0312,0.0119,,6,0.5300000000000011,-0.09600000000000364,-0.000857795354536826,89.765,89.688,0.777000000000001,,,3.0,0.41100000000000136,10.6,11.8,1.2,0.4,3.6,5.122499389946279,41,1,1,1,0,-0.006527514231499051,18172.0,4.805750798722045
18,SINGP25,Singapore,RACEPODIUM,HAM,Ferrari,0,8,0.0602,0.9398,0.1172,0.0569,0.019354838709677424,6,0.5300000000000011,-0.09600000000000364,-0.000857795354536826,89.765,89.688,0.777000000000001,,,3.0,0.41100000000000136,10.6,11.8,1.2,0.4,3.6,5.122499389946279,41,1,1,1,0,0.009288461538461565,20118.0,0.4995527728085868
18,SINGP25,Singapore,RACE,LEC,Ferrari,0,6,0.01,0.99,0.0079,-0.0021,,7,0.6260000000000048,0.09600000000000364,-0.00648445280513443,90.37,89.784,0.7519999999999953,,,4.0,0.5030000000000001,7.8,4.8,-3.0,0.2,8.2,5.979966555090421,41,1,1,1,0,-0.0022222222222222227,7000.0,3.055619930475087
18,SINGP25,Singapore,RACEPODIUM,LEC,Ferrari,0,6,0.0598,0.9402,0.0709,0.0111,0.01,7,0.6260000000000048,0.09600000000000364,-0.00648445280513443,90.37,89.784,0.7519999999999953,,,4.0,0.5030000000000001,7.8,4.8,-3.0,0.2,8.2,5.979966555090421,41,1,1,1,0,0.0012560975609756178,15423.0,4.459469026548673
18,SINGP25,Singapore,RACE,HAD,Racing Bulls,0,11,0.01,0.99,0.0079,-0.0021,,8,0.6880000000000024,-0.47399999999998954,-0.004079189482785322,90.214,89.846,0.132000000000005,,,4.0,0.3410000000000082,10.8,9.8,-1.0,0.4,3.4,5.418486873657627,17,3,1,1,0,0.0,526.0,1.63
18,SINGP25,Singapore,RACEPODIUM,HAD,Racing Bulls,0,11,0.0465,0.9535,0.0236,-0.0228,0.01,8,0.6880000000000024,-0.47399999999998954,-0.004079189482785322,90.214,89.846,0.132000000000005,,,4.0,0.3410000000000082,10.8,9.8,-1.0,0.4,3.4,5.418486873657627,17,3,1,1,0,-0.002100840336134467,3512.0,1.789515488482923
18,SINGP25,Singapore,RACE,BEA,Haas F1 Team,0,9,0.01,0.99,0.0078,-0.0022,,9,0.7099999999999937,-1.1210000000000093,-0.006104844061048515,90.42,89.868,0.9969999999999999,,,4.0,0.6510000000000105,12.2,13.8,1.6,0.2,1.6,4.48998886412873,20,3,1,1,0,,233.0,
18,SINGP25,Singapore,RACEPODIUM,BEA,Haas F1 Team,0,9,0.05,0.95,0.0156,-0.0344,0.01,9,0.7099999999999937,-1.1210000000000093,-0.006104844061048515,90.42,89.868,0.9969999999999999,,,4.0,0.6510000000000105,12.2,13.8,1.6,0.2,1.6,4.48998886412873,20,3,1,1,0,0.020000000000000004,318.0,1.4274809160305344
18,SINGP25,Singapore,RACE,ALO,Aston Martin,0,7,0.01,0.99,0.0236,0.0136,,10,0.796999999999997,-0.9939999999999998,-0.008705713813433316,90.745,89.955,0.1629999999999967,,,6.0,0.7750000000000057,12.8,10.8,-2.0,0.2,2.8,5.3814496188294845,41,2,1,1,0,0.0,430.0,7.6
